,root_idx,0,6,12,18,24,30,36,42,48,55,68,69,75,81,87,93,99,105,111,117,123,129,135,141,147,153,159,165,side,label,condition,condition-side,uniq-condition
0,p04.rsml,32.29528675927679,33.638286759276795,35.0690376111025,35.72048829995009,37.53920488039906,39.305311094514295,41.17716264719493,42.67250532109248,44.675235528143304,46.79629529448519,48.694585577325626,51.3748538617544,53.74877989258162,56.01205963319483,58.20618817873363,60.352264658520745,62.919510070017665,65.53142843213325,67.8638382331378,70.24808508425022,72.7191119113421,75.29733735521044,77.64220462229193,79.8811960833579,82.57430719928178,84.84141543762915,85.1628416066336,85.47955272969634,L,3,HH,HH-L,homo-high
1,p04.rsml,36.70234810664944,38.00480791210934,39.61645401600173,40.966406607761904,42.62252404006581,44.82619694252094,46.99199130369184,49.00135929473467,51.54104110001455,53.995132581601986,56.10480387454884,59.43169170798885,61.915354103193614,64.6475852328655,66.85472036871391,69.30881185030134,72.06322612265893,74.99696566873206,77.55403463944282,80.13327353405136,82.79818402835885,85.71060345939702,88.30208063105366,89.50272571420132,89.55858714991504,89.61444858562878,89.67031002134252,89.72617145705625,R,3,HH,HH-R,homo-high
2,p05.rsml,53.56567657634215,54.987676576342146,56.29013638180206,57.173383232914475,57.703331343581915,58.58657819469434,60.04703800015424,60.837038000154244,62.351674660913005,64.27545037549098,65.62771255421225,67.64868525533427,69.33245876949559,71.34018164092306,73.24110000303865,75.46734685415107,76.92664559459604,80.15602517108388,82.3457592820501,85.21713507271517,87.72028735803936,87.83201022946683,87.83201022946683,87.83201022946683,87.83201022946683,87.83201022946683,87.83201022946683,87.83201022946683,L,0,LL,LL-L,homo-low
3,p05.rsml,48.37401688078247,49.652263731894884,51.335960036087286,52.1426371376106,52.92069690395249,53.820124923716115,54.768124923716115,55.48350034962897,56.55801651981907,57.83185324405024,59.25604599785851,60.8081497315052,62.24976445118588,63.94713218574761,65.80092757864578,67.56151652060169,69.71248312665753,72.12044006968861,74.30095623987872,76.59331790418912,79.31821928188431,81.91393226563441,84.08319804003828,86.34682596442983,88.64326777732211,89.34071352017706,89.34071352017706,89.34071352017706,R,0,LL,LL-R,homo-low
4,p06.rsml,49.87924973082055,51.711641064569974,53.82131235751683,55.60117952032202,57.99240947738091,60.17593242400275,63.198562407853494,65.06107563156071,68.1090736823398,71.68620236359297,74.50192895639807,78.64351817128528,81.82767440801345,85.12818382245042,88.53245190079228,91.5515072486672,92.2625072486672,92.2712841486672,92.28006104866719,92.28883794866721,92.29760694866721,92.3063838486672,92.31516074866721,92.32394554866721,92.3327303486672,92.3415072486672,92.58177636861397,92.82204548856076,L,2,HL,HL-L,hetero-high
5,p06.rsml,57.90761272206609,59.861964788608866,61.91748345794758,63.177080938837506,65.6564730014206,68.0241264569768,70.4744003192216,72.64881012022613,74.9225326753765,77.93148526713668,80.58976500774989,84.49908621902475,87.45558049620085,90.27606338050064,92.92603967638073,93.4846540335181,93.54051546923183,93.59637690494557,93.61872147923107,93.64106046807142,93.66340504235693,93.68574961664241,93.70810536321504,93.73044993750055,93.75278333949889,93.77513350062605,93.79747807491155,93.81982264919705,R,2,HL,HL-R,hetero-low
6,p09.rsml,46.11376055769094,47.87402908550037,49.828734358469234,51.219572909230884,52.72057290923088,54.53757290923089,56.80049544687257,58.15774229798498,60.81111791643389,63.1054038881585,66.01085412505155,68.88528214481516,71.62723025548262,74.97458133485615,77.048875824694,79.5074496569177,82.69818179573947,85.7244239623937,86.29955264364686,86.45755264364686,86.47730264364687,86.49705264364687,86.51680264364687,86.53655264364687,86.53655264364687,86.53655264364687,86.53655264364687,86.53655264364687,L,1,LH,LH-L,hetero-low
7,p09.rsml,45.71076013403265,47.5498412367717,49.210721124060356,50.71172112406036,52.765721124060356,55.23788996927384,57.697980593694965,59.668326665411875,62.74724627633168,65.52599902211641,68.47351779344235,72.28507945835248,75.10931608684496,78.63735685805798,81.78001463063532,84.65575321646365,88.36438773821483,91.6797643921344,92.5523479124922,92.58959073210147,92.62682796514825,92.66407078475754,92.69200150261442,92.71993222047128,92.74786293832815,92.77579365618503,92.77579365618503,92.77579365618503,R,1,LH,LH-R,hetero-high
8,p10.rsml,36.32301431363434,37.45412217763317,39.04200252577027,40.38500252577027,42.47972654789547,43.7461928917041,46.41270522460017,48.073585111888825,50.60575344753623,53.180819668987446,55.85832274415398,59.291768788516414,61.775682023031415,64.6793459786826,67.11607606834056,69.60975093921661,72.8760515570237,76.14051374782767,78.85923661925514,81.7488774505436,85.35348365401768,88.38820652544516,91.39501729023274,92.29575587606107,92.40747874748854,92.40747874748854,92.40747874748854,92.40747874748854,L,3,HH,HH-L,homo-high
