,hard_latency,mean_growth,A,Ti,kg,max_growth,appiration,depth,stage,side,uniq-condition
18,0.0015,0.0187982249061725,1.832785031533806,29.620178185233318,0.0546829276896009,0.0368696322436738,59.9985,44.0834548483208,1,L,LL
19,0.0015,0.0159455574072652,1.741277951762127,18.53853113688991,0.0853258573682035,0.0546580684147377,53.9985,45.1305337297475,1,L,LL
20,-2.9869000000000057,0.0011969696969697,0.1046086818960155,32.40908757679688,0.0355061384001632,0.0013663963384415,98.9869,49.28656356259554,1,L,LL
21,-2.990799999999993,0.0684182899989878,12.938466174777588,76.86984217727807,0.0199200375315944,0.0948153091060984,68.9908,52.60022062145124,1,L,LL
22,-2.987399999999994,0.0111612101561607,0.5190002921036955,5.006927744036222,0.2186119639621962,0.0417394811552932,98.9874,57.56024535370171,2,L,LL
23,-2.986799999999988,0.0129172670023448,0.788104355617322,24.42542729742777,0.0551220157875568,0.0159813821649269,128.9868,60.75803800015424,2,L,LL
24,-2.9886999999999944,0.0303750392462854,1.6230821485219804,22.060203603049608,0.0704307173744696,0.0420540794855337,122.9887,63.121184946744194,2,L,LL
25,-2.9886999999999944,0.0184569565905538,1.3792783417717838,29.9174883262526,0.0462271341430734,0.0234560244115176,122.9887,63.832981961138046,2,L,LL
26,-2.986799999999988,0.067061979164937,4.228567461091901,27.755638742608934,0.0669792850844611,0.104193179128857,128.9868,66.90675790039984,2,L,LL
27,,,,,,,152.9854,67.96665412173475,2,L,LL
28,-2.98660000000001,0.0277618455673584,4.30364257533721,39.755456614094136,0.0398352916972141,0.063068095277778,140.9866,68.99044715785061,2,L,LL
29,,,,,,,164.988,69.88229876949558,2,L,LL
30,,,,,,,158.988,71.41839164092306,2,L,LL
31,,,,,,,164.988,72.23446164092306,2,L,LL
32,,,,,,,152.9854,73.68272342859487,2,L,LL
33,,,,,,,164.988,74.83613685415108,2,L,LL
34,0.0,0.144643082029268,65.03817095456262,152.29059283449632,0.0082935862183373,0.1984340522190841,0.0,5.166780237644966,0,R,LL
35,0.0,0.0222176522077501,5.549113898613553,-6.708815033123802,0.0172755977027172,0.0352664901465897,0.0,6.114780237644966,0,R,LL
36,0.0,0.0629473979119745,18.992771593689465,9.948316532665094,0.0144373083675332,0.1008741983194814,0.0,6.721399541690943,0,R,LL
37,0.0,0.0047092067019129,1.7708242751810603,-20.159098168130427,0.016820711561423,0.0109578499355499,0.0,10.9681921592178,0,R,LL
38,0.0,0.0250468031815582,6.497711465277075,26.56714680335344,0.0163705671336507,0.0391317856168396,0.0,13.51663101957918,0,R,LL
39,0.0,0.0078653717663881,2.20709987446622,30.143176060569168,0.0133212560925797,0.0108161495036489,0.0,16.6210708435285,0,R,LL
40,0.0030999999999998,0.0222817939067276,3.211570836211352,47.5679695438535,0.0338096890916985,0.0399451632761073,29.9969,18.18360971956553,0,R,LL
41,0.0,0.024766681575864,16.330268578804993,202.62822939059652,0.0061316391510233,0.0368362518986082,0.0,20.85006474169178,0,R,LL
42,-2.987700000000004,0.0236312150585473,1.4524095186425217,17.46042642302419,0.0540472987611915,0.0288780987886641,110.9877,23.33650095814776,0,R,LL
43,0.0,0.0268894073819615,5.465705401510251,80.05625087930119,0.0161553313016134,0.0324838582349912,0.0,28.55944637305232,0,R,LL
44,0.0026999999999972,0.0153819474643257,1.7119505429871462,30.126958883310227,0.0499677679675258,0.0314692709962139,53.9973,35.11863855315355,1,R,LL
45,-2.986799999999988,0.0437128876437601,3.698685753425172,32.49182235806312,0.0442674607998863,0.0602334257201226,128.9868,39.91987030654212,1,R,LL
46,-2.988100000000003,0.0142369217010406,1.6732923634132295,34.79474790697464,0.0318909384665531,0.0196311005133766,68.9881,42.13184729506254,1,R,LL
47,-2.988100000000003,0.021353142156438,2.084755208864939,16.070109303825536,0.0596287125746823,0.0457315602217926,68.9881,43.80302262524978,1,R,LL
48,-2.988100000000003,0.0449777568257017,6.487139766267337,59.32794628836225,0.0234968799906571,0.0560749599157686,74.9881,46.19055863423869,1,R,LL
49,-2.988100000000003,0.0241159017128025,2.198524733313962,30.343308762900996,0.0487117296403129,0.0393976596891135,74.9881,46.24583605820183,1,R,LL
50,-2.988100000000003,0.0161957413883319,1.5287021492408173,34.07042838421689,0.0286613485527019,0.0161185145241152,104.9881,47.87652006511426,1,R,LL
51,-2.9869000000000057,0.0215609010549228,1.5868089011863866,13.79868444572841,0.0805231946573177,0.0470057669136646,92.9869,48.86863511740543,2,R,LL
52,-2.988100000000003,0.0148408271939344,0.8826217052114819,5.426086315327655,0.1686268889648581,0.0547528776171976,104.9881,52.85067152498172,2,R,LL
53,0.0026999999999972,0.0063275208502386,,,,,53.9973,57.37327202332702,2,R,LL
54,-2.98660000000001,0.0186204785712454,53.7922408198127,96.30995329416828,0.0216743652474791,0.4289153033370032,140.9866,59.08514286740152,2,R,LL
55,,,,,,,146.9866,60.93789505627646,2,R,LL
56,,,,,,,164.988,64.14698813387025,2,R,LL
57,,,,,,,164.988,65.1856763090006,2,R,LL
58,,,,,,,164.988,66.18955619313525,2,R,LL
59,0.0,0.0020657368532252,2.089615096667273,-179.34092116744185,0.003685778139921,0.0028333550861101,0.0,1.2730024601332293,0,L,LL
60,0.0,0.0214901231721132,9.714583295023226,-26.123363646863915,0.0305444155885255,0.1091594941797286,0.0,2.7460336925828006,0,L,LL
61,0.0,0.0311311034128509,7.6626219832126035,5.459146084382991,0.0463101619231588,0.1305446922697105,0.0,8.217842203382087,0,L,LL
62,0.0,0.0195827842277518,5.603958855597621,-21.17605420724257,0.0232669473513198,0.047966702454126,0.0,8.837294559462975,0,L,LL
63,0.0,0.031445020212478,7.841082017428104,14.68029324552572,0.0190763516913111,0.055027126561659,0.0,11.68316296358523,0,L,LL
64,0.0,0.0262729444056693,5.402955597970969,53.88420312505792,0.0247445178412864,0.0491831015422929,0.0,13.068800443447836,0,L,LL
65,0.0,0.0004876543209876,1.6442811470961174,-53.783291855827,0.0513358296274416,0.0310529011168763,0.0,15.30173243022437,0,L,LL
66,0.0,0.0554315842508629,8.734139891846786,29.46374904299393,0.0345485069028124,0.1110081703760117,0.0,15.515478168193576,0,L,LL
67,0.0,0.0213010931271639,7.143138907585346,-9.522588777575429,0.0368315001078421,0.0967863297655947,0.0,19.30771631060051,0,L,LL
68,0.0,0.0491869494201202,12.302627244624384,3.945983925670053,0.0177736478222357,0.0804414618252268,0.0,21.4165730993426,0,L,LL
69,0.0,0.037267971375832,12.473555753776663,28.61531254421505,0.0088213113312927,0.0404789222222325,0.0,23.396186928045783,0,L,LL
70,0.0,0.028802413972993,8.252526855594505,-1.112854088428168,0.0290379684477126,0.0881573838068516,0.0,24.208643837733927,0,L,LL
71,0.0,0.0030410454952004,,,,,0.0,24.873381309296946,0,L,LL
72,0.0,0.0221653808827207,5.146574635703566,-1.6124275195228266,0.0323015977416478,0.0611572287646512,0.0,27.31075203836136,0,L,LL
73,0.0,0.0557682335116608,12.937666444590809,14.699011741497552,0.0280027002592779,0.1332788939356486,0.0,27.68005063367415,0,L,LL
74,0.0,0.0099905100758991,2.99734183781276,-5.012001792194576,0.0463499803916555,0.051108289786297,0.0,28.41864782429973,0,L,LL
75,0.0,0.0574818168947912,12.520431354567105,32.61398298619281,0.0171833111678154,0.0791464908709488,0.0,29.378824172112985,0,L,LL
76,0.0,0.0721734810105563,11.652755023444607,41.96141054384468,0.0307344730113182,0.1317528157036557,0.0,32.12267516896464,0,L,LL
77,0.0,0.0098733115458016,2.6800401602357016,-7.352008639654586,0.0371006268311324,0.0365786832095033,0.0,6.639080892107942,0,R,LL
78,0.0,0.0518423305343284,11.925947829303018,22.4138020581888,0.0207435227223471,0.0910082858931935,0.0,9.38504215572222,0,R,LL
79,0.0,0.0037306928496911,,,,,0.0,13.353799181065495,0,R,LL
80,0.0,0.0140602074011876,2.3441343250544247,28.744717521279792,0.0264276472307911,0.0227901148275142,0.0,14.933799181065496,0,R,LL
81,0.0014000000000002,0.0184602583190515,2.891394814490878,34.67805752285579,0.0427466486729825,0.0454689565356771,5.9986,16.301726280694993,1,R,LL
82,0.0011000000000009,0.0290301286982989,6.731984984187797,92.30046904404162,0.0164469135049256,0.0407317495898357,53.9989,19.64113432547392,1,R,LL
83,0.0037999999999982,0.0147622485643643,1.774666019105396,22.02611282365243,0.0337316365910417,0.0220221422959918,41.9962,20.748630753630582,1,R,LL
84,-0.0003000000000028,0.0068603365034333,0.9107881163577434,9.526254364321112,0.1147105705138551,0.0384349493679478,30.000300000000003,22.67459620203812,1,R,LL
85,-0.0003000000000028,0.0062713483674614,0.8052183852716654,7.343362361736575,0.1146658917941257,0.0339667076715671,30.000300000000003,23.08795572835873,1,R,LL
86,0.0017999999999993,0.0607555063556884,10.4928874732907,68.01604905686307,0.0206067020620967,0.0795442928946713,23.9982,24.814715392961205,1,R,LL
87,-0.0003000000000028,0.0156203223552221,2.237070767828325,20.976858630103397,0.0234226623680078,0.0192762033500722,30.000300000000003,26.680995625688684,1,R,LL
88,-2.991500000000002,0.0375499344279574,3.2059646264657555,23.3973974366367,0.0424674652833352,0.0500864884754117,62.9915,28.287079532104286,1,R,LL
89,-2.991500000000002,0.0123968240945565,1.1594250481010335,22.529793361697173,0.0712152597217123,0.0303753477891514,68.9915,30.64447544074281,1,R,LL
90,-2.990200000000001,0.0144646442722768,1.419229530785021,19.42876454924298,0.0368134173499603,0.0192204827642155,74.9902,31.22907544074281,1,R,LL
91,-2.990200000000001,0.0049596915738884,0.3997057778341188,5.603635147653493,0.2089694478624677,0.0307276069857641,74.9902,35.09686904825969,1,R,LL
92,-2.990200000000001,0.0201559225019166,1.8883135500419272,9.706196518481422,0.0970008240383716,0.0673837305901151,68.9902,36.68291589873664,2,R,LL
93,-2.9893,0.0018809523809523,0.1583084277787918,20.30283768405869,0.0431338258016153,0.0025120456882901,80.9893,40.736095699624194,2,R,LL
94,-2.990300000000005,0.0209417039474233,1.6773625621902457,13.287855495213195,0.084995629028904,0.0524480149888336,86.9903,43.92594781682082,2,R,LL
95,-2.990300000000005,0.0297023976354019,2.187663381062752,22.86880036017356,0.0584957650648064,0.0470771800921284,92.9903,45.50343477511133,2,R,LL
96,-2.9886000000000053,0.0323432454605267,2.216668872246879,16.496247110822917,0.074022633292287,0.0603630077436726,98.9886,48.723710050499164,2,R,LL
97,-2.988100000000003,0.0153071767354151,0.5503800340631404,13.947680255288368,0.0855720702267924,0.0173260765065608,140.9881,53.87008104971224,2,R,LL
98,-2.988499999999988,0.0204095689805531,0.9916394500991224,21.029576047123054,0.077427732372692,0.0282459284201609,128.9885,55.98837328252017,2,R,LL
99,-2.988100000000003,0.0283266062817356,1.9452425543082543,25.50411291692761,0.0505074262271887,0.0361438588806696,140.9881,63.61435430815988,2,R,LL
100,,,,,,,146.9873,70.13052265804424,2,R,LL
101,0.0,0.0051576716455603,,,,,0.0,3.499869621009542,0,L,LL
102,-2.990300000000005,0.0102442651787326,1.0763741761098236,14.809622121244594,0.0542748488036768,0.0214915337522821,62.990300000000005,6.969396074414166,1,L,LL
103,0.0024999999999977,0.0174372990140199,2.1910870711234205,15.01174641677644,0.0628469310474869,0.0506581387684865,35.9975,10.031599887800969,1,L,LL
104,0.0022999999999981,0.065126377386189,8.876583179702061,58.66724671130973,0.0299660185493468,0.0978544069393135,53.9977,12.492966894051284,1,L,LL
105,-2.9891999999999967,0.0193674092453542,1.877444613279612,10.314739038197674,0.0852338197446094,0.0588687214377165,68.9892,13.497092892890688,1,L,LL
106,-2.996899999999997,0.0067859446754957,0.3257253444262249,0.7275522922112252,4.465160950567215,0.5350497778835992,116.9969,17.016424536794272,1,L,LL
107,-2.990300000000005,0.0400724276116496,3.0913301860609894,25.39511198020688,0.0679102711673908,0.0772300609176903,68.9903,18.34709474780848,1,L,LL
108,-2.997,0.0424828695702342,3.0894339555106725,20.13223770342496,0.1026837812951256,0.1167041464546112,92.997,23.032857006384827,2,L,LL
109,-2.994500000000002,0.0267594474316325,1.465703005773014,10.252332979886877,0.1501372763593614,0.0809543200909512,110.9945,25.18066146989216,2,L,LL
110,-2.995100000000008,0.0311791141852069,0.7358844380757099,6.453299836840877,0.2574102457605484,0.0696852666538308,140.9951,27.33727218016885,2,L,LL
111,-2.995100000000008,0.0172353904259366,0.6634009570004938,15.250491257788124,0.0842028751058053,0.0205498441488131,140.9951,28.998224892150876,2,L,LL
112,-2.9957,0.0313394225629126,1.0886430633259268,13.772153982485555,0.1205985892964785,0.0482984568818346,134.9957,30.50449795517858,2,L,LL
113,0.0,0.0030410454952005,2.406540785414927,-10.44638433617826,0.1425048372177007,0.1261619377699779,0.0,3.9944673201582352,0,R,LL
114,0.0,0.0267201953244899,5.86147511291695,12.51770213387726,0.0308293479965193,0.066477822180599,0.0,6.276296477781628,0,R,LL
115,0.0,0.0244903118985418,5.4330161105245125,29.661236942963104,0.0182064365620249,0.0363891124610865,0.0,8.346274469401573,0,R,LL
116,-0.0001000000000033,0.0107688893200344,1.4729831260644255,28.566315829988724,0.0312603188041764,0.0169393480955023,30.000100000000003,9.910588605260502,0,R,LL
117,0.0019999999999988,0.026300983108033,3.726348800071754,41.339567861149774,0.0344168721324292,0.0471802698418521,17.998,12.183876959008654,0,R,LL
118,0.0,0.0174264366540659,2.626578607004749,36.87184960788965,0.0207950678408248,0.0200935310496801,0.0,14.322163493549471,0,R,LL
119,-2.994500000000002,0.0154942264880723,0.8848398691790744,20.57536882158338,0.0596164513928302,0.019406013202559,116.9945,15.948585286935185,1,R,LL
120,0.0019999999999988,0.0110451256257677,1.5894716877659671,32.03846512515202,0.0596697026238935,0.0348909012837196,17.998,17.159223741507123,1,R,LL
121,0.0030000000000001,0.0111227153063852,1.6105540401009173,50.95620595260883,0.0159519032040798,0.0094513386668201,23.997,20.0904855033773,1,R,LL
122,-2.990300000000005,0.0161919905300153,1.7528071779444996,29.624371256207198,0.0465656905116818,0.030026568886379,62.990300000000005,21.47598056544191,1,R,LL
123,-0.0020999999999986,0.0153348046581395,1.3862970284230731,13.548651007382654,0.0745407525945107,0.038015051543338,54.0021,23.13453719250099,1,R,LL
124,-2.990300000000005,0.0192545782033775,1.793019162289332,21.332508745879217,0.0652153237140779,0.0430169984105477,68.9903,25.987665672527434,1,R,LL
125,-2.994100000000003,0.0222275062938564,1.82851737369428,35.20762884253628,0.0484641407824934,0.0326005649944659,110.9941,30.22502238516871,1,R,LL
126,-2.995400000000004,0.0246758003496077,3.9109268205045553,59.45693950120361,0.0290580623973236,0.0418072748718668,104.9954,36.50581385157918,1,R,LL
127,0.0,0.1111802990890964,77.1783503317399,204.0740575738872,0.0065192713503419,0.1850972930461699,0.0,0.0625697954287849,0,L,LL
128,0.0,0.0130684610652987,4.3423811280460525,-13.41871284315826,0.0352523793202951,0.0563147150808674,0.0,1.2722525070519604,0,L,LL
129,0.0009000000000014,0.0588035503389729,29.136319145074577,163.24341213347333,0.0084169060731306,0.0902178938891971,29.9991,4.631026271334734,0,L,LL
130,0.0033000000000003,0.0369158283898414,5.6635479596654,13.252259386894735,0.0467011103496854,0.097301896906329,5.9967,7.36768662489021,0,L,LL
131,0.0033000000000003,0.0125882517036098,2.045039176082906,-14.487743141105954,0.0205719541563499,0.0154768544371892,5.9967,7.914010323808716,0,L,LL
132,0.0,0.0345547384625587,5.999596084358799,52.90883511207532,0.0301868889182352,0.0666263294176109,0.0,9.831814365469048,0,L,LL
133,-3.090800000000001,0.0642769339737122,12.336402661378123,76.14238087259565,0.0161051824567013,0.0730902931553126,69.0908,10.180135096211886,0,L,LL
134,0.0,0.0043366719501998,1.4842723320741276,-18.77194448195056,0.0389558967146195,0.0212712159053151,0.0,11.200010004832258,0,L,LL
135,0.0,0.0213481006033116,3.464943371520529,33.493147365088454,0.0483202991008472,0.0615929880141537,0.0,12.7186193794846,0,L,LL
136,0.0,0.040963324697567,7.058131940123817,57.69538541116903,0.025981817175015,0.0674628700179292,0.0,14.88297468507552,0,L,LL
137,0.0,0.0391968349680943,6.797392708529623,70.07063192017216,0.0255156928885522,0.0638050782585876,0.0,16.311384471094684,0,L,LL
138,0.0,0.0794005649517565,14.706042257105144,72.554953179464,0.020507569867958,0.1109469908201872,0.0,20.027770431109257,0,L,LL
139,0.0033000000000003,0.0534433147250677,9.145985148437909,66.12420889382139,0.0236263610389092,0.0794937246429638,5.9967,21.89338612238081,1,L,LL
140,0.0033000000000003,0.0580582188373249,9.41533543843104,65.35878129145253,0.0261833525490213,0.0906914965809436,5.9967,23.407026122380817,1,L,LL
141,0.0018999999999991,0.0292698784984165,3.5703197073621267,29.06902554475056,0.0285919513298446,0.0375540189527559,29.9981,24.41774310791397,1,L,LL
142,0.004800000000003,0.0402487355008354,5.1101512368190924,32.92805848340153,0.0309048368949831,0.0580986080358406,41.9952,27.53459411653966,1,L,LL
143,-8.449200000000005,0.0173384312993426,1.9123297567681523,12.555988941120514,0.0611579551824648,0.0430250374828941,62.449200000000005,27.75245371582324,1,L,LL
144,0.004800000000003,0.0314174497482048,2.963622426813271,18.566906664210343,0.0744619255494487,0.0811825433962251,47.9952,29.213163365881435,1,L,LL
145,-8.449200000000005,0.0105000944905921,1.0838611571239232,7.495956979255573,0.1062334764780215,0.0423584992311257,68.4492,29.900023113970423,1,L,LL
146,-3.090800000000001,0.0210655223291932,1.920821201657073,10.769844803783958,0.06967745638466,0.0492362249197177,75.0908,31.802175934953453,1,L,LL
147,-2.9873000000000047,0.0215475035116516,1.9588226411089693,16.828157822989663,0.0681521523114834,0.0491111619076373,74.9873,33.58238073682061,1,L,LL
148,-2.9857999999999976,0.0167066055910577,1.215697501998603,23.98647147462773,0.0464741570486368,0.0207846427254185,98.9858,35.182764702091866,2,L,LL
149,-2.9895000000000067,0.0455586468936179,3.932257344196643,34.343267181681455,0.0438115948740095,0.0633777056891684,92.9895,38.54999977798477,2,L,LL
150,-2.9891999999999967,0.0159604102039248,1.2970248611320911,31.56580577127108,0.0392715632092984,0.0187383785171589,122.9892,40.73466668338857,2,L,LL
151,-2.987799999999993,0.0141773384726493,1.1242424092379153,25.458106749704196,0.0294220873189039,0.0121685536745702,122.9878,41.964146300137045,2,L,LL
152,-2.987899999999996,0.0297483794432253,1.808677379398533,26.32065008240046,0.0668842157287692,0.0445030999953429,116.9879,45.70199790441469,2,L,LL
153,,,,,,,146.9875,49.17031276760239,2,L,LL
154,0.0,0.0025565963844593,2.827363553687384,-106.2530340817048,0.0161006106997824,0.0167467108848238,0.0,1.7474328565069404,0,R,LL
155,0.0,0.0031279189594288,1.2737129901591455,-14.632704654266176,0.0172522146774654,0.0080839189349836,0.0,3.748592418642374,0,R,LL
156,0.0,0.0038175663139194,,,,,0.0,4.895120784366474,0,R,LL
157,0.0,0.0043334667399533,1.805566746442107,-42.58803309294354,0.0130253946006032,0.0086518693918753,0.0,7.291688977461488,0,R,LL
158,0.0,0.0136882758562519,3.452812124732482,-1.5069862493957575,0.043141101317287,0.0547986290983976,0.0,8.659609974780215,0,R,LL
159,0.0,0.0063805958967071,1.022672767381448,11.168289429426212,0.0632813458718256,0.0238077260528387,0.0,9.817520927900167,0,R,LL
160,0.0,0.0138818616962284,2.295463936519488,18.786060256019127,0.0509838982010228,0.0430535562715997,0.0,11.799973979567206,0,R,LL
161,0.0,0.0041032276014041,1.3364386303583098,16.155339874968448,0.0177360762494009,0.0087199116745436,0.0,14.36093314319574,0,R,LL
162,0.0,0.0200696513994347,3.225411112208761,34.314575287399215,0.0332579023757969,0.0394625777094127,0.0,16.37513648409755,0,R,LL
163,0.0033000000000003,0.0184742346762305,2.7327713759007795,30.163629427045368,0.0580481681972725,0.0583575885370601,5.9967,18.87865611538328,1,R,LL
164,0.0013000000000005,0.0076321433149831,1.191413043428107,20.15547503391765,0.0377862373102668,0.0165615704457849,5.9987,20.32546730036908,1,R,LL
165,-2.987799999999993,0.0104891144423993,0.4404767433326992,4.407052020504433,0.2337266314639663,0.0378736098588171,122.9878,22.599027733918177,1,R,LL
166,0.0040000000000013,0.0106291302512123,1.522472218985585,13.194023031904416,0.0835885202489926,0.0468167791039341,17.996,24.712195646369075,1,R,LL
167,0.0040000000000013,0.0245337164077335,2.30511323722428,15.555342602853427,0.1012844605593728,0.0858896043508788,23.996,26.476163753592104,1,R,LL
168,0.0040000000000013,0.0287197514843305,4.667777056709389,52.03785988113342,0.0197179067654956,0.0338591796636815,23.996,27.76200421461361,1,R,LL
169,-2.9857999999999976,0.0216887258335016,,,,,98.9858,32.57690348279987,1,R,LL
170,-2.989599999999996,0.0052836798701131,0.3465734813076098,3.712843055578155,0.2365100892606517,0.030154388018664,98.9896,34.84508258838669,1,R,LL
171,-2.989599999999996,0.0066280032704738,,,,,98.9896,36.09916314594045,1,R,LL
172,-2.989599999999996,0.0049352324912696,0.3257253444254973,0.7267517385380977,4.471774945761242,0.5358423174344285,98.9896,36.7471558002198,1,R,LL
173,-2.9895000000000067,0.0261835972648803,3.019797039251656,57.920337643036326,0.0547094911472801,0.0607779361418081,92.9895,37.67053539639011,2,R,LL
174,,,,,,,152.9892,53.047779417086446,2,R,LL
175,0.0,0.0014629629629629,0.9757357359771464,-60.59726774498755,0.0174351473913903,0.0062584005064155,0.0,1.3142713144552751,0,L,LL
176,0.0,0.044904700178987,9.349520549992016,49.592764968575,0.0232021755934298,0.0798037993132852,0.0,2.813813942802188,0,L,LL
177,0.0,0.0010904282112498,,,,,0.0,4.854404263298479,0,L,LL
178,0.0,0.0020689420634717,0.3351686142824378,0.6566639509125324,5.143660639710704,0.6342218054440152,0.0,5.49700383402208,0,L,LL
179,0.0,0.0158229064963057,3.3854487129000312,11.436483419606247,0.0255490342846711,0.0318197121171616,0.0,6.201834821209789,0,L,LL
180,0.0,0.0004876543209876,0.7112919921748126,-177.5693916779396,0.0071880008400681,0.0018808820276684,0.0,6.946226247466381,0,L,LL
181,0.0,0.0753045464413759,14.938455659980312,38.06477822490551,0.0201959306860021,0.1109877614257188,0.0,9.91174000266437,0,L,LL
182,0.0,0.0613328247329421,13.412049137671746,36.78659996907819,0.0204383207979555,0.1008430251653019,0.0,11.390857315812395,0,L,LL
183,0.0,0.0687451785341487,13.263767350305883,34.79869487853873,0.0229473715721112,0.1119709496811259,0.0,12.788992354565018,0,L,LL
184,0.0,0.0019506172839506,1.6801426931444348,-6.027245813668444,0.2594193857744725,0.1603445164904336,0.0,14.131297330037604,0,L,LL
185,0.0,0.0112040619716658,2.569237452769657,0.2675907344539108,0.0868584448800249,0.0820959649359077,0.0,15.907274402768984,0,L,LL
186,0.0,0.0547035222223541,12.243241954267631,39.237778197020845,0.0153055464741641,0.0689367477513207,0.0,16.851054971015646,0,L,LL
187,0.0,0.0609900432009841,12.62419315902218,54.30834374783567,0.0151913036294201,0.0705511655735382,0.0,17.36887314900593,0,L,LL
188,0.0,0.0360172126107756,5.930958128566849,40.33985545947789,0.0298222537431235,0.0650685062888527,0.0,19.17007314900593,0,L,LL
189,0.0030999999999998,0.0387425589850213,4.268619507327162,24.484555925409204,0.066094493559207,0.1037906524555172,5.9969,20.500964463440432,1,L,LL
190,0.0030999999999998,0.0278045609445368,4.385716885983795,37.029759849650375,0.0310515041662039,0.0500989649899977,5.9969,20.86697411495252,1,L,LL
191,0.0017999999999993,0.0305953617505681,3.005160753761092,26.92890230622746,0.0448564922005809,0.049590505480807,11.9982,22.36204302583129,1,L,LL
192,0.0007000000000019,0.0135703050224327,1.7869228154970571,7.384075227790402,0.0890913189565922,0.0585661533839219,29.9993,23.160137961237545,1,L,LL
193,-3.090199999999996,0.0157246822694798,1.468598074958251,11.994574197027545,0.073508634571286,0.0397142923496634,69.0902,25.46347463804184,1,L,LL
194,0.0028000000000005,0.0110933194599614,1.47072175660012,31.08158213683297,0.0389252362049293,0.0210604327954623,23.9972,27.066635444083023,1,L,LL
195,0.0027000000000008,0.0452142455227327,6.462327803687273,53.43476230927429,0.0230947184672356,0.0549044031073673,29.9973,28.86049775239991,1,L,LL
196,-2.986599999999996,0.0127370606880274,1.3236953347139702,42.09740058462126,0.0285211622985146,0.0138886737496846,80.9866,30.214841821449863,1,L,LL
197,-2.991,0.0222367821050755,2.030357154046394,31.272607425743207,0.0358211410320887,0.0267557650568688,68.991,33.63247035291508,1,L,LL
198,-2.988100000000003,0.0132836324403619,,,,,116.9881,36.79132560115859,2,L,LL
199,-2.986699999999999,0.0198228211415238,705.5499803755185,485.9891871661161,0.0043641172229557,1.1327386251036375,110.9867,39.71889997141557,2,L,LL
200,-2.988300000000009,0.0260686699997441,,,,,134.9883,45.41217975304227,2,L,LL
201,,,,,,,152.9892,48.37185543957153,2,L,LL
202,0.0,0.0,2.0258933390223013,81.0,1.132954220547716e-18,8.443732304703527e-19,0.0,3.954987562311328,0,R,LL
203,0.0,0.0132547882486044,,,,,0.0,5.215705804384351,0,R,LL
204,0.0,0.0049079945251693,,,,,0.0,8.07675221399272,0,R,LL
205,0.0,0.0027585894179623,,,,,0.0,9.366787423420742,0,R,LL
206,-2.986699999999999,0.0370488864871593,3.676863146731328,41.89077940876306,0.0382847251592054,0.0517855409791777,110.9867,12.47450584933583,0,R,LL
207,0.0,0.0055033659233154,2.557513193270216,-42.25428878960293,0.0181743105001024,0.0170994186091995,0.0,14.498831082230662,0,R,LL
