,hard_latency,mean_growth,A,Ti,kg,max_growth,appiration,depth,stage,side
0,,,,,,,180.0025,3.793648181253703,2,L
1,0.003500000000002501,0.04457477916738969,3.49726192140437,24.55025549002891,0.041119883738355505,0.05290364012485328,119.9965,6.109591037165595,2,L
2,-0.001599999999996271,0.060779629663378056,6.617475727450075,42.920500639359396,0.028330570021642455,0.06896888229184155,108.0016,7.32970510884633,2,L
3,-0.0007999999999981355,0.07665396837844775,8.32996983185135,42.430996574917856,0.02925710047395122,0.08965617978383561,114.0008,9.745643937015078,2,L
4,-0.001599999999996271,0.03564008232333138,3.123193500336535,33.26354847721403,0.03779393184494973,0.04342366602848642,132.0016,10.86890115252718,2,L
5,-0.0016999999999995907,0.08102784653077635,7.425022166736338,37.74253866165146,0.034861806705146006,0.09522547840630814,126.0017,13.748048928955795,2,L
6,-0.00010000000000331966,0.052570704926661355,3.28353055959968,23.46767581224515,0.05934902755630824,0.07169026538139833,138.0001,14.210718214136907,2,L
7,-0.001599999999996271,0.06316585934063007,5.640849834044839,34.73277829009397,0.037199370549822475,0.07719437366488655,132.0016,16.13590670318693,2,L
8,-0.001599999999996271,0.10474893869500634,7.6611259698394365,31.075299714121858,0.052352315714988676,0.1475482348100374,132.0016,18.462138712602403,2,L
9,0.0004000000000132786,0.08569229179750468,4.953046649094035,21.717107437539003,0.05581207896137453,0.10169653042757437,143.9996,20.111959779395775,2,L
10,-0.00010000000000331966,0.08033599766112058,3.8074237865019978,19.313366730912332,0.07057905753452128,0.09885817565802783,156.0001,23.63466230666471,2,L
11,-0.00010000000000331966,0.0738184978688487,3.9917506014143864,22.278988088135097,0.06843040906755644,0.10048889106737685,156.0001,25.72425665969115,2,L
12,-0.00010000000000331966,0.027069080607932606,2.947653099920065,38.3256610369474,0.03299947992755231,0.0357840082238055,156.0001,26.560529794805866,2,L
13,-0.004600000000010596,0.08087611608883333,2.960391475353235,14.417029405150902,0.08655845910311415,0.094267975368041,162.0046,28.809688421920917,2,L
14,,,,,,,167.9969,32.12347367955981,2,L
15,,,,,,,173.9968,33.16869473273468,2,L
16,,,,,,,180.0025,38.14380053082914,2,L
17,,,,,,,180.0025,40.224391298921645,2,L
18,-0.001300000000000523,0.0757980028003046,13.331590747478309,70.65095080972037,0.018677083071160963,0.09160022527999795,72.0013,3.5173662038690248,2,R
19,-0.00010000000000331966,0.03043744660850393,1.6114433782851987,17.04941356376702,0.0688530519886755,0.04081725211133652,138.0001,8.967196554000271,2,R
20,-0.001599999999996271,0.05232007917384125,4.352690759536245,27.724891880543442,0.04395674808152495,0.07038642174280307,108.0016,13.656437431409543,2,R
21,-0.0006999999999948159,0.05332126312816229,2.3588122219659766,20.72213124976343,0.1071206491972289,0.09295485622791094,150.0007,18.23646730580178,2,R
22,,,,,,,173.9968,21.62716896122255,2,R
23,-0.001599999999996271,0.06156476150718334,4.8669381433710805,30.758525060621142,0.04206889234702894,0.07532210040531186,132.0016,25.525724192679704,2,R
24,-0.0006999999999948159,0.06616800110846612,4.059268627230653,26.176228789376243,0.06585578056751952,0.09834385131841222,150.0007,34.77517965236004,2,R
25,,,,,,,167.9969,36.17654078754254,2,R
26,,,,,,,167.9969,40.28468890906838,2,R
