,0,6,12,18,24,30,44,45,51,57,63,69,75,81,92,93,99,105,111,117,123,129,135,141,151,164,165,side,alpha,label,condition,condition-side,uniq-condition
p04.rsml,60.96717503910004,75.09228757622512,82.00654153620007,87.67852491425003,114.4124622166001,190.88410550000003,239.28930150000016,252.6278787500002,264.5559900000003,380.241506375,403.3293026295,470.1075033495,521.6617862500001,585.561825,622.4476952500002,637.8403416250002,777.87824,826.6859805000001,862.6513032500005,867.2189351250003,894.4928852500005,1101.4108998749998,1170.8771305000005,1193.9657100000006,1259.1685575000004,1323.42886327985,1331.374587125,L,50,3,HH,HH-L,homo-high
p04.rsml,50.30324012499994,178.56125100000003,201.4508986250003,221.35266749999977,274.0454305,346.225716,390.1015062500001,396.2956987499999,463.28503250000017,501.55172400000026,521.4183872499999,632.8764062499997,692.8524162499997,806.3465615,875.4203892499993,882.1606692499997,942.35511425,1023.5848497499992,1089.36186925,1107.5075767500005,1117.2965852500006,1127.300908250001,1215.8294932499994,1246.7792288608011,1272.51862411895,1328.4358562500006,1332.4925062500004,R,50,3,HH,HH-R,homo-high
p05.rsml,38.90327349999989,90.5288254999999,99.03062993434996,105.55299028492487,110.79335249999993,124.77475274999998,179.0152837499999,188.30033149999997,210.71020224999995,346.19919174999995,251.96009174999992,262.8365944999998,279.4860222499999,292.45638049999985,377.1592325000002,386.66661587500016,391.59154500000034,421.0705964499999,436.81851175000014,589.0747278749999,634.6956577499996,674.0467229999998,694.5109619999997,722.3520630000003,754.6929249999998,915.1037877500002,917.0275760000002,L,50,0,LL,LL-L,homo-low
p05.rsml,12.002223124999974,24.73620349999992,30.180420958949917,33.99391754229998,37.69720024999993,55.06434300000005,82.33205212499999,85.71395890640017,96.8946473722998,115.69722012230014,132.87744492229996,121.42801837230012,140.4739901223001,166.98263762230005,213.8229028723001,224.61666182020025,237.38111575000016,257.0231030000001,295.4239760000004,311.71220587500005,324.4009539784004,335.1141653321004,351.55396975000014,363.2878298749999,389.7964773750003,403.53213825000046,410.0079558750003,R,50,0,LL,LL-R,homo-low
p06.rsml,15.858380999999994,58.79178024999997,82.02390274999996,138.04879337925,168.26870707414992,216.5313539534,280.2045862245886,302.2009911784653,331.2417807152732,362.6446530103,395.5400397182,412.5330079939499,500.5085458428,525.118520125,650.9068892875,670.5343662124999,731.4516622434501,824.6116281249998,890.6663721249998,989.8553652500002,1063.8751854999998,1118.8708775000005,1149.7201404999996,1175.2434901249997,1175.4478828749996,1157.707840374999,1169.800557999999,L,50,2,HL,HL-L,hetero-high
p06.rsml,37.32118000000007,77.22925450000017,85.57971250000014,89.35863800000018,138.063402,174.16758699999977,217.90763550000003,231.5219120454998,253.06006800000003,233.01241575000003,243.78126125000009,292.2636896250004,305.93850075,348.88906275,356.5085436249996,361.0110350625,368.5848786250002,376.39314975,385.5635191250002,388.7527188048,344.45826261565,378.5689183750002,391.0759318349254,429.4398801144499,441.526566125,464.4700423750001,444.2741663749998,R,50,2,HL,HL-R,hetero-low
p07.rsml,108.20489775,172.63698175000002,186.1659094999999,191.44423524999996,178.12360087499994,192.15882975,219.8301259340498,229.51485294094996,242.24051437500017,248.1226568749999,254.57819125000012,260.47905675000004,266.94395262500024,280.5719562500001,337.94468912500025,340.7305155000002,343.5102569000002,350.19374380000005,355.3263422,357.51006810000007,362.190194,368.8345186249999,363.768386875,340.23357587500016,350.471936375,371.9612596249997,374.5052472499997,L,50,1,LH,LH-L,hetero-low
p07.rsml,18.20811749999996,55.29525999999998,59.53757974999998,63.3321077499999,76.95621075000001,150.54072125000008,203.63290825000007,223.45249048817485,254.43932899999965,320.95746725,373.7220017499999,410.9651692499997,493.1450969999999,539.9962840000001,634.1760945000002,656.8067855602,735.9274500022,767.7443937824002,835.6911630870002,868.1106179999997,945.1744859999998,981.1632125000006,1037.2011514999997,1066.1063429999997,1127.4896985000007,1158.2900807397998,1168.5617195,R,50,1,LH,LH-R,hetero-high
p10.rsml,10.040208750000003,12.330655749999996,14.63046425000002,17.822735749999993,19.454757249999957,21.804493750000027,29.65879225,31.215921749999936,39.82850174999994,84.06158924999995,115.92501474999996,125.76551149999992,132.05487925,146.99271275000012,169.30116725,177.04312775000005,224.13147275,231.67372125000009,279.55467324999995,300.34968525000005,354.62766225,367.0316497500001,388.5194127500003,414.2136097500002,492.6317747499999,513.1810473750003,516.0799918750001,L,50,2,HL,HL-L,hetero-high
