,0,6,12,18,24,30,44,45,51,57,63,69,75,81,92,93,99,105,111,117,123,129,135,141,151,164,165,side,alpha,label,condition,condition-side,uniq-condition
p04.rsml,41.01016176825005,64.79208329095005,70.68727915450006,75.42758670545003,82.65422565110005,91.63892995685003,122.01935577472508,129.21443507555003,137.76772557555012,159.42867632555004,173.64162890935,190.8232366109438,218.14074298699376,261.7284065502437,291.41398277985024,296.3646560298501,334.68751652985014,362.9077582798502,409.03186877985024,425.4289619781001,460.6091971969501,504.2163757430998,544.3426249934004,591.1443995000006,661.0638827500005,742.8765722731501,755.5487221250005,L,10,3,HH,HH-L,homo-high
p04.rsml,21.22954162499998,57.5076945,61.89277712500001,65.32142649999992,72.00319712499997,88.23057724999997,137.88709375000002,144.63985574999992,170.14682274999984,195.11394325,218.5481181249999,254.17486662499985,292.24730731204977,337.7863240620498,383.14123131204974,398.6438753120498,447.30027156205006,497.0558639370497,556.2182035620499,605.1289205620502,627.2072381870503,662.3674719370507,709.3988678120502,740.5928430855506,801.0541616708999,875.8104520620501,895.8963304370504,R,10,3,HH,HH-R,homo-high
p05.rsml,27.04849399999995,50.318062499999925,57.50717275239995,61.20444849759994,65.41660174999993,73.85131324999995,92.29658874999993,100.64759080917491,109.18653122184988,123.0023087499999,136.21606599999987,146.8507299999999,170.87077875000003,184.265525,218.95612350000005,223.71178172660004,230.0526083939,247.0566940749999,272.5756750000002,292.191918125,311.3736316249999,340.295985875,357.8285151249999,378.2326845000002,401.47338837500007,446.51078475000014,448.81215350000014,L,10,0,LL,LL-L,homo-low
p05.rsml,7.2926085000000125,16.196955249999963,18.39508163339996,21.42897652459998,25.339240124999968,28.46130037499999,34.614926375,38.237111656400025,44.33684599729991,59.66864262230003,69.26402409730002,80.0305292223,90.35876012230013,101.73875554729996,115.79960435140012,120.24140112775022,131.43177032079998,138.8762941223,148.54048262230003,160.83447249729994,182.52013947960023,188.6139679622002,204.3100586223002,208.7403884973001,212.0403153750002,235.2950615000003,238.3422297500003,R,10,0,LL,LL-R,homo-low
p06.rsml,7.335515375000003,40.825501499999966,48.47072649999996,54.31095600424997,62.019582699149936,98.50234207840002,115.8907580995886,122.76934379421527,139.11706458332316,150.115339909754,166.08903586675405,187.46176222998852,219.86871871779996,240.8019638749999,301.5913780713498,315.06758325757494,345.95991461845006,405.12203299999993,441.001542,488.18662250000034,528.195333125,575.3577900000001,614.7463012499995,663.2521333749999,715.3543417499994,800.1079018749992,804.8580829999994,L,10,2,HL,HL-L,hetero-high
p06.rsml,20.383886125000025,42.88113087500003,49.21886637500002,51.77065525000005,60.25373449999997,66.74125400000005,85.366738375,87.1128144620501,91.09636643750008,98.48298000000004,107.9365347500002,126.18521875000016,142.40869825000007,163.03676350000003,179.9849791249999,186.9347226874998,209.81851937500008,216.61886899999988,233.14581712499995,240.24756929194996,256.28140595201234,269.3919848749999,270.5164227245001,279.1950584046499,295.21724287499995,320.18280312500013,324.0054156249999,R,10,2,HL,HL-R,hetero-low
p07.rsml,17.525508125000044,38.76987212499999,52.07256362499998,56.53721899999992,59.064823999999966,66.66168124999999,85.95131443404998,86.09823319094994,91.41114687500004,97.69583387499996,109.21984037500005,116.37670712500004,126.7383273750001,139.48322950000005,157.26851925000008,163.883511175,167.8708860750001,175.35072457499996,184.250702625,193.37410847499987,202.7211838077249,209.89006151825,217.14435183850003,228.4989339115,238.41813123174992,255.82113320749983,257.71273349999984,L,10,1,LH,LH-L,hetero-low
p07.rsml,9.628302750000008,27.665572875,31.19381893645001,33.80360781684374,39.82616158304376,68.42164325,92.21077500000008,104.52782490192506,105.29815200000006,125.18977925000009,139.64705575,156.7208715,199.2735697500001,201.36742524999988,303.96166400000004,317.4684786387997,355.9925327522001,387.4474985324001,420.7629588369999,454.3343694166997,489.82062551749993,538.3814252499999,558.201281,595.2540979999999,659.6721397500005,716.9492580086003,722.2826318750003,R,10,1,LH,LH-R,hetero-high
p10.rsml,5.596616749999996,6.230078249999983,6.716876249999993,6.693472499999984,6.861979499999981,7.331614749999999,9.278806750000012,11.051250749999976,17.23608174999997,20.220839999999985,27.853582999999965,36.41467475000002,42.59170449999996,55.32802525000003,78.79730575000005,86.26934300000008,126.63769125,142.65989850000005,157.12185574999998,199.96164,233.41496025,244.71429074999995,272.4368127500001,292.1131255000002,374.1027027499999,414.7713991250002,418.14700000000016,L,10,2,HL,HL-L,hetero-high
p10.rsml,2.574412499999985,3.335814499999985,4.403025499999989,4.78060599999999,5.869660499999998,6.715316000000019,8.596977500000008,9.533127500000036,9.982479500000052,10.063612500000058,10.17595050000006,14.575855500000053,14.979960250000062,16.192274500000078,16.304612500000083,17.083177250000045,17.323455749999972,18.11606274999998,19.373624249999985,19.70127675000001,20.299632624999955,20.198216375,23.495024625,27.766989125000084,34.064158125000006,47.421458375,48.12669137499988,R,10,2,HL,HL-R,hetero-low
p11.rsml,9.66964937499996,24.587199624999982,26.024969999999986,28.1375485,30.64331,32.91581412499999,33.250487750000005,33.30041575,33.300415750000006,33.300415750000006,33.30041575,33.30041575,33.300415750000006,33.30041575,33.30041575,33.300415750000006,33.30041575,33.87146725,33.87146724999999,34.002528249999976,34.35202424999997,34.35202424999996,34.352024249999964,37.35472537499997,37.36564712499997,37.96790362499998,39.85190549999999,L,10,1,LH,LH-L,hetero-low
p11.rsml,10.872602124999958,19.079517124999946,23.40765062499994,27.359763874999945,30.40849237499996,40.18969962499985,56.77983787499997,65.03043987499987,81.28980512499983,115.60048275000008,140.47398825000013,168.05608774999996,207.13644962500007,231.64953737500005,273.8714626250003,282.23379085097514,313.8754925000002,369.6598908749999,404.6890636249997,431.4189558231996,477.6598504115997,505.32830912499975,547.1079034999991,576.3797537499988,650.1717774999987,739.4141768749989,748.3980963749996,R,10,1,LH,LH-R,hetero-high
