,root_idx,0,6,12,18,24,30,44,45,51,57,63,69,75,81,92,93,99,105,111,117,123,129,135,141,151,164,165,side,label,condition,condition-side,uniq-condition
0,p04.rsml,42.984919057890245,44.95398290665878,46.357303214665,47.653908727658624,49.472625308107595,51.68022278899753,56.58131119244867,57.05531119244868,59.652459895778335,62.40727337968831,64.99525918582083,67.44819505129011,69.99525564386522,72.59060581871485,77.96115596626399,78.21097590141729,81.21516865522557,84.20623753097297,86.9584501979728,89.54210536449885,92.42168130103084,95.21934002576313,98.02673924463497,100.85340427473429,102.32288921851561,102.32288921851561,102.32288921851561,L,3,HH,HH-L,homo-high
1,p04.rsml,44.02726069334894,45.235728318070436,46.56000963259542,47.691117496594245,49.30540200602672,51.47264088160963,56.48690066126954,56.84019940171451,59.36958406290608,62.70713180187572,64.857179363873,67.94837107220206,70.87137107220207,74.0386981442332,78.74363771151003,78.99345764666333,82.57139119427153,85.6229008959331,88.65658070338112,91.9338073797827,95.24686293744094,99.13465895108914,99.94801373222711,99.94801373222711,99.94801373222711,99.94801373222711,99.94801373222711,R,3,HH,HH-R,homo-high
2,p05.rsml,47.0467447868502,48.744204592310105,49.771204592310106,50.640204592310106,51.35558001822296,52.07095544413582,55.29640671066171,55.54622664581501,57.46425347290689,59.36682541635607,61.74756496242918,63.49423698921384,65.71931346900097,68.05027512725482,71.35884355566269,71.83284355566269,73.80784355566269,76.01418622956022,78.19470239975033,80.40811266447757,82.31886775082432,84.62372687899055,86.78987357496574,89.16437023090758,91.6371440317761,95.58170469988629,95.58170469988629,L,0,LL,LL-L,homo-low
3,p05.rsml,38.32257005918276,39.71763954992129,40.82645738888313,41.69904090924092,42.56804090924092,43.99879176106663,46.87757597527057,47.84628095334426,48.841330036970724,50.816330036970726,52.5561245650688,54.655117886431135,56.58550860856345,58.810585088350564,62.72865460783919,62.97847454299249,65.15701734957325,67.45932206250214,70.14648357606995,72.06759144006878,74.47307791401396,77.19430826944766,79.46431136972107,81.80016755288982,84.64221166360049,91.39418062291297,91.7970031644868,R,0,LL,LL-R,homo-low
4,p06.rsml,46.870933479311496,48.72164747079972,50.80854369213461,52.51538224289627,54.62066198350948,56.701380154992606,61.64655452310599,61.931393073867646,64.54181309633141,66.71535850933272,69.29469948103417,71.45105426217215,74.32021232585437,77.0258404076284,81.37779299938856,81.70351834381236,84.31051834381236,86.7618086266528,89.1973698423938,91.67676190497689,94.55881041103474,96.93100316484302,99.1104453488542,99.16630678456794,99.22216822028167,99.22216822028167,99.22216822028167,L,2,HL,HL-L,hetero-high
5,p06.rsml,43.03257539714471,44.284635163486605,45.96228453370909,47.48187987458112,49.16651974488773,51.264202428110224,55.77809699322843,57.05963191767758,58.28500174975635,60.45965848379471,62.222766347793545,64.84070240562038,67.21289515942865,69.13224994056664,73.33241757090737,73.41141757090736,76.1664869298252,78.6539467352851,81.00071218710691,82.96377195344881,85.46067635425283,87.88256795035579,90.40463179912432,91.37180041340675,91.37180041340675,91.37180041340675,91.37180041340675,R,2,HL,HL-R,hetero-low
6,p07.rsml,43.0306402755008,44.71946738328893,45.82828522225076,46.231107763824596,46.78410776382459,47.811107763824594,50.127747634131204,51.2732476341312,52.4187476341312,54.102534295560304,55.38866297681347,57.2210543105629,59.0804481640853,61.461187710158406,64.9899306141788,65.22693061417881,67.88257668954206,70.76195325545778,72.75908193671094,74.92430448457264,77.2302844725056,80.26271249226923,82.34144627346494,84.61122824122278,87.75842346572684,93.3256818822125,93.3256818822125,L,1,LH,LH-L,hetero-low
7,p07.rsml,44.165557707034615,45.607418915284406,46.88370297457528,47.86442584600276,49.28861859981103,51.08503305428711,55.35477316715932,55.60459310231263,57.85713041741733,60.38755409347195,62.97763949534602,64.89874735934484,67.79211982210289,70.21418465772022,74.79890798634104,75.2794462262346,77.96732611352326,81.30104765021355,83.48532739082677,85.87772580703825,88.91704477681587,91.61000868034196,94.0196841435296,94.42250668510343,94.5342295565309,94.5342295565309,94.5342295565309,R,1,LH,LH-R,hetero-high
8,p10.rsml,39.14373671520621,40.09173671520621,41.197736715206204,41.67173671520621,42.145736715206205,43.15918245806116,44.84031113931432,44.919311139314324,45.932493702202116,47.09444181286957,48.33081405451953,49.638496737742024,51.166214909225154,52.63437467936384,55.58123925997993,55.73923925997993,57.83357198044691,59.514987299464885,61.39763249915767,63.09849966196286,65.12101583215295,66.87510049373573,68.8722291749889,70.49971411877023,73.11899817806109,76.74173748390363,76.82073748390363,L,2,HL,HL-L,hetero-high
9,p10.rsml,23.319475749745827,24.01692149260078,24.727921492600778,24.904570862823263,25.541489224938847,26.02202746483241,27.36734898774059,27.690352361192403,28.036647728185557,28.752023154098417,29.431861704860072,30.111445400956434,31.385282125187608,32.3751492879928,34.708084645709995,35.34008464571,35.97208464571,37.491679986582035,38.75567998658204,39.86449782554388,41.5539258453075,42.95259713825435,44.31294115038049,45.62822089099369,48.01946610793936,51.57319591008518,51.731195910085184,R,2,HL,HL-R,hetero-low
10,p11.rsml,41.027041906232476,41.42986444780631,41.903864447806306,42.535864447806304,43.404864447806304,44.11586444780631,45.85565897590438,46.09265897590438,46.80365897590438,47.19865897590438,47.51465897590438,47.83065897590438,48.38365897590438,48.620658975904384,49.01565897590438,49.21315897590438,49.41065897590438,49.72665897590438,49.88465897590438,49.96365897590438,50.20065897590438,50.437658975904384,50.47715897590438,50.51665897590438,50.62838184733185,50.740104718759326,50.740104718759326,L,1,LH,LH-L,hetero-low
