,hard_latency,mean_growth,A,Ti,kg,max_growth,appiration,depth,stage,side,uniq-condition,genotype
0,0.0,0.0480537905392995,4.667732509544235,30.91895752774917,0.0455966640693376,0.0782968965818628,0.0,1.0818904342337468,0,L,LH,col-0
1,-19.7266,0.1278704797431299,10.074413769935507,27.08645856975649,0.0447818597433319,0.1659691720403014,43.7266,2.611883346586953,0,L,LH,col-0
2,-13.726400000000002,0.034408471899335,2.6377532859505384,21.820287321199658,0.0521426065248308,0.0505978924844844,31.7264,2.8838201204885348,0,L,LH,col-0
3,0.0,0.0790692020963364,8.258396647870104,35.75296622184846,0.0317160926531112,0.0963564816965548,0.0,3.568215074461686,0,L,LH,col-0
4,0.0,0.0209892700361915,1.801342721418023,11.427809612270485,0.0548265150144148,0.0363322679524803,0.0,4.374686062385491,0,L,LH,col-0
5,-1.7268,0.0115745681928302,0.9746137901170384,28.15131123061468,0.0534280067905393,0.0191560976685206,7.7268,4.986976325577714,1,L,LH,col-0
6,-7.724499999999999,0.0274356662594621,2.480216974610076,25.131958443342928,0.038661901014366,0.035275923990885,19.7245,6.7746400083310325,1,L,LH,col-0
7,-1.7268,0.0505452021907991,6.46269402349955,51.95232453695439,0.0285190901551261,0.0678039162722363,7.7268,7.508545556994118,1,L,LH,col-0
8,-19.7266,0.0433611453042694,2.8971652906369525,17.829138744954513,0.0871902929279966,0.0929280723237805,43.7266,10.791774609448176,1,L,LH,col-0
9,-13.726400000000002,0.0456015513733584,4.344458970143528,39.19712863563375,0.042612031008785,0.0681041304893303,31.7264,12.244684671941242,1,L,LH,col-0
10,-13.726400000000002,0.0606144814018548,6.505501857470153,42.5987322023296,0.0334523841346533,0.0800595967814567,31.7264,13.933306140573157,1,L,LH,col-0
11,-19.7266,0.1339056996315526,10.60849547130647,28.54578518478241,0.0455924918714344,0.1779314192075048,43.7266,16.33652532184118,1,L,LH,col-0
12,-25.7267,0.0998697761421919,7.413732873869838,27.421477821170665,0.0509271357953057,0.1388966283278011,55.7267,19.12299593950351,1,L,LH,col-0
13,-19.7266,0.0920080113436525,5.435382980780541,25.191874630127995,0.078619878100571,0.1572056079340129,43.7266,20.59254549744823,1,L,LH,col-0
14,,,,,,,139.7262,22.237180485751235,1,L,LH,col-0
15,-25.7267,0.1017714520785044,8.014649615500845,32.59333680492025,0.0508757188726979,0.1500032323478931,55.7267,23.108618882885533,1,L,LH,col-0
16,-31.7268,0.0796564743808289,4.816223348422363,23.014667752434764,0.0596746214996173,0.1057308710104024,67.7268,24.357680585444697,1,L,LH,col-0
17,-31.7268,0.0925958097658017,6.186174612982502,28.14317822980103,0.0617590981475543,0.1405492841401494,67.7268,26.783451796137705,2,L,LH,col-0
18,-61.72410000000001,0.0584419668869398,1.703201196650995,13.73887969396618,0.1623028503948592,0.1016945359080366,127.7241,28.52498102321897,2,L,LH,col-0
19,-55.723,0.0923585303687099,3.478897343169001,15.791845329618814,0.1046080361905806,0.1338789140137977,115.723,30.22400220020527,2,L,LH,col-0
20,,,,,,,139.7262,32.815701107342285,2,L,LH,col-0
21,,,,,,,151.7215,34.071070060330484,2,L,LH,col-0
22,,,,,,,139.7262,35.09810895190178,2,L,LH,col-0
23,,,,,,,151.7215,36.39084329582383,2,L,LH,col-0
24,0.0,0.1071098330704269,12.87737787144399,48.42991243509371,0.030899920460055,0.1463828907642227,0.0,0.4550756583250746,0,R,LH,col-0
25,-1.7268,0.0926666738837054,6.972557532450142,29.084343755467824,0.0395151515303219,0.1013587570516352,7.7268,2.7480711701844363,1,R,LH,col-0
26,-7.724499999999999,0.0588823104644303,4.4120561236700855,26.537169073219385,0.0495525092411978,0.0804289126873877,19.7245,10.680775095759596,1,R,LH,col-0
27,-1.7268,0.1066053048381939,11.369903368967876,44.4162933105407,0.0379911404989318,0.1589075833960183,7.7268,11.993289312297051,1,R,LH,col-0
28,-7.724499999999999,0.0350350891064754,2.7598262013303336,15.790682053531286,0.102129828881653,0.1036907118070064,19.7245,14.83150221485704,1,R,LH,col-0
29,-13.726400000000002,0.1159231292420545,10.4580065098777,36.177032941199904,0.0432943373392205,0.1665656802006729,31.7264,16.4118248969065,1,R,LH,col-0
30,-49.7253,0.0958439374603108,3.801873174746941,14.459999846985724,0.1155369967661932,0.1615936228898026,103.7253,18.59417526735575,1,R,LH,col-0
