,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180,186,side,alpha,label,condition,condition-side,uniq-condition
p06.rsml,11.18075149999997,12.226118999999969,14.366781999999976,19.278448999999934,24.33677949999995,29.37950749999993,32.833900999999926,35.29285499999992,43.0660204999999,45.82142199999991,55.44816449999994,62.8187854999999,70.71989149999993,76.04658499999994,121.66517449999996,129.25735099999994,135.90401599999998,140.3476079999999,144.35432999999998,154.53184074999996,169.01096074999995,152.13997749999993,165.773442,178.29444825,196.25136550000008,226.03809825000013,233.39623725000007,258.32435150000015,286.58828025,308.16185700000017,352.4682762500001,373.1213055000004,L,20,2,HL,HL-L,hetero-high
p06.rsml,4.004381625000015,4.835994875000013,5.953133875000008,6.580354375,7.319132750000012,8.86065975000002,10.165028750000015,11.453795250000017,13.428291625000004,15.456616624999972,15.584557124999966,15.608740999999968,16.769566999999995,34.05245624999999,34.408193249999975,35.03697399999996,36.55977799999996,37.30791787499995,38.45938237499995,40.14055174999995,63.40777987499999,66.48927362499994,69.48573374999994,69.38275725000001,71.96419087500003,78.710711875,82.70183137500004,90.46407512499997,92.96125525000004,95.05667099999998,99.02672712499998,107.07683699999993,R,20,2,HL,HL-R,hetero-low
p09.rsml,4.247000499999999,5.215915749999979,7.317572499999958,8.606338999999966,8.859099499999957,9.12278174999994,9.796809749999936,9.96375649999993,10.715016874999929,11.243941624999929,11.74088124999992,12.350938999999933,12.381363874999924,12.421150249999926,12.514765249999924,12.71447724999991,12.823694749999907,13.33155612499991,14.141325874999891,14.611741249999897,15.687533624999904,16.443474749999922,19.01008599999998,19.82063587499996,21.95505787499992,36.011350124999986,38.4570419999999,43.02779437499998,50.23224875,51.64739549999997,55.71964799999999,61.52533825,L,20,1,LH,LH-L,hetero-low
p09.rsml,3.2265970000000195,5.688671500000002,8.899666000000012,15.911429500000034,24.960879500000065,45.52887512500003,54.24833225000003,64.58888912499998,75.64794112499999,83.04898699999991,88.32029162500005,92.63126237500016,124.48688662499995,133.79143749999997,146.80417962920018,150.68036674549992,160.13781899999992,186.96241712499983,192.950656625,209.0781807500001,218.841445125,255.77178250000009,273.046090375,288.5276709999997,325.77785962500013,348.2664512285,371.4549585000001,412.1166337500002,438.27734550000014,474.16465575,502.2912825000001,539.5921792500003,R,20,1,LH,LH-R,hetero-high
p10.rsml,1.059409749999987,4.938191249999983,10.189992749999988,15.341938249999991,17.70415675000001,18.860302,20.01176650000001,21.387907,18.463998499999995,19.61390275000004,20.61870375,23.874945499999995,29.195398000000026,35.373988000000004,44.3891125,53.40111649999999,60.34734950000008,70.19876800000003,78.81446850000005,91.31519149999988,102.52558774999991,117.90497199999994,127.291436,145.40125774999984,161.96722398290007,172.59583967377512,193.21355874999983,212.37552198140003,225.92782539689983,241.47365150000007,261.3746402500002,277.980381,L,20,3,HH,HH-L,homo-high
p10.rsml,5.2939282499999445,5.559170749999944,6.88538324999993,9.862340249999932,11.44443374999992,13.152907499999907,16.543330749999875,16.846019249999877,18.602860749999923,19.76992774999993,20.89330774999995,22.478521749999928,23.75481623559992,25.52362953384988,28.407471749999907,27.577418749999985,31.478043749999912,34.494007,41.47924624999996,45.21760524999992,51.32130325,62.31014399999992,81.41852574999999,92.7053742499999,105.36524275000002,120.82888050000004,142.85857059337494,166.9228257506,186.26108475,201.37444637500005,219.49362962500004,234.334727625,R,20,3,HH,HH-R,homo-high
p11.rsml,4.183030249999996,4.713515250000008,5.418748249999997,5.512363249999998,5.559170749999991,7.13892387500002,8.125001875,9.061151874999997,9.555751125000004,10.18297162500003,12.013925000000013,12.75192325000004,14.250543375000028,17.427992500000013,19.17703275,20.880045624999983,22.43561487499997,30.68933737500001,35.210941874999975,37.19557987499999,43.015312375,48.31938225,52.819143249999975,56.90387774999997,58.636535375,61.60569112499996,68.07136712499994,70.74095487499997,75.34525262499997,81.13378012499993,87.31783100000001,90.519464,L,20,0,LL,LL-L,homo-low
p11.rsml,1.134301750000006,1.287206250000004,1.3410348750000036,2.899724624999971,4.298488749999999,5.774485249999996,6.521064874999993,9.158667499999956,11.139404875000048,13.833176500000004,17.14168662499997,19.617023249999978,22.498024875000024,25.024849750000023,26.85268262500003,27.214660625000025,27.422173875000045,28.51590912500004,28.90597162500005,29.39354975000005,29.669714000000013,30.374947000000027,32.09200212500001,32.361925375000006,33.90501262500004,35.13526975000005,36.52701275000005,37.09806424999995,38.42739725000003,39.834742750000025,41.14145212500005,43.03793600000001,R,20,0,LL,LL-R,homo-low
p12.rsml,21.21783974999996,24.875065749999997,24.993644749999994,25.155910749999997,26.713040249999988,29.156391749999997,29.530851750000004,31.21904224999992,25.448457625,26.794953375,28.67583475000003,31.69335825000001,33.76693050000001,41.58690350000001,53.41047800000001,58.30030150000003,66.71941049999994,74.92788575000003,80.63528025000008,98.78098774999998,110.40797074999988,129.90485474999986,141.52559674999995,153.41470174999984,169.73490395595002,190.95899749999995,203.4901453750001,216.8778705,235.49087287499995,255.9402895,274.352019625,298.49376787499983,L,20,2,HL,HL-L,hetero-high
p12.rsml,3.3771611250000184,4.11125875000001,4.193952000000008,5.242440000000007,6.284686999999996,7.954154500000014,9.716456874999984,10.839836875000035,10.870261750000042,10.870261750000042,11.036428375000044,11.072314125000045,11.309472125000031,11.389044875000032,11.414789000000033,11.594997875000027,11.695634000000029,11.759604250000026,11.759604250000026,11.96555725000002,12.196474250000028,12.265125250000034,12.296330250000034,12.343137750000034,12.343137750000034,12.59121750000003,13.090497500000032,13.234040500000033,13.363541250000033,13.41736987500003,13.445454375000024,13.501623375000024,R,20,2,HL,HL-R,hetero-low
p13.rsml,15.310733249999984,17.782169249999956,19.78865075,18.52094762500001,18.68399375,19.929073250000037,20.958838249999992,21.676553249999984,22.01746787499997,24.243944624999987,26.33545975,27.30047437500001,33.31445800000001,34.549395875000016,34.30521674999999,37.04813625000001,41.033014750000014,39.36354725,40.46820424999997,44.68321962499999,50.38437312499999,56.22048825000002,65.02887962500009,73.47841350000004,83.35401587500003,93.80222999999994,101.71581800000004,116.26983,132.64543387499998,154.9258038750002,164.99331699999985,181.1801306250001,L,20,3,HH,HH-L,homo-high
