,hard_latency,mean_growth,A,Ti,kg,max_growth,appiration,depth,stage,side,uniq-condition
0,0.0,0.0042870056321838,0.774660116139071,24.393067817734448,0.0451033103291028,0.0128536104137539,0.0,1.391246924554776,0,L,LL
1,-0.0024000000000015,0.0365667689136898,9.4809624121844,106.94945170185026,0.0146882151356244,0.0512303081104276,24.0024,3.43562160201648,1,L,LL
2,-0.0011000000000009,0.0121270339604631,1.570039381273417,25.89630499838744,0.0340852136082586,0.0196871152666387,54.0011,7.220928593264196,1,L,LL
3,-0.0011000000000009,0.0314933593762914,5.105789508924736,52.62803460769791,0.0198680697917544,0.0373184933376943,54.0011,8.311646390218938,1,L,LL
4,0.0019000000000062,0.0225823010250887,1.333258461805918,19.070736013413228,0.052281842362301,0.0256431132337208,137.9981,10.014065689756697,1,L,LL
5,0.0019000000000062,0.0152541026408583,0.8267495090517206,17.068741408492205,0.0509370992633378,0.0154922206253926,137.9981,10.79861802682542,1,L,LL
6,0.0002000000000066,0.056097221798706,14.811618761598252,100.14435761207947,0.0157068699564146,0.0855850071529552,77.9998,11.670342845790673,1,L,LL
7,0.0010999999999938,0.0410173435083532,6.573120009467156,61.31290129113343,0.0184133433160817,0.0445255948536937,89.9989,13.57172345431218,1,L,LL
8,-0.0001000000000033,0.0106520570926035,0.6165912724301185,22.08866600203078,0.0678684438670148,0.0153946841433793,162.0001,15.639587240842104,2,L,LL
9,0.0007999999999981,0.0161957413883319,1.5883073147725548,40.812937795033776,0.0363881120750094,0.0212617779269283,125.9992,16.423881798262975,2,L,LL
10,,,,,,,173.9972,20.644288299155384,2,L,LL
11,-0.000399999999999,0.0426794320841704,6.627043933981505,59.32703841902073,0.0215996969757568,0.0526590507725878,60.0004,2.01886660084316,1,R,LL
12,0.0006000000000057,0.0444597467040001,8.343420034261317,71.32051044680505,0.0165204492968419,0.050707416057888,95.9994,5.668732685857426,1,R,LL
13,0.0006000000000057,0.0298606210199307,3.1791958696671685,32.14092730213768,0.0342324102682305,0.0400368851360808,95.9994,7.30797186147385,2,R,LL
14,0.0,0.0405800033196869,5.870287867805631,56.83790015997563,0.022744083121963,0.0491171716697639,102.0,8.097536905849656,2,R,LL
15,0.0009000000000014,0.0554117577438114,8.124813617044508,49.40684268517686,0.0297569551759025,0.0889421075047292,143.9991,10.304489158448463,2,R,LL
16,-0.0033000000000029,0.0295026211132579,4.63088835339391,53.63887233291356,0.0202525470725291,0.0345024137610865,60.0033,1.1403446210945662,1,L,LL
17,,,,,,,60.0033,3.801806191956032,1,L,LL
18,-0.0019999999999953,0.0583255857185668,9.385154065290513,65.84362209130977,0.0219144252495813,0.0756618592915383,90.002,4.078672734716259,1,L,LL
19,-0.0006999999999948,0.0459618299406388,4.617592116325822,33.15434329303362,0.0325907855870207,0.0553625282764751,102.0007,9.001107811727493,2,L,LL
20,-0.0004999999999881,0.0347612859845479,3.569408889136109,41.22723186710576,0.0338544394774656,0.0444546757228955,132.0005,12.01997092637117,2,L,LL
21,-0.0004999999999881,0.0395836172937494,2.6979497710702844,26.552858748471447,0.0480919449097866,0.0477322293815416,150.0005,14.383954293135233,2,L,LL
22,0.0023999999999944,0.0327183323874951,1.7429812407291594,21.631437359009137,0.0673773325619555,0.0432028149091634,155.9976,15.287065639675578,2,L,LL
23,-0.0019999999999953,0.0310568544926359,4.473082879288969,53.47938388682348,0.0187288769789081,0.0308194014636645,90.002,2.8016193421487112,1,R,LL
24,-0.0006000000000057,0.0487206047110875,8.437999375569952,67.88031926503737,0.0167744083487649,0.0520705563678335,72.0006,4.931152423072201,1,R,LL
25,0.0005000000000023,0.0145732346191868,1.3728364861223874,28.3589035346746,0.0352439690994854,0.0177995549206801,113.9995,8.853134062165788,2,R,LL
26,-0.0004999999999881,0.0268556471747557,0.969308228476603,7.504112169085768,0.095579519668617,0.034082564183991,150.0005,11.032894898309864,2,R,LL
27,0.0005999999999914,0.015574421419278,0.7586546587365304,6.829615564460267,0.1585264901772664,0.0442437053608644,137.9994,12.233489310452816,2,R,LL
28,0.0005999999999914,0.0333628149287398,1.9204924978009013,21.22002477685492,0.0529164119038101,0.0373859586625054,137.9994,14.734090359127332,2,R,LL
29,-0.0002000000000066,0.0396245121619643,3.607484151755734,35.518034586285275,0.0401444881011534,0.0532765230922926,144.0002,16.65370077129299,2,R,LL
30,0.0023999999999944,0.0333174923657512,1.3741310693769777,15.479176754913365,0.080536667780558,0.0407124589741648,155.9976,18.30374117738309,2,R,LL
31,,,,,,,173.9969,19.953617323303728,2,R,LL
32,0.0,0.0300325804287886,5.96331005644702,49.32301418715466,0.0242949972080337,0.053297858836863,0.0,2.850672385729504,0,L,LL
33,0.0,0.0235811719338668,4.797137056822527,61.11457459406227,0.0216167661857766,0.0381485793830445,0.0,3.4992041675258934,0,L,LL
34,-0.0076999999999998,0.0297830532129732,5.332113149771843,53.73191618851388,0.0221626323225108,0.0434736611940673,24.0077,5.802357068872516,1,L,LL
35,-0.0076999999999998,0.047714139545396,8.221820137956177,48.56768353786055,0.0255726989489418,0.0773481722899539,24.0077,6.148607859485333,1,L,LL
36,-0.0052999999999983,0.029572570186894,4.90837077636746,45.97989887903841,0.0248813283268292,0.0449279333577579,36.0053,8.651387249979786,1,L,LL
37,-0.0033000000000029,0.0446753362388713,6.958502283725887,56.5152608223946,0.0261748909668319,0.0670048398448176,48.0033,9.671761923954977,1,L,LL
