,root_idx,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180,186,side,label,condition,condition-side,uniq-condition
10,p13.rsml,17.283582975424984,18.28364309861758,20.050136800842413,21.717111680677142,22.818871409474667,24.320813717952486,26.21722513164942,27.878105018938083,29.554878855804585,31.468947564255267,33.436824719974084,35.42599389327233,37.215333364940655,39.73542409688542,41.98609147870238,43.503277026563744,45.87849548122734,48.517866910166205,50.19975074979367,52.3826029812479,54.79339771535531,57.02960734394889,60.07554486243927,61.37000896483281,64.17478712005293,66.60009998646832,69.33017585537746,71.25597809081079,73.52679870239595,76.3078343458209,78.69390899888606,80.88464608945625,L,3,HH,HH-L,homo-high
11,p13.rsml,10.364353843632475,11.517842810232308,12.930663979000114,14.126150909083416,16.02929906739761,17.81753930085865,19.877607260902685,21.53549071351721,24.319659327799634,26.141577689915216,28.57440749660803,30.61255838779913,32.88050649846659,35.410386385755245,38.00324656807148,40.12936207093167,42.97545289693428,45.40112418988113,47.99833050942241,50.907377747098245,53.51557444213488,56.191599032589444,59.2341888376933,61.85193939876668,64.88113293602787,67.25723944736697,70.6544690907676,73.3799690907676,76.97989082602797,79.98293011981019,82.19634038453744,83.19640050773003,R,3,HH,HH-R,homo-high
12,p15.rsml,8.493217108696731,9.654946961115101,10.555685546943419,11.371830746636197,11.659395087262777,12.071787194364745,12.321607129518046,12.771976422432207,13.443476422432209,13.956976422432206,14.471993412443215,14.987010402454224,15.111920370030875,15.309420370030873,15.635145714454671,15.972633862394712,16.260198203021293,16.74878621965699,16.950197490443905,17.640035333708536,18.26458517159179,19.180780838466507,20.287485970830133,20.837657307778905,21.94817079564021,22.610311452902696,23.401298336485475,24.292458956127074,25.71938791371396,26.824464705634572,28.445890390024704,29.569442043464203,L,1,LH,LH-L,hetero-low
13,p15.rsml,3.1428324582398233,3.9367726323083723,4.806669896357411,5.47816989635741,6.38666989635741,7.5289244928241565,9.03200200246895,10.318028829560827,11.748779681386539,13.685891255354338,15.52550595686115,17.30081015614644,19.17237667914262,21.23585002522683,23.21124498573473,25.05177295950884,27.013320767152003,29.587168503243802,31.49342720814196,33.33134484775479,35.504203908991855,38.191365422559656,40.46662567435653,42.405342003545016,45.037969514434955,47.79302863582515,50.04364314691126,52.439659165100466,54.70360226371837,57.74951942730477,59.23427943657058,60.258998056485325,R,1,LH,LH-R,hetero-high
14,p16.rsml,8.709372283689978,9.843115322080513,11.028115322080511,12.292115322080514,14.110831902529485,15.794778422744482,17.711561060513848,19.0315091711813,21.293655755262858,23.300394341091177,25.240651703597496,27.125188272455055,29.38733485653662,31.40907762371399,33.30507762371399,34.96407762371399,37.182969752995135,39.24561420154427,41.12650422109354,42.86450422109354,45.08044379282697,46.9883309752548,49.02323705935035,50.805793471557486,52.971801103368556,55.39447554319142,57.58776506903031,59.815014086894244,62.423625660862044,65.01703061542226,68.00592852505758,70.12788034220468,L,3,HH,HH-L,homo-high
15,p16.rsml,5.934448480511638,6.052948480511639,6.763948480511641,7.322562837649011,8.602494613310533,10.04158024214051,11.511418792902166,12.62303315003954,14.087868381412303,15.514797338999191,16.97843091677745,18.173917846860757,19.95185668157921,21.933753826264816,23.498871234001367,24.868174318701378,26.60796884679945,27.509573111430004,28.23791712355614,28.634887210590417,29.346983587494552,29.346983587494552,29.47189355507121,29.708893555071203,29.827393555071207,30.064393555071202,30.143393555071203,30.340893555071208,30.340893555071208,30.503756227283098,30.543256227283102,30.543256227283102,R,3,HH,HH-R,homo-high
16,p17.rsml,7.360227324975913,8.19781102107228,8.963187811727494,9.279187811727493,9.911187811727494,10.780187811727494,11.495563237640349,12.223907249766489,12.799035931019649,13.435954293135232,14.146954293135234,14.668792843896886,15.552039695009304,16.66085753397114,17.612143505695734,18.402143505695733,18.79714350569573,20.063609849504363,21.093643829526382,21.172643829526383,22.51564382952638,23.4767203093135,24.187720309313498,25.056720309313498,25.862365392461157,26.839541425732545,27.645186508880204,28.62236254215159,29.69687871234169,30.68674587514688,31.733196563994472,32.73247630460768,L,0,LL,LL-L,homo-low
17,p17.rsml,6.001115589517884,7.149336495964024,8.336966909855487,8.817505149749044,10.005135563640506,11.032894898309864,12.027479484958981,12.963887782658226,13.303679630706414,14.49936428872824,15.438268570324613,16.426558254577163,17.024301719618812,17.975587691343403,19.00106733521743,19.91299564928603,20.928537499728442,22.19068457911341,23.327982802975555,24.335039156910128,24.885210493858903,25.922038468983033,26.93450291280316,27.836107177433714,28.748035491502314,29.773515135376336,31.174512815602824,32.113417097199196,32.71506317256245,32.91256317256245,33.525768073064725,33.96205983324362,R,0,LL,LL-R,homo-low
18,p18.rsml,16.539907540098568,17.970481964206677,19.71616221369592,21.274370975197066,23.613912279679624,26.124182236265334,28.58481837118506,31.075350162771702,33.85329165578778,37.01371183018029,40.000011698014326,42.38735571014046,45.02915915581695,48.31926288946364,51.68685046904632,53.902740830725136,57.31892036945482,60.58766432911661,64.37454937209648,67.35997635682413,70.91174862675865,74.5276046662859,78.41738515160148,81.17509055436425,85.52392065717116,89.66997477706522,93.17664251525751,95.59115825009006,95.70288112151754,95.78188112151753,95.83774255723127,95.893603992945,L,2,HL,HL-L,hetero-high
19,p18.rsml,24.27696619505094,25.64071763867987,27.77441023264724,28.65765708375966,30.289609334093228,32.25494188380358,34.152587003418944,35.65566451306374,37.47953400514613,39.17931628000284,40.77002090389222,42.30426676261768,43.80526676261768,45.308344272262474,46.5748106160711,47.3648106160711,48.63864734030227,49.65863132305078,51.238631323050775,52.18991729477537,53.553668738404305,54.528019558556245,55.81404638564812,57.02251401036961,58.3678355332778,59.534691572805045,60.80852829703621,61.862519758102195,63.35354434855676,64.42806051874686,65.82794408533374,66.82722382594696,R,2,HL,HL-R,hetero-low
20,p21.rsml,28.74765456393046,28.787154563930464,29.06646174249915,29.668107817862403,30.540691338220196,32.06766009845594,33.470327289916554,34.78266535235474,36.55968375105116,38.445431523785125,40.25036974987487,41.32923327229094,42.89627202269707,44.24737990143955,45.91435478127427,47.40125566902705,49.33836724299485,51.49048195352903,53.74198195352902,55.32641947201941,56.64479669421344,58.55105539911158,60.6292209363102,62.01622787573047,63.30998486596965,64.30554009587422,65.7547110657739,66.9715418880331,68.27743363316361,69.51775879214412,71.02186503799847,71.97315100972305,L,1,LH,LH-L,hetero-low
21,p21.rsml,14.017621453793467,15.380072142641056,17.132318993753476,19.135036373704875,21.276329254493756,23.727698201284483,26.343889247089912,28.943867375547388,32.210031407154005,35.06827825826642,37.58725406614044,39.885572255378655,42.91019933188957,46.07475826088992,48.772306373181245,51.430967075322236,54.831879274598734,58.3183366223951,62.00229529343584,64.31407793120522,68.36290734586325,71.08567491690545,75.113339885752,78.22607847158032,81.97072187784613,85.44673412568618,88.51572472546184,88.53152472546184,88.54731682546182,88.56312472546183,88.57892472546183,88.59472472546183,R,1,LH,LH-R,hetero-high
22,p23.rsml,15.251362137112679,16.487907728670066,18.000364330679208,18.96468222432217,19.802520775083828,20.75380674680842,21.852790729556926,22.848629280318583,24.19395080322677,24.904950803226768,25.934984783248787,27.22462465355539,28.465295946502245,29.98363995862838,31.333592550388552,31.98504323923614,33.40704323923614,34.43404323923614,35.6216736531276,36.58275013291472,37.29812555882757,38.40694339778941,39.53805126178825,40.41063478214604,41.677101125954664,43.25710112595467,44.31452914571829,45.46478650822461,46.539302678414714,47.65653139268946,48.83095082372762,50.03019767484003,L,0,LL,LL-L,homo-low
23,p23.rsml,14.951104672870043,15.648749872562824,16.864927195274625,17.748287976742017,18.542228150810566,19.52861320546132,20.08161320546132,20.87555337952987,22.11493017018508,23.0760066499722,23.86994682404075,24.6638869981093,25.9278869981093,27.546346803569207,28.467637202954766,29.35088405406718,30.501141416573503,31.808824099796006,32.586883866137896,33.40023864727586,34.075214943155956,35.311760534713336,36.605653555744865,37.35511336120477,38.42962953139487,39.431227518023825,40.49112373935873,41.622231603357555,42.563415042943895,43.637931213133996,44.73543428830053,45.77517519198995,R,0,LL,LL-R,homo-low
24,p24.rsml,16.861313907786432,17.851531010346985,19.56056231491692,21.204445826605017,23.21675002589031,25.466034673791132,27.489661395910108,29.38730651552547,32.12485210708285,34.29057497851033,37.04400392224558,39.35416913547358,42.24682441116894,44.94615448788297,47.90957572674828,50.583295331848014,53.38225724489307,56.490917103155994,59.336366403029785,61.72269076378699,64.65504046474794,67.98743324566405,71.3740957275052,73.68347951302631,77.20621923015497,80.71952342944027,83.84742001996692,86.70245654309045,90.1628825198792,90.1628825198792,90.1628825198792,90.1628825198792,L,2,HL,HL-L,hetero-high
25,p24.rsml,2.2680093720423207,2.730345018515746,3.0836437589607124,3.251228066101923,3.6154000721649915,4.0044299553359375,4.416822062437906,4.892465048300201,5.441216585883468,5.853608692985436,6.066322702867247,6.46132270286725,6.549647387978488,7.1247760692316495,7.2876387414435495,7.613364085867344,7.853633205814126,8.304002498728284,8.591566839354863,9.145975758835784,9.779208930740097,10.143380936803169,10.422688115371855,10.858979875550752,11.56997987555075,12.384293236610242,12.8648314765038,13.580206902416656,14.371193785999436,15.096317396151527,15.983969495794174,16.97462445590895,R,2,HL,HL-R,hetero-low
26,p25.rsml,24.42550477950868,26.34765773908292,27.908770680042306,29.475216422897255,31.714263466266004,33.95453660951956,36.41650772713097,38.243178709225894,40.938115367579364,44.36761570917655,46.423134378515265,48.82123685540858,51.31458735478646,54.921934264968954,57.18627984173625,59.6981915701527,62.350117824387446,65.5593922354034,68.26398757627543,70.8250990976325,74.0750610636354,76.53269920519415,79.74443156002371,81.87743156002371,85.32655978635377,87.40018786812779,88.53674610054998,88.77374610054997,88.81324610054997,88.85274610054998,88.89224610054997,88.93174610054997,L,3,HH,HH-L,homo-high
27,p25.rsml,15.899086789389013,17.40216429903381,18.704624104493714,19.911752785746874,22.35177439761932,24.301641664700796,26.460281535007397,28.652076046548608,30.890925455824878,33.78262336497665,36.65705138474028,39.06985685472585,41.94081302616143,45.2568068813077,48.085209214768334,50.67063997434491,54.2653570007602,57.66442323283041,60.75982840900747,63.33576924560701,66.97674649638623,69.83511020130182,73.3133935887821,75.86413344497102,79.51953780016895,83.04301750778752,86.71736687196073,89.20868670289373,89.92078307979787,89.92078307979787,89.92078307979787,89.92078307979787,R,3,HH,HH-R,homo-high
28,p26.rsml,4.557216387580522,5.600976496802372,6.159590853939745,6.48531619836354,6.801316198363542,7.359930555500912,7.918544912638286,8.313544912638285,9.028920338551142,10.03940668911215,10.69085737795974,11.681833673839826,12.506617888043756,13.256077693503665,14.387185557502498,15.062161853382582,15.699080215498165,16.807898054460004,17.834898054460005,18.084717989613306,18.890363072760966,20.040620435267282,21.06762043526728,21.637297536790594,22.31688123288696,23.343881232886957,24.455977121427328,25.433153154698715,26.257937368902645,27.56562005212515,28.88044209331552,29.98078476721306,L,0,LL,LL-L,homo-low
29,p26.rsml,11.393951383381298,12.820869745496886,14.245062499305162,14.640062499305161,15.193062499305162,16.69614000894996,17.885286449344402,18.122286449344397,19.30991686323586,20.25791686323586,21.679916863235857,22.395292289148717,23.200937372296377,24.396424302379675,25.423424302379676,26.098400598259765,26.888400598259764,27.757400598259764,28.71847707804688,29.29360575930004,30.194344345128357,31.40147302638152,32.15093283184142,33.05167141766974,33.99526889855967,35.1263767625585,36.400213486789674,37.390080649594864,38.4875837247614,40.053326760853494,41.609083509168954,42.2079934767456,R,0,LL,LL-R,homo-low
30,p27.rsml,18.63773529322556,19.743735293225562,21.389181036080505,22.272427887192922,23.467914817276228,24.415914817276228,25.52473265623807,27.000185564137094,28.817185564137095,30.132465304750305,31.791465304750304,33.67391104760526,35.65049041611036,37.69312891277358,39.38682555136661,41.34827129422156,43.1550030088011,45.21053070097241,47.202874713098545,49.13777609079373,50.77863213032098,53.083069029032195,55.46783552703571,57.03688217696039,59.3224879255939,61.94893861444149,63.81457140286067,66.2019154149868,68.40448384339467,70.64440954635533,72.74162347277814,74.76871945795347,L,1,LH,LH-L,hetero-low
31,p27.rsml,23.01047570820502,24.406061957636815,26.14585648573489,27.61650256109814,29.263679386040337,31.49677853924784,33.74381048136623,35.77475859203368,38.256661131310544,41.15103635154262,43.39593889081949,45.84621275306427,48.058212753064275,51.10713768489431,53.67939504740064,55.8484038905527,58.878897592777534,62.03852128506513,64.45737959619177,66.96022138988106,70.26974084747611,73.37071849724109,75.85621447704875,78.78880684558551,81.8392044230187,82.47734645266414,82.47734645266414,82.47734645266414,82.47734645266414,82.47734645266414,82.47734645266414,82.47734645266414,R,1,LH,LH-R,hetero-high
32,p28.rsml,1.365262374241725,2.425158595576621,3.485054816911523,4.409726109858372,5.469622331193275,6.800656716137232,8.137330839616498,9.5849707099231,11.22064200286995,12.408272416761411,14.257011002589731,15.581292317114702,17.22214835664196,19.141615981363444,20.835312619956486,22.378712599484942,24.515996776870644,26.600424796634265,28.71445539370718,30.306761444943735,32.85846949470199,35.366811964437325,37.582796685217744,39.91921058253948,42.1342445625615,45.02925958471547,47.33450643582788,49.63773243429178,52.27745530571925,55.352526972523975,57.88972211447938,60.45331690856152,L,3,HH,HH-L,homo-high
33,p28.rsml,4.342773430643916,4.454496302071392,5.552044266361574,6.452782852189894,7.729066911480769,9.227986522400583,10.583745846846394,11.573613009651591,13.27448017245678,14.791647564649514,16.345231644326777,17.728564364793762,19.640926816305473,21.661224635093745,23.315822115983675,24.930606330187604,27.364267974706006,29.480798211024013,31.623599704537234,33.4423162849862,35.7333162849862,38.33911904037656,40.71438750336142,43.126071622376806,45.60424765564819,48.1045273962614,50.76029971957091,52.97229971957091,55.73729971957091,58.93800852576765,61.86306601547688,62.14790456623853,R,3,HH,HH-R,homo-high
34,p29.rsml,12.642353095995919,13.510668826451894,14.221668826451896,14.748664556984883,15.798205647176214,16.39594911221786,16.89558898252447,17.478799493403688,18.044353425403102,18.609907357402523,19.330714717242863,19.811252957136418,20.48391371859051,20.99893070860152,21.474573694463814,21.827872434908784,22.230694976482617,22.549154157540404,22.82846133610909,23.186149049065524,23.699649049065524,24.249820386014292,25.028882161485274,25.744257587398128,26.798249048464108,27.672618821500667,28.84558034571406,29.78448462731043,30.735770599035018,31.511822465858366,32.57171868719326,33.30518033446542,L,0,LL,LL-L,homo-low
35,p29.rsml,10.867471239534408,11.02547123953441,11.10447123953441,11.474079624889749,11.843680130317502,12.21328907854853,12.616111620122364,12.792760990344846,13.029760990344844,13.68121167919244,14.790029518154272,15.770752389581748,16.653999240694162,17.996999240694166,18.470999240694162,19.107917602809753,19.81891760280975,20.52991760280975,21.082917602809747,21.48574014438358,22.038740144383578,22.613868825636743,22.692868825636744,23.00886882563674,23.50850869594335,23.911331237517174,24.08798060773966,24.413705952163458,24.590355322385943,24.748355322385937,24.86007819381341,24.971801065240882,R,0,LL,LL-R,homo-low
36,p31.rsml,15.470429390417705,17.23353439557039,18.84082935077691,19.91647542614016,21.75555652887921,24.002588470997605,25.977588470997606,27.695166995556516,30.202047930666204,32.175111755364775,34.64746653650275,36.651642569774125,39.05385438352992,41.34833221255695,43.59461672198942,45.737530089565865,48.33867018838399,50.62393847281277,53.384653354521184,55.24674040503785,58.03428013693915,60.82970815670278,63.385795104563215,65.6202525331127,68.7180952309483,71.22926183654023,74.08750868765266,76.69450868765264,79.78812685858931,82.91183893764381,83.4648389376438,83.71465887279712,L,3,HH,HH-L,homo-high
37,p31.rsml,19.7590229297681,21.07604443104421,22.88212058779062,24.658580393250524,26.465312107830062,28.75767377214048,30.91850639625536,32.90247454398423,35.627587251853384,38.10169511585222,41.16516112636878,43.164279351499445,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,44.20785709177566,R,3,HH,HH-R,homo-high
38,p32.rsml,16.004569743121877,17.28979970018076,18.42143957048737,18.98005392762474,19.881776799052215,20.59715222496507,21.94066806797059,22.895228699884562,23.922228699884563,25.225130077579742,26.356237941578573,27.225237941578573,28.649430695386847,29.688513463986155,30.685159539349403,31.43044404878188,32.39152052856899,33.62806612012638,34.75917398412521,35.56481906727287,36.43381906727287,37.149194493185725,37.8184932336307,38.53386865954355,39.59376488087845,40.593044621491664,41.58326172405222,42.33272152951213,43.30522117260927,44.40272424777581,45.500227322942344,46.29022732294234,L,0,LL,LL-L,homo-low
39,p32.rsml,2.7690940633207806,3.4589319065854136,4.073407699436523,4.493298459039543,4.656161131251439,4.656161131251439,4.896430251198221,5.291430251198224,5.961767479763068,6.4121367726772265,6.699701113303806,7.106378503872794,7.601312085275387,8.007989475844377,8.284489475844376,8.485900746631293,9.051454678630707,9.779798690756847,10.117286838696888,10.520109380270718,10.89483928300067,11.4886544899464,12.161315251400495,12.759058716442144,13.317673073579517,13.752173073579517,14.27171445787917,14.747357443741466,15.105045156697892,15.663659513835267,16.306672927381204,16.843931012476254,R,0,LL,LL-R,homo-low
40,p33.rsml,24.725547339137815,26.305547339137814,27.727547339137818,28.994013682946445,29.46801368294645,30.021013682946446,30.49501368294645,30.890013682946446,31.36401368294645,32.23659720330424,32.78959720330424,33.26359720330424,33.42159720330424,33.81659720330424,34.46804789215183,34.70831701209861,34.94858613204539,35.507200489182765,36.331984703386695,37.39482100310552,38.123165015231656,39.35718446402491,40.55271718327787,41.779584346083055,43.09395956631514,44.23841937177505,45.504885715583676,46.64568916126016,48.32153223267228,49.90941258080938,51.728129161258344,52.7772578425115,L,1,LH,LH-L,hetero-low
41,p33.rsml,19.19928359504074,20.8601634823294,22.678880062778372,23.776428027068555,25.741378160557023,28.006651385293836,30.921579483894234,32.61903928935414,35.52882412425276,38.19727202421136,40.90540070546452,43.01707598045734,46.27588680052256,49.472592642227696,52.724571176105016,54.98044185999917,58.389054156554096,61.560902556121796,64.83008627988184,67.23182486571017,71.04802851095226,74.49276610690585,77.29169719751883,80.17952272029544,81.3671531341869,81.40665313418691,81.40665313418691,81.40665313418691,81.40665313418691,81.40665313418691,81.40665313418691,81.40665313418691,R,1,LH,LH-R,hetero-high
42,p34.rsml,18.309539530390545,19.1034797044591,20.45574188318037,21.530580433942028,22.767126025499415,24.4037017777767,26.983614471620264,27.987562582287712,30.53354178258956,32.613023589968385,34.85791981130329,36.766915555976624,39.48683512244073,42.057228975963135,44.87200879213111,46.55163877598185,49.609586886649296,52.82257975213692,55.4239416066247,57.68345777681479,60.96080365028633,63.77596832505097,66.67969273109547,69.01492037106185,72.3293356738604,75.01102105613035,78.613893251232,81.07363279730511,82.43580141158753,82.43580141158753,82.43580141158753,82.43580141158753,L,3,HH,HH-L,homo-high
43,p34.rsml,16.98327531784902,17.97314248065421,18.909957170299883,19.40312578458231,20.78532865613037,22.41397473149362,24.63651084361158,26.06070359741986,28.316655183122077,30.199100925977028,32.74101529630167,34.69696340399778,36.94847663778336,39.26646809884934,41.839767334212176,44.50375461346797,46.81896416850385,50.45659547045502,52.444919113488055,54.947793093238865,58.07881514086833,60.587073689814936,63.11371971751923,65.653534779183,68.89418075678824,72.16219410590419,75.22210591018874,77.77130995263023,80.86018372933916,84.02329891774727,85.0357633615674,85.11476336156741,R,3,HH,HH-R,homo-high
44,p37.rsml,1.0288331410752893,1.6620663129796063,2.2371949942327647,2.8886456830803553,4.422548222357216,5.998871191383549,7.601733954789183,8.668233954789184,10.960595619099596,13.09688474981201,14.810474694927237,16.53242552067861,18.96699754435639,21.316817784390555,23.60917944870097,26.157465245074683,28.723130230511902,31.775066661834842,34.59524193151218,37.404189109726815,40.819091314475706,44.28866020510549,47.68899947943807,50.163667386451046,53.98237698751043,57.10243400608099,61.16270420439687,63.898886987163024,68.29009004271825,72.48565204321353,76.46869228385135,79.99106846062251,L,3,HH,HH-L,homo-high
45,p37.rsml,3.3778679958160174,4.450931134685303,5.675431134685302,6.910082603724236,8.435826029074647,10.502276216752021,12.630210987176598,14.416302155225452,17.23087208862938,19.325862124405212,21.745668961222552,23.700079487486498,26.46620782868833,29.350756476026085,31.943898026367343,34.63092188844419,36.69174708724199,39.92899146389903,43.45062021654352,45.75181305939698,46.353459134760236,46.64102347538682,46.99871118834324,47.32443653276704,47.32443653276704,47.521936532767036,47.521936532767036,47.521936532767036,47.521936532767036,47.521936532767036,47.521936532767036,47.521936532767036,R,3,HH,HH-R,homo-high
46,p39.rsml,25.933269625711617,27.630637360273344,29.02622360970514,30.132223609705143,32.37465162946876,34.27065162946876,36.81194588325204,38.312945883252034,40.590391626106985,43.522910129113704,45.60307645078127,47.360870524112144,49.59040334694915,52.31937964282924,54.89200105832469,57.001949168992134,58.919866201648354,61.77372411682214,63.948133917826674,66.10670875061311,68.34083743186628,70.28838302342366,72.44837448448963,74.42495385299472,76.75008698914944,77.61908698914944,78.099625229043,78.97220874940079,79.87393162082827,80.92657149113488,81.8098183422473,82.83985232226932,L,1,LH,LH-L,hetero-low
47,p39.rsml,23.284111872105996,24.597152713054975,26.267867305676944,27.910801418780693,30.549058849825013,32.87340729415137,35.67196616240336,37.74147969219726,40.63146554856404,43.280028177613985,46.21701534583002,48.921539703272565,51.81489352486172,54.72480292856424,57.605571825616614,59.870759456831635,63.753442472122714,66.53644103482446,69.78145678979392,72.6978811809322,75.64805682433783,79.25499547489447,82.05399430789959,84.02899430789958,84.15390427547625,84.15390427547625,84.23290427547624,84.23290427547624,84.23290427547624,84.23290427547624,84.23290427547624,84.23290427547624,R,1,LH,LH-R,hetero-high
