,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180,186,side,alpha,label,condition,condition-side,uniq-condition
p06.rsml,1.1030967500000042,2.1484642500000035,4.289127250000011,8.36450024999998,8.860659749999975,14.383944749999976,16.437233749999976,19.707517749999955,21.543931999999945,23.327297749999936,26.524249999999974,43.290696499999925,50.92031899999997,55.55114099999997,59.68736375000002,64.03578049999997,72.61091449999998,78.124838,88.34447550000004,95.20801525000002,102.052832,115.982744,130.67093750000006,144.28099825000007,172.03940600000016,186.77961854705012,203.3582997252751,219.09030500000011,242.22413175,273.53366850000003,296.9779850000001,316.7525935000004,L,10,2,HL,HL-L,hetero-high
p06.rsml,1.9791771249999992,3.0573098750000027,4.174448874999998,4.80166937499999,4.869540250000004,7.06637225000001,7.063251749999999,7.15062575,7.2996296249999935,7.486859624999993,7.486859624999993,7.819192875000009,9.72659850000003,12.226119000000027,11.757263875,11.918749749999993,12.777667375000002,13.028087500000002,13.540629625000014,17.132325124999987,18.441374874999998,19.960278249999995,21.580597875000016,21.912931125000014,31.75108750000004,41.66803650000004,51.79405900000003,54.20932600000002,57.01387537500007,58.77227712500002,62.00277475000004,63.42494262500003,R,10,2,HL,HL-R,hetero-low
p09.rsml,4.247000499999999,4.247000499999999,4.247000499999999,4.293807999999999,4.6401834999999885,4.903865749999973,5.577893749999968,5.744840499999961,6.496100874999959,6.496100874999959,6.681770624999965,6.681770624999965,6.681770624999965,6.721556999999965,6.721556999999965,6.721556999999965,6.830774499999965,7.338635874999966,7.516504374999963,7.797349374999964,9.69461337499996,10.373322124999971,12.02016600000001,13.20049512499999,14.803651999999987,18.01308625000002,18.96951949999997,22.886527125000026,25.93525562500004,30.42877562500001,34.08444137500004,37.87584887500006,L,10,1,LH,LH-L,hetero-low
p09.rsml,1.7443595000000016,3.4855984999999947,7.567212499999998,9.89354524999999,16.597159375000032,25.54051237500004,32.79723512500002,50.000551625000014,51.26903487499996,58.00385399999996,63.34224937499999,67.47847212500001,74.14151974999997,83.92194687499997,95.36690050030006,86.73871862439997,98.40652774999988,114.71816137499994,130.0741175350999,145.52422510915002,169.57967187499997,187.371202625,212.48420649999983,232.17846212499992,258.4195267500001,283.5621036035001,306.07658287500027,335.7868633750002,367.10108087500026,430.8326126250001,453.54517187500016,485.3118618750004,R,10,1,LH,LH-R,hetero-high
p10.rsml,0.947071749999986,1.7053532499999895,3.184470249999982,4.499761000000001,6.489859874999996,7.595296999999988,8.704634749999997,10.224318250000003,16.80233225000001,15.170310750000002,17.181472999999997,19.35178075,22.506606250000008,27.47444225,33.11630625000002,37.33210174999998,45.25817175000006,57.06926424999999,65.73333250000002,74.04790474999997,82.08319225000001,91.28761891802498,98.99630225000004,111.19589699999996,124.7864664829,136.02982067377508,147.55564034029985,170.79901879584995,183.65961533064987,200.73396375000004,220.99849075000012,236.53233975000003,L,10,3,HH,HH-L,homo-high
p10.rsml,2.563490749999993,2.828733249999993,3.5277252499999934,7.13190274999998,8.713996249999969,9.336535999999978,9.695393499999971,9.998081999999975,11.885984499999973,13.084256499999992,14.182667507200003,17.74004249999999,19.01633698559998,20.785150283849944,23.219640499999983,26.32765850000001,30.184596499999948,33.15531250000003,36.85778574999996,40.95968299999992,47.03061575000001,58.08810749999997,65.680284,73.45969049999994,86.082113,102.8485595,110.60352234337498,118.8000350006,130.9268184999999,140.49739200000008,153.106552375,164.44878975000006,R,10,3,HH,HH-R,homo-high
p11.rsml,3.8584982499999994,4.38898325000001,5.094216249999999,5.174569125000003,4.964715500000002,5.744060374999999,7.045308874999995,8.107839124999993,8.602438375000002,8.466696625000013,10.715797000000007,9.94269312500002,13.175531125000028,16.775808000000026,18.400028249999995,19.67553262499999,21.23890312499998,25.46952100000001,27.86216437500001,32.11852637500002,35.685257875000026,38.38995125000002,43.904654875000034,46.258292,52.86048987499999,57.03727912499994,63.17374237499993,66.14601862499997,70.34933212499999,75.61361562499997,82.47013424999997,85.73261699999999,L,10,0,LL,LL-L,homo-low
p11.rsml,1.134301750000006,1.287206250000004,1.3410348750000036,1.7599619999999965,4.298488749999999,5.774485249999996,6.521064874999993,7.607778999999966,9.095477375000025,11.146425999999996,13.568714124999955,15.302931999999942,22.302993625000013,24.82981850000001,26.657651375000015,26.829278875000025,26.858143500000025,28.320877875000026,28.710940375000035,29.198518500000045,29.47312250000001,29.854603625000028,31.34152187500002,31.55527612500001,32.89475075000002,34.29975587500006,36.50985000000005,37.08090149999995,38.41023450000003,38.88767100000002,41.12428937500005,43.02077325000001,R,10,0,LL,LL-R,homo-low
p12.rsml,5.161307000000014,5.161307000000014,5.279886000000015,5.430450124999995,6.417308250000016,8.445633250000025,8.73037887500002,11.15448297497499,12.597722338275018,16.060433375000013,22.757026374999995,27.057075375,32.00618837500001,38.09740437500001,42.013631875000016,46.34800637500001,51.468746875,61.99185300000003,68.94171826200005,80.24989850000003,91.03278624999992,100.81087299999992,112.09148049999996,123.96186249999992,139.80722976680002,157.38035859409996,169.16776587500007,184.93955300000005,203.087600875,228.31918375,247.812167125,270.74628187499985,L,10,2,HL,HL-L,hetero-high
p12.rsml,2.047047999999986,2.136762374999988,2.219455624999986,2.319311624999989,2.422288125,2.671928124999999,2.671928124999999,2.671928124999999,2.702353000000004,2.702353000000004,2.8685196250000065,2.8685196250000065,3.141563374999995,3.221136124999996,3.246880249999995,3.427089124999989,3.5277252499999907,3.591695499999988,3.591695499999988,3.697792499999986,3.822612499999993,3.891263499999999,3.891263499999999,3.938070999999999,3.938070999999999,4.062110874999997,4.6854307499999965,4.828973749999996,4.941311750000001,4.995140374999998,4.995140374999998,5.051309374999995,R,10,2,HL,HL-R,hetero-low
p13.rsml,1.2169949999999936,2.870859999999982,3.7477204999999767,6.500001499999973,6.635743249999983,9.503482750000009,10.679131125000024,8.823213750000004,9.742981124999975,11.87662299999996,13.86906224999998,15.231940624999982,20.53601049999997,22.59788087499997,23.68147449999996,26.31517649999997,30.50600799999997,32.69269837499998,33.749767749999954,39.54687662499997,43.64565337499997,50.42181912500001,58.04520062500005,66.74749500000003,72.87693712500001,81.07527074999999,88.7438995,101.300011375,115.17063387500002,125.59700450000012,138.09460699999983,158.87011587499998,L,10,3,HH,HH-L,homo-high
p13.rsml,0.1934709999999952,1.0016805000000026,2.9582339999999823,4.777485499999986,15.121942999999998,19.97744099999997,21.025148874999964,21.50258537499997,25.733983375,26.504746875,28.162512500000037,29.774250750000046,31.715201750000016,42.523570254800006,45.27402763459999,49.354608125,55.12753312500003,59.443184625000015,68.74539512500004,78.42206562499999,86.47608767084998,94.34912071669991,110.55073362499998,135.9297601250001,149.0007544999999,160.26419924999988,180.97885837499976,198.84996187499988,208.54535537499984,235.54757392025,255.6846905932,276.912389875,R,10,3,HH,HH-R,homo-high
p15.rsml,0.8955834999999976,1.31607087499999,1.936270249999994,2.4269688749999854,2.441011124999985,2.462854624999983,2.480017374999984,2.4831378749999837,2.590014999999983,4.858618499999979,5.688671499999982,5.708954749999981,5.729237999999979,5.733138624999979,5.77604549999998,5.8556182499999805,5.901645624999983,5.936751249999984,5.950013374999982,6.135683124999982,6.395464749999986,8.068832874999979,8.406626999999979,8.659387499999985,8.920729374999961,9.115760624999956,9.203914749999967,9.680571124999952,9.769505374999948,9.938012374999946,10.298430124999957,10.43417187499996,L,10,1,LH,LH-L,hetero-low
p15.rsml,1.7037930000000012,5.423428999999982,6.426669749999981,6.962615624999979,7.429130374999978,7.922169374999973,8.68669187499996,9.292068874999964,9.560431874999962,9.560431874999962,9.948934124999964,9.948934124999964,10.73217962499997,11.158907999999958,11.158907999999972,11.650386749999978,13.206736125000004,14.632804624999986,14.84499862499995,15.472999249999967,16.710277499999997,17.308633375,22.92553337500001,27.373806125000037,33.801255999999974,38.40009287499999,43.80167837500005,51.500732,57.66527975000004,71.31824737499997,80.32713087499994,98.551631,R,10,1,LH,LH-R,hetero-high
p16.rsml,0.6584255000000026,1.3511765000000038,2.8022090000000075,8.397265500000035,13.695874500000023,13.873743000000026,14.628904000000038,14.83797750000004,15.390306000000034,15.920791000000037,18.61690300000004,20.72324050000003,23.71111925000005,27.24586562500004,33.607004875,35.518311125000025,36.27659262500005,39.496948625000016,41.31932062500002,44.284575750000016,45.32604262500003,50.70422437500004,54.08216562500003,65.73177225,73.34501212500003,78.54610550000011,87.17584825000002,96.486640125,108.024688875,117.10378362500003,129.35564674999998,143.51491550000003,L,10,3,HH,HH-L,homo-high
p16.rsml,0.4477917499999932,0.534385624999997,1.0539488749999908,1.5797531250000052,2.957453875000013,4.352317375000012,4.603517625000002,4.709614625000006,5.18081012500002,5.307190375000017,5.651225500000022,5.813491500000017,5.813491500000017,5.813491500000017,6.33617525000002,6.902546000000017,8.699954000000028,8.845057250000027,9.224198000000037,9.615820750000038,10.269565500000022,10.367081125000016,10.690052875000005,12.515545375000004,13.159928625000012,14.53684925000005,16.17511175000006,21.735842750000025,28.221021875,38.68717887499999,42.879570625,47.87627125000003,R,10,3,HH,HH-R,homo-high
p17.rsml,0.9127462499999917,1.393303249999997,1.858257749999984,2.2451997499999905,4.207994250000006,5.821292749999991,7.369060749999999,9.172709750000012,10.701754749999983,12.084136250000013,12.093497750000015,13.298010750000008,13.69431425,13.82537525000001,13.82537525000001,12.736320749999956,13.322194624999955,13.735660874999956,14.405788249999969,15.399667499999955,18.26272624999997,21.08833900000003,22.76872825000005,22.97468125000001,26.063976250000007,28.62122599999997,28.221802000000025,30.01530937500004,32.712201499999985,34.284153375000045,35.73128525000002,37.769751874999976,L,10,0,LL,LL-L,homo-low
p17.rsml,3.492619625000009,5.168328125000022,7.358919125000034,8.398045625000043,8.463576125000044,8.463576125000044,8.463576125000044,8.877042375000054,9.731279250000062,10.631543500000046,10.754803250000045,11.355499500000066,11.856339750000071,13.114681375000076,15.245202750000056,19.98836275000002,20.24580400000002,20.577357125000017,20.50636575000001,20.738843000000006,21.99640449999996,19.16533087499997,20.40963024999995,23.66431174999996,30.16197287499998,32.13490899999999,34.53769399999996,36.7672912499999,38.62476887499992,40.60394599999992,40.52359312499992,45.88539224999995,R,10,0,LL,LL-R,homo-low
