,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180,186,label,condition,side,condition-side,uniq-condition
p06.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07447377896444637,0.10253784133032569,0.09409765518210318,0.1451216792413742,0.1642498138985497,0.15339963846243557,0.1663982876534921,0.15726722001033958,0.18990566247669483,0.21933627457484228,0.20686244792550043,0.23053913338126336,0.2209387659444598,0.22812342509492606,0.24958524556084305,0.2676605737527878,0.27322266277498203,0.27299071333816133,0.30083329242949014,0.2884747437526995,0.2902479118454668,0.28949013563736203,0.29753142159458346,0.3088353384027479,0.30869586508488484,2,HL,L,HL-L,hetero-high
p09.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03663017063897424,0.03663017063897424,0.03663017063897424,0.03663017063897424,0.03663017063897424,0.03663017063897424,0.07326034127794848,0.07326034127794848,0.07326034127794848,0.07326034127794848,0.14652068255589695,0.14652068255589695,0.21978102383384543,0.21978102383384543,0.21978102383384543,0.21978102383384543,1,LH,L,LH-L,hetero-low
p10.rsml,0.0,0.0,0.0,0.04542337160043871,0.0429692865058008,0.03873470127329113,0.036359583817988275,0.03437845741408324,0.06323766141675034,0.08815611156473939,0.0830454336686763,0.10564457979097516,0.0989476751836595,0.09359057325484273,0.08898306896349698,0.08514021854945893,0.10050277228429277,0.11568206146155467,0.14707444862741784,0.1412346855680145,0.18636397806903673,0.17677446377837167,0.16983957307092937,0.2244752189601018,0.22933408535413163,0.2223282640795525,0.23918410522861638,0.23314851009083562,0.2238485048803705,0.22011821449703017,0.2317033836810844,0.2317033836810844,3,HH,L,HH-L,homo-high
p11.rsml,0.07264254372399033,0.06839686376394337,0.06485767391401231,0.06215537492430997,0.12177389149327196,0.11869922398009775,0.1142807479260351,0.11275380560160952,0.11126712921905847,0.2196382935351123,0.2140291755965058,0.21087761568402263,0.20657584626949954,0.25077141446568607,0.2430086999117556,0.2842881992399442,0.2767467444987234,0.26795916069120507,0.2595176379965602,0.2540278688616219,0.24903027900800678,0.2822073614219094,0.2743435224930752,0.34524484675930533,0.3421343502312989,0.3369741737805878,0.32912544474052874,0.36139019913542764,0.3549804955140582,0.38601520014725155,0.3803370555056956,0.3766277970766022,0,LL,L,LL-L,homo-low
p12.rsml,0.06636280372332197,0.0620244520407537,0.05724755410019688,0.05406868125172517,0.04921838848162494,0.04520275015262622,0.1242922566530969,0.11515735740125282,0.10569340785658397,0.19513856305815572,0.21111587110109162,0.1979376296003186,0.18403633855523677,0.19604810593626165,0.18370707720293714,0.1964072544142896,0.20639330190733549,0.21354771768662684,0.24029777381299416,0.2653600699804996,0.2683537679575518,0.2562783801343918,0.2907697650652853,0.3098157841507281,0.2950462795685416,0.2956657872837669,0.29641567097659605,0.29872386070089973,0.29957530844827784,0.2995930923712221,0.3111159036162691,0.3111159036162691,2,HL,L,HL-L,hetero-high
p13.rsml,0.0,0.0,0.04987497142453336,0.04604663892251163,0.08764675360629694,0.08223409065148563,0.11442858597489028,0.10761133147185031,0.1353414446229205,0.12710943039428152,0.11962858415830761,0.14113930056735935,0.1343532234675704,0.1258323048926994,0.11908705535346797,0.13792064437665952,0.13078022583489235,0.12366578298071856,0.11952250579699662,0.13363215269210435,0.14600299184874382,0.15781276461751656,0.149811375337638,0.17924064515459642,0.1714068794559786,0.18017990967638392,0.18750853924152683,0.2105086534758325,0.2040072499377184,0.20967702906479174,0.21602688462509392,0.22253914519317403,3,HH,L,HH-L,homo-high
p15.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054750764422253136,0.05213552088528787,0.04929146969899699,0.04799003963015987,0.045561883462226394,0.04422760836722666,0.04273267173560529,0.04116503816291429,0.038881174130383764,0.03727940188084896,0.03515446295717557,0.033818696968650856,1,LH,L,LH-L,hetero-low
p16.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08583545714816165,0.11885588515024025,0.11059831068698699,0.10208479314798125,0.09551378859132707,0.09007635514003216,0.0858023492650435,0.08068209774337205,0.07644166261721937,0.09726088019774906,0.11664663083959127,0.1109128389014569,0.10640939774245486,0.10199244888595815,0.11809676790815143,0.11326781183618186,0.10831405011356705,0.12155359721998445,0.13374568445939458,0.16019575752181492,0.18456702630700517,0.1911598044751348,0.199635293861498,3,HH,L,HH-L,homo-high
p17.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141373185956393,0.13634387105221968,0.1286004948046658,0.12004184033877259,0.11355801179755343,0.16302448674370223,0.15959871770362177,0.19936591819735835,0.18963058409097128,0.18892302880105064,0.17765425809207877,0.1703815502037204,0.2067164633979477,0.19954726469694906,0.19333111740264458,0.22355076433040208,0.25320863716189634,0.24456401842060516,0.23571500789040428,0.22811151200197094,0.22058918602427938,0.21385488634767988,0,LL,L,LL-L,homo-low
p18.rsml,0.0,0.0,0.0507198099285948,0.04700491502972567,0.1693916684632602,0.153114840641681,0.1749180258930822,0.2252589259118311,0.206774575163158,0.21613611833107074,0.19999994150994546,0.2359194111655252,0.26649398356464354,0.2690438393015044,0.30955648979970085,0.29683091719298677,0.29658618638356765,0.29709017832776463,0.3106817864370032,0.3414490509640731,0.3384488531840204,0.3354461761107595,0.33155913002882137,0.3326143502349119,0.36247168934485297,0.3680161624004423,0.3648983165972369,0.35568143144628095,0.36571521765953097,0.3967347430960327,0.4069377988187737,0.4067007430742646,2,HL,L,HL-L,hetero-high
p21.rsml,0.2782835720461717,0.2779017280861717,0.3096352104955646,0.3707685056131953,0.39291841389924864,0.4365769113498275,0.44815815125055497,0.459999250716329,0.4649930813340588,0.44218517847777494,0.4223563685412567,0.4597230215915593,0.4429289330771404,0.45200416486919076,0.43559361980094313,0.421929750967935,0.4053640425816814,0.38842130120378976,0.3721485377538571,0.36149095117414437,0.35307744342285025,0.3415822287689022,0.3298739401749794,0.32249623501894464,0.31590593556989444,0.31101519356157586,0.30416071602830347,0.29863430699321747,0.2929225504791913,0.28769627139159304,0.28160341874012323,0.27788140048638615,1,LH,L,LH-L,hetero-low
p23.rsml,0.13113582787029876,0.12130101847442364,0.11110886220182044,0.10545918862985236,0.20199448572390488,0.1927357254887772,0.22880372863486334,0.2188315079498845,0.2479958750350015,0.24091595471943755,0.2313477355064945,0.2203887133928376,0.24591348051170167,0.26681216860389373,0.25531703672775297,0.2813815173762115,0.26940426710465704,0.2613692483764114,0.280727966276284,0.3006881647780475,0.2949209869179757,0.28640654597452625,0.3287971861315258,0.34644345666614934,0.33591587758682706,0.32364628316713223,0.31592347408147275,0.32992566669781875,0.3223082241616206,0.3357357225216439,0.34813985214761517,0.3397947797545726,0,LL,L,LL-L,homo-low
p24.rsml,0.0,0.0,0.051123274673826644,0.09431984294022996,0.0861447014663847,0.11780397059961238,0.18188656193283984,0.170141485996972,0.1867712878490459,0.17497519373064346,0.18896445467106693,0.2032821471204395,0.21303376349443767,0.20023960008472602,0.20872654053617354,0.23723246817501464,0.24352660735873385,0.2655294119691675,0.2527960660434725,0.275425451963186,0.2629338699319036,0.27946341100046956,0.28021370773448084,0.27143126426954706,0.2719988131707126,0.2725486854395388,0.27430778424098107,0.26527506736293194,0.2661849236542372,0.2994580391110168,0.33273115456779645,0.33273115456779645,2,HL,L,HL-L,hetero-high
p25.rsml,0.04094081203345002,0.037954037884614135,0.03583103001792568,0.10178042315134649,0.1891893219081727,0.17670687334068427,0.16476044449286634,0.15689072411108293,0.1709897961141513,0.20285065708722616,0.21540984110344827,0.20482889504861382,0.19487636002722786,0.21849194061713884,0.2273272546488015,0.23451296650332,0.25661539317479537,0.2593068578024379,0.2783312354668729,0.26826647956833033,0.2699964024709837,0.2613262070683982,0.26334127147415026,0.28090768801337984,0.2812723266951436,0.3089238210876442,0.30495812404644357,0.33793774981648705,0.3490470325215152,0.36014643783532907,0.3712359789252286,0.37107109043702813,3,HH,L,HH-L,homo-high
p26.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05529530516175787,0.10587408999480312,0.09979730949249556,0.09493241090730836,0.09243298506199009,0.08961825710004354,0.0856755558361217,0.08177959891235266,0.07863751646659292,0.11425116747947267,0.18138536301905273,0.1731275436797163,0.16677348637878192,0,LL,L,LL-L,homo-low
p27.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03703678249264504,0.03470151510022884,0.06637359339080381,0.0629099659555849,0.05939316039567169,0.08415031504431446,0.10612013688904627,0.12694600110585744,0.12092403971187914,0.1390337059825103,0.13271244347217867,0.1482960527837839,0.14245658955069182,0.13785326044299162,0.1507071867985749,0.1983131285993387,0.21039018161563025,0.20228416608304048,0.19370791927018696,0.20371522857892668,0.22657954692054572,0.21928387084011952,0.2547972318770502,0.27494574694891893,0.28086611824092356,1,LH,L,LH-L,hetero-low
p28.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03299593728668875,0.030433553825787205,0.028275095900799258,0.05321583746817464,0.05010119115117955,0.09493465568276051,0.13324669460113914,0.1478836588164283,0.16116771672819752,0.17215834143739173,0.16259420287112533,0.17274223531812047,0.19850027448701554,3,HH,L,HH-L,homo-high
p29.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041237418837820936,0.07990768373497809,0.07768722765495496,0.07463174166278697,0.0722736078179225,0.06933471180090729,0.10072358268201141,0.09760614233938186,0.09520236423172174,0.09210444277782485,0.09007607735111076,0,LL,L,LL-L,homo-low
p31.rsml,0.06463944695803946,0.05802640230648417,0.053076219808697776,0.05020968713608386,0.045965268627927734,0.08332434655606438,0.1154841606390569,0.18053691464659566,0.19866202496512794,0.18647953876957643,0.2020349739749418,0.19098734761133898,0.179239670718701,0.16929340617695318,0.16057028427707573,0.19677494570379472,0.18618633828621006,0.17778150557830238,0.18731975149470728,0.19910676936511046,0.20677434047057183,0.19727202979647585,0.1893168647676411,0.21334876748509074,0.2182831166898309,0.2246267838169858,0.2294583837563052,0.23469737674840718,0.26319705483522476,0.26534208240810725,0.26358404664790763,0.2627974633860552,3,HH,L,HH-L,homo-high
p32.rsml,0.12496430907550764,0.1156751399485033,0.10856914804878556,0.10537377857968447,0.10059463096353351,0.09710080200193266,0.09115492717925205,0.08735444516481655,0.12540637570338403,0.15857202669314382,0.151766728197948,0.18365312401416942,0.17452353776806823,0.1684153033147073,0.16294521765768247,0.1908977165797483,0.18523366307265698,0.2081594574899002,0.2013856831924992,0.19682372028265077,0.19212918599268766,0.18842938845643098,0.1850946296764446,0.18165837595614304,0.17679551366383459,0.17244333518885416,0.16833696323420252,0.1653567204537032,0.18473523014956988,0.18016912555541523,0.1758232973918836,0.19442548720298514,0,LL,L,LL-L,homo-low
