,0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180,186,label,condition,side,condition-side,uniq-condition
p06.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012150734197643568,0.030136967650048623,0.06737615926846255,0.10591775709201609,0.17244236615882927,0.2098834217863296,0.25131734971076936,0.2782866728104998,0.3333381131311403,0.3971780004580942,0.441548820640523,0.4967999286061371,0.565340869876992,0.6510787597777485,0.7281017146782413,0.8054559198608376,0.884029292557004,0.9857299384791344,1.0733648992638842,1.1453616685178938,1.26255347045984,1.4163826604975012,1.5989162256037515,1.773099575978632,2,HL,L,HL-L,hetero-high
p09.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077917504792712,0.013008592838750017,0.01734926805946837,0.031672765515794295,0.04656942772734911,0.057003112446306736,0.06481393416040657,0.09093912661613024,0.11670862976380263,0.13618695425482713,0.17180436210280053,0.21847509901407944,0.29026601917116435,0.350397543419723,0.40423356694517565,1,LH,L,LH-L,hetero-low
p10.rsml,0.0,0.0,0.0,0.0,0.0016972868169792975,0.0030600414005900233,0.006934604229674715,0.010397618090809718,0.013095527299718388,0.01709502514804523,0.027744389720322223,0.039052305606771906,0.06047284432023419,0.08241519720048629,0.10711635994132128,0.12489797671693736,0.15171447074098451,0.17797730504099574,0.2085375940092901,0.24490673897295936,0.28314102519548423,0.3349354664051969,0.3690753291354893,0.4042690825368608,0.44792712998022455,0.48622187151777224,0.5192284307382452,0.5572396102748635,0.6062563461413807,0.6391300512726165,0.7150129327035555,0.7790631233151258,3,HH,L,HH-L,homo-high
p11.rsml,0.0,0.0,0.0,0.0,0.0,0.018647529450065623,0.022806937334032946,0.029325694679020124,0.028905654635525205,0.028497477377722753,0.06408603891535805,0.0874100579606297,0.10664009724669017,0.14180035918583622,0.16887074133509394,0.19458980266076334,0.22630559714575801,0.28278316468357156,0.3316564659330912,0.35185582393509907,0.38053826435909527,0.4283233438487141,0.46663120064886177,0.5033246496218843,0.5585911877531318,0.6055742218299073,0.6782724655763211,0.7104349318632647,0.7535667587181879,0.803591141016988,0.8481434720947162,0.8939765865285698,0,LL,L,LL-L,homo-low
p12.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005970974829745874,0.01084617388236782,0.014885631723273172,0.04853653300050052,0.09059607682958323,0.14986024698044295,0.22545779034215593,0.29468931123546643,0.3442912371999226,0.44046940413663466,0.5065185287738215,0.5827818440095185,0.6469488889113347,0.735311286268445,0.8407359122550384,0.9210992464714878,1.0074625654746296,1.1061614213303457,1.2182284709965232,1.3178724430813686,1.3956462341026916,1.517350994830266,1.63734811796333,1.8061003027674636,1.9698281570184488,2,HL,L,HL-L,hetero-high
p13.rsml,0.0,0.0,0.0,0.01385188979569889,0.01563111807743745,0.04002661305635142,0.061509302275989546,0.08294961004471696,0.09687743112410616,0.11350414451326198,0.11935269813495071,0.12764133506391612,0.1554416151543112,0.16540388254120125,0.17747818343914334,0.21280165885670146,0.24508293423354194,0.2777184768030564,0.3103501955134459,0.33138975573402907,0.3625563281474852,0.4109272654624272,0.4531544840796049,0.5003852462003766,0.5524070708741861,0.619135770671065,0.6743726713683639,0.7311004649239405,0.7973193155670949,0.8662852257006091,0.9262497579257124,0.9820095347605399,3,HH,L,HH-L,homo-high
p15.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185341776747198,0.021876771017827645,0.02553786936614162,0.035627994362569776,0.044467102999665074,0.04535117960911647,0.04598702509596875,0.04650724673818574,0.05489906083191562,0.05924764197681902,0.06367559884195355,1,LH,L,LH-L,hetero-low
p16.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025315709919044423,0.04729224346546397,0.07590359469721594,0.09435880495524783,0.10504048526055064,0.11501978247614562,0.11452986759928237,0.12058826697054044,0.1267480238469863,0.1345014034695253,0.13509834838509066,0.14796009881196506,0.15557454856170969,0.1632498547070529,0.17469882832401598,0.18898010104658486,0.21431431481393556,0.2306698973164532,0.2657486971597744,0.3100697051768697,0.3438890481226479,0.3928771043005223,3,HH,L,HH-L,homo-high
p17.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030806359590112742,0.037088516104013716,0.043168327236035815,0.04892309815449861,0.051622535725660446,0.06340473925744453,0.07167965678470244,0.10927784858313742,0.1555118477431236,0.18081077537439694,0.22287189533236487,0.24380651322068678,0.2596272450465016,0.2952650079679515,0.32834463498255206,0.36376057555716945,0.38977736659557716,0.4303438885949153,0.47790150154522165,0.5063304494187815,0.5346540139148743,0,LL,L,LL-L,homo-low
p18.rsml,0.0,0.0,0.0,0.011742764824612548,0.021158707815500718,0.060506813911142834,0.10102697493458103,0.14682392965645308,0.1809604180940153,0.2299434232204715,0.2873033177428156,0.3459649626664484,0.4109130119885556,0.49975548404898146,0.5923172276741575,0.6735884149870001,0.7708756204383596,0.9104837463773162,1.015739803089552,1.1055222290549325,1.2355083443327846,1.363495384480422,1.4867075541826633,1.5920286663604275,1.7259889092603808,1.859802108849948,1.9962504634427527,2.129517876379906,2.3541070980484933,2.589450372770711,2.8420263172127966,3.0605167647519265,2,HL,L,HL-L,hetero-high
