,hard_latency,mean_growth,A,Ti,kg,max_growth,appiration,depth,stage,side,uniq-condition,genotype
46,0.0,0.0787901016854897,13.446795005509008,66.51251978968948,0.0222835578500157,0.1102322913192655,0.0,25.04179338531555,0,R,LL,col-0
47,-19.0496,0.1192239596806174,10.046410350193131,33.94402395372997,0.0448439383495137,0.1657372689105496,43.0496,25.278793385315552,1,R,LL,col-0
48,-31.05070000000001,0.1050316556457471,7.123030692938934,26.49807013251923,0.0538677663139521,0.1411559864018435,67.0507,27.42728275553804,2,R,LL,col-0
49,-43.0497,0.0708794880076699,3.788902837186857,19.11248832828444,0.06736861212443,0.0939023772087286,91.0497,28.77344275553804,2,R,LL,col-0
50,-43.0497,0.0715652367080968,3.730299806150897,21.22540589320444,0.0760609744104424,0.1043785214352716,91.0497,30.756031436003703,2,R,LL,col-0
51,-55.0501,0.0245087909119952,1.0698881753622065,19.671283712159035,0.0961557334553915,0.0378459220600839,115.0501,32.13897211745891,2,R,LL,col-0
52,-61.0474,0.0224067482558439,0.5599105205760244,7.359516985385564,0.2416108649288065,0.0497669019241467,127.0474,33.7741816136369,2,R,LL,col-0
53,-49.0504,0.0389084805468083,1.8096850804264872,21.667620348982357,0.0978143355636102,0.0651194963921903,103.0504,34.16602161363689,2,R,LL,col-0
54,-55.0501,0.0594572051579497,2.392530247934851,17.232439729899518,0.0970689777817154,0.0854364926577624,115.0501,35.61378829506011,2,R,LL,col-0
55,,,,,,,139.0488,36.89821997187635,2,R,LL,col-0
56,-55.0501,0.0566825693041339,2.1708598701419684,16.551950202445553,0.1054127908221929,0.0841842059935677,115.0501,38.77891534594588,2,R,LL,col-0
57,-61.0474,0.0515657021345311,1.7920597120027428,13.752973036490127,0.0984845467784338,0.064927111931043,127.0474,41.498273172840726,2,R,LL,col-0
58,,,,,,,139.0488,48.32647492804175,2,R,LL,col-0
59,,,,,,,151.049,50.66872037082625,2,R,LL,col-0
60,,,,,,,139.0488,51.75202429545052,2,R,LL,col-0
61,0.0,0.0781100109631827,7.989417506944212,35.03148653420286,0.0344219094711611,0.1011708952589522,0.0,0.6469078929397016,0,L,LL,col-0
62,0.0,0.0541468491419477,4.963576934361557,23.69930779124536,0.067984391540715,0.1241393567860443,0.0,0.9722078436758146,0,L,LL,col-0
63,0.0,0.0818245707899447,8.011733152301858,30.90445687964132,0.0385837049669465,0.113719756717631,0.0,1.2757708152450382,0,L,LL,col-0
64,0.0,0.0898956766348184,10.08272447690586,43.65907073484697,0.0323774842268476,0.1200954401772725,0.0,2.6377987459378764,0,L,LL,col-0
65,-7.0489,0.1178732830266179,15.127553770495922,50.8143929516888,0.0249373926219036,0.1387794833612485,19.0489,3.230470192775737,0,L,LL,col-0
66,-1.0532000000000004,0.1237590930903782,15.656622887932985,50.596284617384406,0.0271935165506632,0.1566278482139048,7.0532,3.636763744287449,0,L,LL,col-0
67,0.0,0.0910718250294045,,,,,0.0,4.778175742494018,0,L,LL,col-0
68,-7.0489,0.0813770466198994,7.000538876489522,28.251081275053902,0.0505813086688305,0.1302647922863087,19.0489,4.850528702350544,1,L,LL,col-0
69,-1.0532000000000004,0.0582689286281352,5.19536051668777,23.752634345055306,0.0529870608809698,0.1012723850463945,7.0532,5.515726408562873,1,L,LL,col-0
70,-25.05,0.0631302049969553,6.109059903194161,39.2142055655898,0.0379802713076057,0.0853567684294386,55.05,6.276495452621063,1,L,LL,col-0
71,-13.0499,0.1626745919454248,18.135496284917163,43.37738861432049,0.029684449317454,0.1980450351690277,31.0499,8.917730170755444,1,L,LL,col-0
72,-7.0489,0.0941922134757028,7.751404724092626,27.159250698531277,0.0512314156578091,0.1460906051735678,19.0489,9.883649353720417,1,L,LL,col-0
73,-13.0499,0.0985023684701497,11.199009685834868,43.71140401706651,0.0260684281547342,0.1073989372047031,31.0499,11.245114007720392,1,L,LL,col-0
74,-13.0499,0.1538685550047793,15.500951481527927,39.9071393798428,0.0339582038725366,0.193646024895963,31.0499,12.302062463173534,1,L,LL,col-0
75,-13.0499,0.1577727969578655,14.30368823607608,33.46272010208754,0.0385563131535296,0.2028845858095749,31.0499,13.15084157055843,1,L,LL,col-0
76,-13.0499,0.1342737403843975,11.235886269669544,31.83346753160152,0.0471459307507716,0.1948754211014536,31.0499,14.407562518092163,1,L,LL,col-0
77,-19.049100000000003,0.113292842375867,11.029215776988584,34.76983798085292,0.030446004726749,0.1235322813708715,43.0491,15.032883823102638,1,L,LL,col-0
78,-13.0499,0.1066737794837407,11.678284257988478,46.27806082937825,0.035200955021213,0.151230367133577,31.0499,16.154149611397276,1,L,LL,col-0
79,-19.049100000000003,0.0940209334466485,7.30743701426822,26.68099114706098,0.0485880056601776,0.1306169902228021,43.0491,16.98313007871482,1,L,LL,col-0
80,-19.049100000000003,0.1196214687414514,10.271728262438886,33.0765294451314,0.0392885048940421,0.1484617385452907,43.0491,17.944788223379543,1,L,LL,col-0
81,-25.05,0.0795318165804384,5.727231139803374,26.92055175336631,0.0515910165162856,0.1086986909277471,55.05,19.533428882692423,1,L,LL,col-0
82,-19.049100000000003,0.0915408373711298,6.949211640246285,28.37384308768948,0.0527776609375492,0.1349246174154435,43.0491,19.853900248027927,1,L,LL,col-0
83,-19.049100000000003,0.107153306650898,10.00735847993622,39.48569135492709,0.0407368104115908,0.1499726264031601,43.0491,21.320458080548203,1,L,LL,col-0
84,-25.05,0.1347322999381602,10.89030917972095,32.62386291301461,0.0462969632986159,0.1854804895965987,55.05,22.16298971580152,2,L,LL,col-0
85,-43.0497,0.0838767859785365,4.302067013807996,20.007053398229505,0.0733492124433589,0.116085544934188,91.0497,26.93989172928397,2,L,LL,col-0
86,-43.0497,0.0708839915217842,3.643851547700732,20.91665401642187,0.0765208915238151,0.1025761074849839,91.0497,27.71580642946843,2,L,LL,col-0
87,-43.0497,0.0736797180874521,3.4443111872660324,20.270501079834773,0.1030328406736701,0.1305520134346391,91.0497,30.339212870323912,2,L,LL,col-0
88,-43.0497,0.0961326368522336,4.773663877416447,22.29363662779562,0.089168711252695,0.1565920985257327,91.0497,31.559268807705465,2,L,LL,col-0
89,-55.0499,0.0758604188733149,2.5883917426806704,14.404566409272368,0.1285334947139335,0.1223916640623078,115.0499,33.9639315227426,2,L,LL,col-0
90,-55.0499,0.0685398648763186,2.3531557094977327,14.39970590808434,0.1282589456065172,0.1110308971602215,115.0499,35.630732116102976,2,L,LL,col-0
91,-55.0499,0.0767366421113422,2.592629757809036,13.719444982333645,0.1353046047476554,0.1290501746230712,115.0499,36.73882502428405,2,L,LL,col-0
92,-55.0499,0.0676063242643959,2.5227601827086854,17.057991808334055,0.1191059823877877,0.1105388803855736,115.0499,38.40811951298279,2,L,LL,col-0
93,-55.0499,0.0795302274752154,2.749547366808512,17.158435039265918,0.1544633203500512,0.156239949548477,115.0499,40.23408774232463,2,L,LL,col-0
94,-61.0465,0.0786857922361659,2.2160867706705143,11.415219042813057,0.1392284314484508,0.1135063633961114,127.0465,41.62216582478852,2,L,LL,col-0
95,,,,,,,139.0507,43.71880626753318,2,L,LL,col-0
96,-37.0506,0.033626653708361,2.024272232354249,19.61211075200187,0.0452172539477493,0.0336727526305202,79.0506,44.36866022960028,2,L,LL,col-0
97,,,,,,,139.0507,47.1731808357178,2,L,LL,col-0
98,,,,,,,151.049,50.10108167938247,2,L,LL,col-0
99,,,,,,,151.049,51.97690792105049,2,L,LL,col-0
100,,,,,,,151.049,54.07447409124059,2,L,LL,col-0
101,0.0,0.2028909661912629,22.11554893372742,42.08349338669264,0.0335785126085861,0.2731899359890671,0.0,0.1576292525199562,0,R,LL,col-0
102,0.0,0.068909965083133,6.012621109526249,23.98227769339101,0.0521147831954012,0.1152737152853223,0.0,1.0848284739719505,0,R,LL,col-0
103,0.0,0.0737076813577786,7.144102128983535,32.35458416748013,0.0428529550573605,0.1126247779951775,0.0,2.931084508613596,0,R,LL,col-0
104,-7.0489,0.1441369458060844,13.59473675924439,35.50486557573004,0.0372182018105063,0.1861365701558232,19.0489,7.288077846728131,1,R,LL,col-0
105,-13.0499,0.1061426054400535,8.339505540753603,26.908227421703597,0.0529256457208617,0.1623723158931232,31.0499,8.878165442977677,1,R,LL,col-0
106,-7.0489,0.1394310730843855,11.48920741126222,33.566916228717595,0.0429394484115902,0.1814897277246713,19.0489,10.098524138642208,1,R,LL,col-0
107,-7.0489,0.1467231869478311,13.652426020096712,35.12008651053325,0.0419546387076905,0.2107149432262268,19.0489,11.85967403512472,1,R,LL,col-0
108,-19.049100000000003,0.076380456891882,5.5942886696964536,26.893949573243063,0.0590883050128403,0.1216051374011828,43.0491,13.077906313136449,1,R,LL,col-0
109,-13.0499,0.1352688516598413,11.886705938768186,34.14257810173351,0.0441771849062806,0.1931812958780767,31.0499,14.010615179473051,1,R,LL,col-0
110,-13.0499,0.1394369071143791,12.90126486453254,37.63992456805929,0.0421298475541956,0.1999528953578646,31.0499,16.0716312600755,1,R,LL,col-0
111,-19.049100000000003,0.134380612896652,10.36428029550322,27.33870296537509,0.0511025151173499,0.1948439580239003,43.0491,17.729953978969505,1,R,LL,col-0
112,-25.05,0.104825854790182,9.92764685840542,36.09223665442455,0.034654451102808,0.1265641954482646,55.05,19.383571677976157,1,R,LL,col-0
113,-25.05,0.0985410620257198,7.274582791799439,28.629295306677975,0.0504649175343824,0.1350526707134361,55.05,19.873692270939,1,R,LL,col-0
114,-19.049100000000003,0.1300693367664052,8.162506014188148,27.57710484940621,0.0749092864340786,0.2249389649870594,43.0491,20.868585845719053,2,R,LL,col-0
