,0,8,20,32,44,56,68,80,92,104,116,128,140,152,164,168,side,alpha,label,condition,condition-side,uniq-condition
p05.rsml,5.002161500000051,22.742203999999948,42.47936650000006,76.31026724999992,103.22770025000004,126.45514200000002,157.2685192500001,177.47219650000008,221.935420875,250.8585552500001,308.29057762500025,358.15538750000013,443.660208,490.3920358750003,500.8160661250004,513.6686255000004,L,50,2,HL,HL-L,hetero-high
p05.rsml,9.902126624999998,15.189033750000004,20.53757074999997,35.294415250000114,41.032234625000015,63.02551862500004,78.2215734999999,85.94559112499991,95.24000037500002,103.93819129250014,111.02307107197493,112.69854256999976,129.14267262499996,144.53765937499975,149.7758706294248,150.12848712942477,R,50,2,HL,HL-R,hetero-low
p07.rsml,6.016324000000018,11.847891620350026,14.270046500000044,21.99796475000001,28.50264700000003,46.91203675000004,59.13971600000003,86.10239624999997,80.0954337500001,107.638527,123.55619749999993,103.65832925000004,132.88181175000005,162.05536625000002,169.78484475000005,174.40318474999998,L,50,1,LH,LH-L,hetero-low
p07.rsml,18.15818950000005,20.54537200000007,28.196838000000056,39.18957937500005,52.27617625000017,70.16288225,111.70921925000007,150.78256000000027,170.55404800000008,193.47256025,212.59498425000015,292.9384977500001,345.5111215000002,388.7908962500002,414.2494955000001,364.48064100000016,R,50,1,LH,LH-R,hetero-high
p08.rsml,5.644204375000002,14.157708499999986,19.62872512499992,25.00924725000006,55.327245124999976,67.21244950000002,75.51531987500007,74.90058137500002,101.99744312499988,138.275596,153.87965624999995,176.0040012499999,193.05051262500004,195.64910899999984,223.6056685000001,242.83965037500005,L,50,3,HH,HH-L,homo-high
p08.rsml,4.591035625000053,8.339536250000048,13.656868249999976,23.74544475000009,33.55941724999995,51.92043924999994,71.98135362500003,104.65220850000009,123.02727275000008,140.697884125,155.63103687500023,179.32811387499993,199.814196375,234.5149365,268.4558348749999,280.95889824999983,R,50,3,HH,HH-R,homo-high
p09.rsml,8.508043249999917,11.321954124999989,30.34998300000009,44.90711550000009,69.56686675,78.02810249999997,127.34760499999996,158.89664012500003,175.53748649999994,182.31209199999992,193.52326837499984,204.5464346249999,199.140168375,222.06024087499992,241.14989962500007,251.304006625,L,50,2,HL,HL-L,hetero-high
p09.rsml,1.7911670000000042,5.546170746999975,7.322771252999999,12.48512049999999,15.793630625000004,20.48920299999999,27.23572399999996,33.28949400000006,49.55119962500001,55.933402249999816,70.45698937499992,99.38558462500006,128.48034649999997,121.53255324999996,129.52805437500004,134.97020637499998,R,50,2,HL,HL-R,hetero-low
p10.rsml,5.424209124999959,9.309231625000018,19.854181249999986,51.61385012499999,68.39121837500002,87.97001550000003,138.63679387500002,158.55104474999985,186.43037187499996,204.64707075000007,226.333765625,247.06246700000003,264.89534437500004,286.17013325,327.09939137499987,327.73909387500004,L,50,3,HH,HH-L,homo-high
p10.rsml,6.662267499999945,9.963756499999995,13.588997374999954,16.7921906249999,35.70320074999999,50.47798812500009,76.48111462499993,100.06741387499996,123.97590474999993,138.0126938749998,151.72261062499987,164.64616137499988,188.10920087499983,203.91297312499995,264.93123012500007,284.23620337500023,R,50,3,HH,HH-R,homo-high
p11.rsml,5.244000250000012,5.630942250000006,6.78552725000001,8.470597249999996,10.7688455,13.366661749999995,15.749943625000038,17.61756287499997,21.557194124999995,40.7318864999999,55.92092025000005,68.94666737500005,79.44714987500004,83.49131787499991,85.52042300000002,86.454232625,L,50,1,LH,LH-L,hetero-low
p11.rsml,45.70206287500004,51.24563112500006,59.33552737500008,79.85047449999999,106.40280900000016,142.26047450000002,147.508375375,163.73809587499963,173.9553929999999,169.2083323750002,172.01054137499997,194.22382062500017,221.2590524999996,254.4705339999999,302.19780137499976,321.1283146249998,R,50,1,LH,LH-R,hetero-high
p12.rsml,27.701458625000026,39.76141099999994,55.183702125,70.51471862499996,97.246481875,122.44295912499996,152.41614175000004,170.55867804187494,188.92911225,210.2998564999999,255.086052625,263.790687375,305.890913125,321.83510787499984,359.0423896249998,349.673088375,L,50,3,HH,HH-L,homo-high
p12.rsml,28.916893374999997,33.09741349480005,38.75817024999999,49.08000412499995,54.19138312499998,63.864152999999845,82.7931059999999,80.78974500000008,96.05367075000004,121.30865737499995,156.8605138750001,173.74475924999984,202.76696949999976,217.6907607500001,233.417300625,244.529401125,R,50,3,HH,HH-R,homo-high
p13.rsml,3.809350375000003,8.249041749999993,14.701455624999989,37.282953875,46.10382725000005,65.39319800000007,89.4959399999999,102.53416912500006,133.33974512499998,185.3748627500001,223.9130377500001,263.3725403749999,292.816018125,300.66251537500005,335.5341028750003,356.32053350000035,L,50,2,HL,HL-L,hetero-high
p13.rsml,2.019743625000011,3.361558625000015,3.823392625000008,21.392587750000043,30.28835312500004,30.394450124999967,45.72468650000002,52.27149549999984,78.15058212499994,85.76382200000013,97.6989543749998,92.7818264999998,94.29058824999976,110.20903887499978,119.43167662499974,128.0661001249999,R,50,2,HL,HL-R,hetero-low
p34.rsml,8.262303875000006,29.967721749999995,49.91551799999999,63.99053324999994,89.68629049999991,106.30295300000004,118.62736775000016,176.23569837500014,225.8961155000001,239.0661857500001,253.1162370000001,273.9104688750001,354.3475973750002,372.19217662500006,384.8145991250003,391.68437987499993,L,50,3,HH,HH-L,homo-high
p34.rsml,7.037507624999966,19.138806624999976,34.70230037500008,71.110734125,91.83085412499996,95.95615512500004,149.2675572499998,188.55465225000015,213.05213750000016,302.08468325,302.2126237499999,331.4938355000001,374.2961737499999,439.1854109999998,443.6165209999998,458.05663475,R,50,3,HH,HH-R,homo-high
p35.rsml,24.860243375000017,31.521730750000025,44.46556475000011,59.77473775000004,81.43022762499996,95.64566537499998,118.88792949999996,145.48941187500003,153.76029712499994,157.89183912500016,145.13913574999992,161.65594225000004,171.59473474999996,183.54312925000005,197.74764524999992,207.96728274999995,L,50,1,LH,LH-L,hetero-low
p35.rsml,26.27226962499993,31.045854499999933,40.36912837500002,66.03680112500011,93.44961350000004,130.36668874999984,171.31388974999996,205.33514100000005,224.910817625,253.90806387500007,279.39942837500007,319.5345192500001,384.73892699999993,405.2445126249999,438.13692299999946,454.107642,R,50,1,LH,LH-R,hetero-high
p37.rsml,5.404706000000004,18.364142500000035,38.491367500000095,59.93856400000003,98.74510199999985,117.0655575,124.46894374999997,133.54959875000003,156.42754450000004,180.8563787500003,220.89317387499997,258.1519438750001,293.1787762500002,334.57922987500007,376.71378112500025,391.2358079999999,L,50,2,HL,HL-L,hetero-high
p37.rsml,5.167548000000007,9.274126000000006,25.74880575000001,47.70932450000001,67.90988124999994,95.26418425000004,129.07714212499997,142.12083212500008,144.09922912499997,184.12276212499975,193.84936062499975,198.369404875,222.05946075000003,226.03497775000005,209.47916499999985,221.32926374999985,R,50,2,HL,HL-R,hetero-low
