,0,8,20,32,44,56,68,80,92,104,116,128,140,152,164,168,side,alpha,label,condition,condition-side,uniq-condition
p05.rsml,1.48691825000002,4.995920500000004,7.164668000000001,14.186573124999994,19.99850437500002,34.635209625000016,63.43586468704999,90.93371068704994,117.82539956204997,146.55197176975005,169.07540906060004,196.47682100090003,233.27843775089983,271.0333672509,311.61078900090007,334.2952637509001,L,5,2,HL,HL-L,hetero-high
p05.rsml,4.689331375000019,7.478278250000002,9.83581599999999,14.236501125000045,17.834437624999982,20.379985500000004,23.274405275000014,26.40933025432499,31.49957520000005,34.530126007375024,37.78503514784999,39.47533292149997,44.37406170439998,47.28782857939996,48.31437337942498,49.80329655067502,R,5,2,HL,HL-R,hetero-low
p07.rsml,1.636702249999998,5.71454887034999,7.197433249999991,10.335095999999997,16.420071000000007,27.88322775,33.00006762500001,38.00534962500003,47.21004450000001,54.19996449999999,61.8951175,64.50853625000008,72.95729000000009,82.44282987500004,89.79394775000003,93.95669475,L,5,1,LH,LH-L,hetero-low
p07.rsml,1.018843250000006,3.014402999999988,7.26686437500002,8.564212250000017,12.542849750000023,19.58581824999996,31.51548975,44.94456149999998,61.22140279819999,88.53482600000005,105.14446737500003,142.08494637500002,165.3693372499999,194.99692449999984,230.90373787499996,245.799444625,R,5,1,LH,LH-R,hetero-high
p08.rsml,2.700792749999993,6.519504624999997,9.300650249999988,11.65949049670001,15.207492443650008,21.856762125,35.33654200000004,45.63809262500003,61.57448612500005,70.03260137500006,77.63700758257502,87.47566854242494,112.43551562499994,134.04628608257494,155.800576292425,172.54414687499994,L,5,3,HH,HH-L,homo-high
p08.rsml,3.0198638750000195,3.637722875000012,6.66460787500001,8.972997750000014,10.743881500000017,15.607180750000037,26.67169362499998,33.59686325000001,45.74731012499996,58.27611762500001,78.23951637500001,99.51742575000009,121.202560375,150.17172212500003,179.35229774999988,192.67449237499997,R,5,3,HH,HH-R,homo-high
p09.rsml,3.1836901249999805,4.597276624999996,6.960275250000027,10.856219500000035,14.483800750000029,21.42925362499996,29.587020749999983,41.30527837499999,56.91089887499999,74.29442424999996,90.89860475000002,104.78404962499998,125.78579475000004,154.95544862500006,182.43145112500005,199.48888425000007,L,5,2,HL,HL-L,hetero-high
p09.rsml,1.2575615000000129,1.950313436150022,2.1812282518000305,2.1968320000000263,3.921688375000031,5.561511125000026,9.600218249999983,15.189033750000014,22.42703350000002,31.535772999999978,40.060978999999975,44.46400450000003,54.78661850000002,64.78314024999996,71.06704712500002,75.46851237500002,R,5,2,HL,HL-R,hetero-low
p10.rsml,1.703012875000001,4.694012124999991,6.901765875000004,10.778987125000004,14.521246749999994,23.784450999999965,34.93165712499999,49.32964412499998,58.11307149999996,71.538242625,85.21227362500004,99.307572125,136.25897287500004,149.31748525,172.48719775,184.547150125,L,5,3,HH,HH-L,homo-high
p10.rsml,1.653864999999996,2.437110500000019,2.6563256250000205,2.970716000000017,3.858498250000026,6.733258875000041,13.03744899999997,22.019028124999988,30.81025674999998,42.06512012499993,57.35166949999997,69.43970637499996,88.86169837499996,115.17609475000005,142.71528737499997,151.8216865,R,5,3,HH,HH-R,homo-high
p11.rsml,0.5726117499999988,0.6880702499999978,0.7754442499999983,0.9876382499999968,1.9643547500000016,3.971616374999983,5.46555574999998,7.702954249999979,10.269565500000008,15.561933499999997,18.29783187499999,22.831918375000036,24.306354625000044,25.554554625000016,27.108953687500023,27.46820125000001,L,5,1,LH,LH-L,hetero-low
p11.rsml,9.881843375000011,9.881843375000011,9.99262112500001,14.738901624999992,20.084318125,24.56613624999996,33.674875750000055,47.06962200000001,64.43052374999996,81.35299525000005,99.28650874999995,116.30727600000002,142.42118024999994,171.98323699999997,209.84348337499983,224.20714487499995,R,5,1,LH,LH-R,hetero-high
p12.rsml,4.7345786249999975,10.30701149999998,12.00690387499998,16.31553425,20.649128624999967,34.987826124999984,50.82046299999996,62.80722014687494,82.169786125,104.41114987500002,125.217083625,145.81004324999995,169.6600247499999,194.38218599999996,236.84595,249.27256112500004,L,5,3,HH,HH-L,homo-high
p12.rsml,1.6109581249999974,3.347302308700004,5.651334093400015,11.22376696839999,18.51793571840002,24.386816093399982,36.10964587499999,49.08000412499992,53.52281599999995,65.33546874999999,78.76688087500006,87.71569474999998,95.116740625,110.36974462500012,120.65959337500009,131.76077212500007,R,5,3,HH,HH-R,homo-high
p13.rsml,1.4518126249999934,2.5377466250000063,5.840015749999993,9.37008137500002,14.969038500000028,23.45757862500001,41.78583537499994,52.24107062499998,72.07574875000002,93.11493987500002,116.98442450000005,137.126471875,163.749017625,203.15547175000012,227.52345625000012,251.25017800000023,L,5,2,HL,HL-L,hetero-high
p13.rsml,0.3432549999999992,0.4711955000000074,0.6880702500000098,3.115039124999985,4.562170999999986,8.77796649999995,12.697314499999958,18.16989137499992,26.94785787500003,32.75978912500001,42.09632512499997,45.16377662499998,51.57640412499998,56.99125175000001,66.5758675,76.14020000000002,R,5,2,HL,HL-R,hetero-low
p34.rsml,2.998800499999998,6.582694749999991,11.35393924999998,14.160048874999973,19.41341062499998,25.929794749999974,40.74748900000001,49.91863850000004,71.18250562499998,88.11511875000005,101.16270937500008,128.47488562500004,159.56520725000004,219.13867275000004,245.12229612500008,256.819490375,L,5,3,HH,HH-L,homo-high
p34.rsml,1.1998322499999945,3.792967749999967,5.389103499999969,7.387783749999976,12.936032749999963,18.638746499999964,36.90537337499993,49.22354712500001,67.83030850000006,101.14398637500008,132.54635800000008,156.3518723750001,194.12630500000012,234.23487162499987,267.0336670000001,284.4257737500001,R,5,3,HH,HH-R,homo-high
p35.rsml,0.4477917499999915,0.6631062499999913,1.7935073750000026,3.810130499999984,7.150625749999994,11.21663724999999,15.861501499999989,22.02838962499998,39.40645412499996,42.58546349999995,49.532476625000015,57.26195512500004,65.270718375,70.386778125,76.08325087499998,79.39254112499998,L,5,1,LH,LH-L,hetero-low
p35.rsml,2.74994062500003,4.015303375000034,5.741720000000054,9.856099250000044,15.152367875000063,21.24826462500007,51.15279625000007,68.79298275000005,106.24366350000004,129.6793986250001,156.62647637500004,199.16435225000004,232.03413900000004,275.2561845,313.84272724999977,343.205072,R,5,1,LH,LH-R,hetero-high
p37.rsml,1.2809652499999955,4.647204625,6.116180000000016,9.771845750000002,17.36558250000002,25.88064687500001,42.8288625,53.66791925000005,66.0266595,84.97901625000009,103.457057,121.577020375,152.59791087500008,180.85403837500013,212.5840625000001,225.761934,L,5,2,HL,HL-L,hetero-high
p37.rsml,0.3744600000000027,1.619539499999984,4.062890999999983,5.587255249999975,9.125902249999978,14.791950124999977,22.332638374999974,31.854844124999985,48.975467374999965,57.26195512500004,64.41570137500005,79.94486962500008,88.73843862500007,93.890384125,102.04269037500003,105.16631087499994,R,5,2,HL,HL-R,hetero-low
p38.rsml,3.189150999999966,11.694073749999967,14.717058124999983,18.522507874999963,31.780732249999968,38.27292126619996,54.88147171439997,63.312282589400034,75.79506271440005,91.91400546439996,110.70721671439998,128.38718958940004,157.33437365790004,197.5225130329001,220.58690865789995,235.94835003290012,L,5,3,HH,HH-L,homo-high
