,root_idx,0,8,20,32,44,56,68,80,92,104,116,128,140,152,164,168,side,label,condition,condition-side,uniq-condition
0,p05.rsml,23.014285272197995,24.27828527219799,27.060509723850746,30.25930641990718,34.22878057379957,38.194749912576825,42.28009004368245,47.53227559720779,52.75217213450946,58.40016976140991,64.04156663486032,70.5614979526577,76.69458749050798,82.2040511857731,82.2040511857731,82.2040511857731,L,2,HL,HL-L,hetero-high
1,p05.rsml,23.302889337343828,25.24110643990438,27.487794464156654,29.46437383266175,30.777019908025,32.673019908025,35.175377158283,38.1935696883047,41.119459652001794,44.36388988353788,47.99055666929296,50.5783342872501,54.1554959956063,57.785335217445926,61.78648619878537,63.39920907021284,R,2,HL,HL-R,hetero-low
2,p07.rsml,24.851495677154134,26.25173719176803,27.96882102321897,28.837821023218968,29.517404719315337,30.22400220020527,31.89864728335293,33.728723763140046,36.39084329582383,39.39699831511342,42.904542003350514,46.53940059757395,50.76471550283076,55.46621470057902,59.94940576694055,62.00492443627927,L,1,LH,LH-L,hetero-low
3,p07.rsml,27.9528238269089,29.438052606152926,32.21180345797864,34.94564200874029,36.77688885985271,40.00215476473555,44.30179611664486,48.23839555598181,52.93123542374448,58.02930589425163,63.76717345058166,70.1545229554489,76.06089016626781,82.58612153929614,82.62562153929615,82.66512153929615,R,1,LH,LH-R,hetero-high
4,p08.rsml,22.008654210687357,23.714029829136265,25.981515905917327,28.992856637219585,32.2525040211038,35.853396828919244,39.97735058143464,44.63844907131102,50.26423027908935,56.25518283698291,61.40451870929535,67.60911640020672,73.78123119867382,80.43520898558005,81.77588344270976,81.77588344270976,L,3,HH,HH-L,homo-high
5,p08.rsml,16.353510984458897,17.943355316461243,20.393629178706032,22.796320378173835,26.269774024514238,30.415496663420146,34.55048441470765,39.705134306749585,44.972694210825495,51.091966667748565,57.03604607831398,63.445400841509745,70.587865794426,77.35011068828928,80.64128424856433,80.64128424856433,R,3,HH,HH-R,homo-high
6,p09.rsml,20.85052558043743,21.928665761489967,24.705059007591107,27.303212717554377,30.035831244881827,33.89904089417761,38.407504282057694,42.134379543308405,45.523466128788236,49.223645327034035,52.950067874196385,56.46756449821751,57.35081134932994,57.439136034441184,57.651850044323,57.79426931970382,L,2,HL,HL-L,hetero-high
7,p09.rsml,12.3768967073656,13.603306508370144,15.509206559588764,16.37820655958877,17.326206559588762,17.502855929811247,19.2907719902177,21.82985706165584,24.85363507268032,27.571373658508637,30.647640120684045,34.20494660748186,38.305450465745224,42.139898074941094,44.94690047964259,46.76561706009156,R,2,HL,HL-R,hetero-low
8,p10.rsml,22.992456936397968,24.16687636743613,26.78462692850951,29.248780917941424,32.38590633286685,36.4930226388233,40.78362250989823,45.18066844025465,50.073646153696124,55.1745950235875,61.0726270599659,66.34622900396526,72.30952369716766,78.86405292462604,84.84473497097935,87.08074353952118,L,3,HH,HH-L,homo-high
9,p10.rsml,17.584706423990955,18.974135988074057,21.123463915563786,24.278689810862787,27.093186080179905,30.58223896442403,34.65926371789771,39.306146270884355,43.65106063574006,50.140677788336276,56.02777870317409,62.15544693337511,68.51348394833194,75.72467035475321,82.75486764395299,83.39788105749894,R,3,HH,HH-R,homo-high
