,hard_latency,mean_growth,A,Ti,kg,max_growth,appiration,depth,stage,side
0,0.0,0.17205817646446858,15.85990595224791,31.207568168949923,0.046712552477560926,0.27254594476818556,0.0,1.2920321106694894,0,L
1,0.0,0.1231855588197265,12.910655247573473,30.781832235852075,0.028431528142226256,0.13503738065822735,0.0,2.309758950147215,0,L
2,0.0,0.1291553454275916,13.6766252740996,36.22980254410272,0.03362322103994558,0.16917016839723378,0.0,3.817407990995607,0,L
3,0.0,0.11987218660618153,11.42033875568575,26.15895610495603,0.05260231426091892,0.2209985152765717,0.0,5.253095530541007,0,L
4,-25.0623,0.1210011799618824,7.931599504208078,19.97729721923774,0.05452832486847236,0.15910669378136139,55.0623,5.627825433270961,0,L
5,0.0,0.1174481761041421,10.89652062159344,29.08118715318747,0.046354529689276947,0.18581704199148744,0.0,6.738396550879993,0,L
6,0.0,0.11452169822445933,11.554327594110733,35.733055278636115,0.038735810904663666,0.16465042150163278,0.0,7.300316287974189,0,L
7,-7.0639,0.0754536993341005,6.044059463074457,21.764327390535428,0.06802299318367085,0.1512481198064299,19.0639,8.868208975068356,1,L
8,-1.0666000000000002,0.05191775656928473,4.543605444573058,24.682118694304858,0.06200029119102658,0.10363342670040869,7.0666,9.211039849407292,1,L
9,-7.0639,0.09020536323491088,7.2341266539207405,16.66878048973428,0.07831991482189106,0.2084317297103178,19.0639,10.864283659945128,1,L
10,-7.0639,0.14956983694073833,13.050476172161135,28.71248114330692,0.048648792151885,0.23356294264105235,19.0639,12.7670866551508,1,L
11,-7.0639,0.12198820551169376,10.212586006409701,27.199862425860065,0.054523869982758835,0.204846203131514,19.0639,14.12806289473282,1,L
12,-7.0639,0.11443820543647466,9.578238435543813,28.764419838231845,0.05472389523764651,0.19282714221175393,19.0639,16.860290847603384,1,L
13,-7.0639,0.12374002960157905,11.909440246002758,38.89878943834534,0.039266293858223646,0.17203498750223326,19.0639,18.15781361548665,1,L
14,-7.0639,0.11878364299442071,9.12807149924668,28.594738907189697,0.05940172719893766,0.19947277260725674,19.0639,19.535545975615392,1,L
15,-13.0515,0.11927757517164599,8.237599761098517,23.37240779167904,0.06485741616443408,0.19654674151446574,31.0515,21.27658580647728,1,L
