,0,7,19,31,43,55,67,79,91,104,115,127,139,151,163,168,side,alpha,label,condition,condition-side,uniq-condition
p13.rsml,1.786486250000035,4.060550625000037,5.639523625000024,11.580175499999982,19.677873000000027,43.19864175000001,68.37171525000004,105.20297675000006,120.82732025000011,137.3347652500001,218.63003125000012,224.9989717500003,272.89220666210025,317.30648225,357.85425925000004,378.99876725,L,20,3,HH,HH-L,homo-high
p13.rsml,2.937950750000005,8.055570750000008,18.68321362500004,31.33138025000013,46.763813,63.782239874999945,84.12243899999999,107.03315000000008,135.8455066249999,158.6828858750002,183.42298999999997,212.43817912499983,262.149304375,298.5850425000001,335.2704206249995,371.62892637499993,R,20,3,HH,HH-R,homo-high
p15.rsml,4.902305500000009,7.392464500000016,18.37974499999995,21.300532999999955,29.696238250000004,46.67487875000003,56.43580274999998,84.94781125000006,109.20345775,134.25171125000006,154.4054605,174.41956737500007,193.29157125,231.14791700000023,253.04602575,265.614619625,L,20,1,LH,LH-L,hetero-low
p15.rsml,2.537746624999995,5.210454875000002,8.439392249999973,13.320634374999974,24.20181787499997,31.81505775000001,40.49394837499998,44.78697624999997,55.81638349999996,89.41324674999996,107.1798135,139.04089862499987,169.7864050000001,212.71200300000007,263.99273974999994,286.6467896249999,R,20,1,LH,LH-R,hetero-high
p21.rsml,2.978517250000012,3.782046000000013,7.83167487499998,13.15446775000002,33.93621762500002,50.94606312500001,73.95350962499998,96.5936895016,134.44440212500004,149.32126511165012,185.336636625,223.088445625,248.92618562500004,285.59830162500015,322.55438312500013,346.5697511250001,L,20,1,LH,LH-L,hetero-low
p21.rsml,3.5573700000000024,6.858858999999992,17.59025849999997,32.771490999999955,42.13611150000006,52.65375674999989,63.42962337499996,71.17470437499986,90.27060412499996,144.626593625,173.85241650000003,251.678466625,243.46219012500015,272.82687524999994,302.13851187500006,312.7989199999999,R,20,1,LH,LH-R,hetero-high
p26.rsml,2.340374999999982,3.46531524999998,5.855618249999935,20.915151250000008,29.42397462500005,43.15885537500006,53.77167587500008,72.60779400000001,86.86535850000007,110.82065687499994,134.5902855,161.97111275000003,183.82319412500013,208.89563149999992,237.44664624999984,249.82488962499997,L,20,0,LL,LL-L,homo-low
p26.rsml,3.5581501250000223,4.150265000000049,5.373501000000015,5.654346000000018,6.728578125000013,15.027547875000057,21.89420812500005,50.69720324999996,58.96808850000005,71.17626462499999,77.93916824999992,87.01748287499994,102.36566212499991,133.12209025,156.50555700000004,164.14610124999984,R,20,0,LL,LL-R,homo-low
p27.rsml,2.66646725,7.016444249999955,8.275565999999955,16.622903499999993,39.89871299999994,67.69456675000005,112.031410875,154.06688624999998,192.7533402328501,219.223700761595,318.1463473502,316.26423525000007,380.9662424999999,426.9538311249997,466.5014878749997,502.1056127499999,L,20,1,LH,LH-L,hetero-low
p27.rsml,5.010742875000049,20.45799800000009,29.514469125000048,36.69942037500006,112.987844125,142.28621862500017,158.96139050000002,221.000051,274.4643576249999,327.9239834999998,378.586081125,425.1665647500001,469.17029550000007,520.2310370000007,585.1241748750002,618.1343841249999,R,20,1,LH,LH-R,hetero-high
p31.rsml,2.7499406250000265,5.515483750000001,9.175830249999986,19.496883999999923,38.29555612499997,67.48471312499998,103.73946225,164.35049400000008,218.64407349999996,275.90212799999983,314.12123187500003,329.98117312499994,386.5776816250001,448.5710948750001,490.0238168750001,537.5186070000002,L,20,3,HH,HH-L,homo-high
p31.rsml,1.6250003750000044,3.9123268749999935,4.775145124999972,7.696713249999961,13.708356499999956,33.89175049999995,63.122254125,72.69906862499994,93.08295474999998,129.354866625,135.84706687499994,150.40497950000005,182.7879682500001,237.69862662500003,277.3757841249999,288.6805754999999,R,20,3,HH,HH-R,homo-high
p32.rsml,2.8817817500000107,6.348657250000004,8.722577625000026,11.18153162500002,23.718920500000024,33.145170875000126,51.90341567430005,75.80630649999999,107.01286675000004,150.51185662500015,187.33999762500017,216.0712212500002,254.6164173750002,302.8023982499998,354.6651082499999,376.32137825,L,20,0,LL,LL-L,homo-low
p32.rsml,6.275325500000054,12.87518300000007,23.266447999999983,29.80233525,40.504090000000005,59.8106235,87.17038737499995,130.5055510000003,196.8817065,208.88080912500007,236.11887349999992,268.06577237499977,295.9146399874504,341.2753485590002,389.09670525000007,412.14159775,R,20,0,LL,LL-R,homo-low
p33.rsml,4.51848399999998,6.596736999999988,10.403746999999989,26.429854875000046,46.57424262500003,66.12885587500004,100.96533775000005,145.346649,175.49379950000014,238.34454516100004,277.21533846867504,320.5447811249999,386.64633262499984,482.30865694527466,556.8555653749995,588.4420464999992,L,20,1,LH,LH-L,hetero-low
p33.rsml,5.86029899999997,17.669831249999973,20.63118574999998,43.19708149999992,62.80240287500007,84.02492337499993,143.49229187500012,222.24435037500024,243.50353675000036,253.6303393750001,282.35766237500025,322.6838838750001,392.6556355,426.96397275,460.0467336250001,484.3671305,R,20,1,LH,LH-R,hetero-high
p37.rsml,1.6086177500000156,6.508582875000024,9.316252750000018,18.151168375000022,31.71832225000003,47.54315787499996,76.49905749999999,99.6874929999999,146.16031937500009,206.9562407500001,258.61221762500014,336.9118036250001,382.5576974999998,419.65576174999967,483.1696386250003,509.508999,L,20,3,HH,HH-L,homo-high
p37.rsml,3.335814500000006,12.227679249999934,43.31722075000005,56.22126837499995,106.85060074999998,142.6045096250002,173.45299250000022,254.82393062500003,305.2285870000002,359.49564193795027,421.5444440629504,487.08040493795,572.5532403129503,611.4120466879502,687.3002663129498,732.9453800629499,R,20,3,HH,HH-R,homo-high
p38.rsml,1.9986802499999925,2.104777249999991,2.5634907499999926,3.70559375,4.863299250000006,10.807851750000014,15.895827000000024,35.56277825000002,57.68400274999995,88.28206549999996,123.74186725,177.09929674999995,203.47376275,215.33790374999987,223.73360899999992,224.76727462499997,L,20,0,LL,LL-L,homo-low
p38.rsml,6.19731299999996,11.062172499999964,16.788289999999925,25.285411499999988,36.463042499999936,45.445401750000016,64.63556213145003,83.82599150000004,112.92075337500005,136.96966674999982,155.4539485,180.97495775000004,226.84318725,245.6075338749999,261.1725878750002,269.43645200000026,R,20,0,LL,LL-R,homo-low
p39.rsml,3.682970124999998,3.789067124999996,3.938851125,6.528086000000014,8.953494624999994,23.592540249999992,62.31950550000008,84.79178624999999,135.970326625,158.20622950000003,179.47945812500015,196.3449805,222.61881037500012,269.4738980000001,294.45116012500006,305.10220675000005,L,20,1,LH,LH-L,hetero-low
