,0,7,19,31,43,55,67,79,91,104,115,127,139,151,163,168,side,alpha,label,condition,condition-side,uniq-condition
p13.rsml,1.381601375000015,1.6936513750000135,2.595475875000007,4.988899375000004,11.80563100090002,24.97726212500002,41.01351162500002,61.85221062500001,69.70102234985002,96.81741312500009,120.04329462500014,157.3644746250001,208.253588625,251.95314114829975,298.938439125,322.1768026249999,L,5,3,HH,HH-L,homo-high
p13.rsml,1.131181249999997,1.414366625,1.9542131250000008,5.968736375000025,22.37242475000004,34.46046162499999,64.17074212499999,76.50919912500002,106.253025,130.4548428750002,149.09280925000002,174.59665574999983,212.10818624999996,241.4876937500001,281.8466804999998,309.11048899999986,R,5,3,HH,HH-R,homo-high
p15.rsml,2.455053375000001,4.7993290000000135,5.657466500000019,9.136824000000002,15.966038249999997,39.25276950000003,48.401295375,65.47121050000001,78.48759612499998,89.52948537500002,106.32582033605006,127.865608,147.77673837500006,169.59371412500013,211.21572325,221.33628487499996,L,5,1,LH,LH-L,hetero-low
p15.rsml,0.659985749999997,2.1437834999999907,4.428769624999975,9.248381874999977,14.455716249999996,16.089298000000014,21.617263750000014,23.167372125,33.53757375000001,48.409096625,65.006256,96.3953654999999,131.35042637500004,166.17052562499995,207.71452225,230.6868631249999,R,5,1,LH,LH-R,hetero-high
p21.rsml,1.170187499999978,1.84265524999998,3.0206439999999724,6.490640000000004,12.24484199999997,23.791472124999974,37.83840287499997,58.84793583184998,82.57158170500003,95.55666416003734,125.02417100823736,152.49281243500002,174.68119571190007,201.77699181115003,231.3078435611501,253.56480981115007,L,5,1,LH,LH-L,hetero-low
p21.rsml,0.9494121249999948,1.9042851250000008,2.662566625000004,7.096797124999991,9.44341312500003,15.038469624999989,21.72180049999999,30.981884249999936,45.71327795199993,66.36819011170002,90.59279575000004,130.38697199999996,138.2982196250001,181.2253778749999,207.39077037500007,223.45900499999988,R,5,1,LH,LH-R,hetero-high
p26.rsml,0.817570999999992,0.9377102499999896,1.444791499999981,6.010082999999995,11.92343050000001,17.088638125000024,26.015920550000068,38.60901035000003,58.48066640000007,77.17121320000003,98.13270293885007,122.16367437499996,145.66572012500006,166.7306553749999,187.8486391249998,197.08219862499988,L,5,0,LL,LL-L,homo-low
p26.rsml,0.7130342500000033,0.8815412500000015,1.9534329999999829,2.2818656249999933,4.369480125000013,10.24772200000001,17.166650625000045,27.061756125000013,38.312718875,48.46214512500001,50.446003000000005,62.99275337499998,81.78986524999998,100.73442074999994,123.137270375,135.61692999999997,R,5,0,LL,LL-R,homo-low
p27.rsml,1.365218750000012,4.178349499999985,5.591935999999979,10.4006265,20.80593374999997,34.96910312500002,63.75727587499995,91.397104625,116.26442435785,141.21900201159502,210.66873015721544,238.92902742534037,286.11179875534026,322.0417493896402,349.00286938964024,376.8884375146403,L,5,1,LH,LH-L,hetero-low
p27.rsml,1.180329125000033,4.862519125000027,6.88460312500002,11.891445375000034,23.620624750000022,52.86048987500002,93.83655549999996,121.45376062500002,153.91788237499992,201.47898312499996,239.491353875,287.0313912500001,335.997497125,420.6012732500005,462.784972375,491.0777657499998,R,5,1,LH,LH-R,hetero-high
