,0,8,20,32,44,56,68,80,92,104,116,128,140,152,164,168,side,alpha,label,condition,condition-side,uniq-condition
p14.rsml,2.1484642499999858,4.240759499999998,11.762724750000014,16.37482343794999,21.261526750000023,25.28229099999998,41.41969650029999,59.40989918764995,78.9369481249999,103.900948125,119.01118924999996,144.88247462499984,170.30284774999998,193.424972625,212.2907355,232.88603550000005,L,10,3,HH,HH-L,homo-high
p14.rsml,2.5026409999999952,7.799689750000004,10.206375375000036,13.93771325000004,19.31043412500002,31.38676912500008,44.09266500000005,59.61715250000006,75.03086225000001,97.91270862500004,114.33941724055003,144.9105591802016,158.0161730063016,176.17796918020167,199.39916993020168,213.4429801802017,R,10,3,HH,HH-R,homo-high
p15.rsml,1.048487999999999,2.9363904999999866,6.581134500000006,13.972038749999962,19.98836274999996,33.79735537499997,48.92007849999993,75.82893012499996,87.24605949999997,101.61596199999995,118.791194,144.81070312499992,166.52860299999998,205.045714625,252.52178175,264.40854637500024,L,10,2,HL,HL-L,hetero-high
p15.rsml,6.629502250000007,9.792128999999992,14.688456870199996,17.691930318950003,18.93987474999997,23.04879312499999,29.38730874999994,34.13358924999996,42.41617637500003,47.38401237499994,51.34548712499999,57.537339249999945,63.53416012499998,70.61327337649996,74.20210373740622,75.98105429195621,R,10,2,HL,HL-R,hetero-low
p16.rsml,0.720835499999998,1.641383000000003,2.100096499999996,3.217235499999988,6.1341228750000045,12.470298125000031,32.20043949999999,47.02593499999998,56.68544275000003,70.16054187500004,76.66444399999993,95.60119825000002,101.81723424999991,117.07257862499988,130.23718799999995,144.30362187499998,L,10,3,HH,HH-L,homo-high
p16.rsml,1.8434353749999977,2.920007874999976,4.452173374999967,5.041947874999971,7.667068499999984,18.503004749999928,30.31097674999996,39.92211674999995,56.87267274999992,81.70873224999997,96.6762105,105.99402350000004,116.82995975000004,131.49968113819992,146.11897274999993,155.1590612499998,R,10,3,HH,HH-R,homo-high
p17.rsml,1.344935499999977,6.737159499999985,7.73415924999998,8.388684124999982,10.450554499999962,13.763745374999994,24.470180874999997,32.29483462499992,42.17433762499995,50.1495554999999,56.25637399999989,66.60317187499993,72.9354464999999,85.57503174999988,94.32179324999991,103.54287075,L,10,1,LH,LH-L,hetero-low
p17.rsml,2.9083059999999943,4.006722000000016,6.524965500000009,12.539729250000018,16.26716649999996,23.86246350000001,36.871828,54.065783,85.907365,110.259747,139.60861867919996,172.27344349999993,212.6683159999999,247.7396154999998,285.12944649999986,301.29363649999965,R,10,1,LH,LH-R,hetero-high
p18.rsml,2.064990875000001,4.477917500000007,6.830774499999972,10.477858875000017,17.558273374999995,26.455599000000028,35.43093712499997,51.378252375,62.36787324999999,69.19552724999994,83.71287337499997,100.29443025,121.74162675000004,142.81670362500006,161.43750724999978,184.0517707499998,L,10,3,HH,HH-L,homo-high
p18.rsml,4.860178750000024,10.097157874999992,12.80575187500004,24.861803625,33.38388912499995,44.41875724999998,64.97349075000001,86.55876937500003,102.501403875,111.90269025,128.76665237499995,141.81892375000004,166.08783237500003,186.312573,211.669756,219.9819878750001,R,10,3,HH,HH-R,homo-high
p19.rsml,3.2515610000000184,5.283786624999999,6.697373125000005,8.101598125000024,10.095597625000012,18.082013414250024,36.323264071200015,52.35861986000005,68.66426212500009,79.61097612500006,92.27084462500002,107.171232125,135.17479696470002,161.3306301250001,179.46307550000003,192.16585087500007,L,10,2,HL,HL-L,hetero-high
p19.rsml,3.030005500000004,6.111499250000021,9.077534499999992,11.587196624999978,17.611321874999966,27.337920375000024,32.77617174999999,42.34648515632499,54.50029421404999,70.62549637499995,86.330972875,93.10167775000002,99.7850086249999,107.05811399999988,117.09208175000003,118.92615562499998,R,10,2,HL,HL-R,hetero-low
p20.rsml,1.6257804999999927,1.909745999999988,2.574412499999988,7.543808750000021,14.30749250000006,26.009367500000117,35.072859750000035,45.241009,68.54490300000006,81.00815035525001,110.75350003998716,135.72829440399997,164.59545325000008,205.0597590593501,237.9139433093501,251.8781808093502,L,10,3,HH,HH-L,homo-high
p20.rsml,2.766323250000005,9.295969500000036,12.644266000000064,29.16887375000008,33.54069425000011,43.88671200000011,45.29561775000006,65.9743911250001,125.25843025000007,156.94476737499994,215.772433375,273.85820049999984,321.771137625,356.5389684999999,407.7736778749998,427.5701298749997,R,10,3,HH,HH-R,homo-high
p21.rsml,2.6805094999999803,8.349677875000005,12.198034500000013,18.765906874999985,27.193597249999947,39.591343749999965,49.67289912499997,61.96532875000002,71.92674487499997,82.01844187500001,89.30871000000006,95.250142,107.0425115,112.52601012499991,128.8095592499999,142.68876312499995,L,10,1,LH,LH-L,hetero-low
p21.rsml,1.4432312499999842,3.3919834999999825,6.993040499999963,8.71945712499997,9.73049912499996,16.878784499999963,32.18717737499995,59.02581774999998,82.95147137499993,105.88636624999998,127.87184899999993,153.17364312499998,184.57289425000013,226.99141099999989,247.34799275000012,259.752760375,R,10,1,LH,LH-R,hetero-high
