,root_idx,0,8,20,32,44,56,68,80,92,104,116,128,140,152,164,168,side,label,condition,condition-side,uniq-condition
0,p14.rsml,23.685572748920023,25.06750834799836,27.65305952823387,30.85659184290034,33.482673524798294,38.04050508808027,42.688496379046576,46.88868169485442,51.538562818808344,56.888609525739184,62.3792284597046,68.55264455244087,74.15482607401893,80.54912713668115,84.6343403536722,84.74606322509968,L,3,HH,HH-L,homo-high
1,p14.rsml,27.269004716460437,28.61432623936862,31.110842409558725,34.32120358275147,37.25210643991688,41.71213319710984,46.000756258324145,51.71694418659099,57.168516620302206,62.820810653782246,68.26358783589129,73.68423933997965,78.90362292427389,85.47270569287318,88.61370213402941,88.72542500545688,R,3,HH,HH-R,homo-high
2,p15.rsml,13.855803690393147,15.519030448835906,17.99275244210839,21.166588124261345,24.853766305222475,28.81725377871665,33.24085643152698,38.11536844986923,43.20576133719472,49.30184153391875,54.1569025417835,60.92500637349776,66.05568384421584,71.56487365965779,76.94608344184118,79.3086716573003,L,2,HL,HL-L,hetero-high
3,p15.rsml,20.108919145111436,21.72370335931537,24.05528807148493,26.429559513051913,29.651218789019087,32.862884159979245,36.06117841957901,39.66862103843307,43.608260173280065,48.44642878756249,51.95069411087325,55.685423351310575,59.2421705503992,63.57018649192588,67.2395604864473,68.86818720856628,R,2,HL,HL-R,hetero-low
4,p16.rsml,9.81977377503523,11.243966528843506,13.31419076220293,16.20299640222971,19.15291013478111,22.996089598173672,26.572297048452775,30.85180690087367,35.18271450935866,39.608901275834995,44.169029041248876,49.10750853726002,53.57698072819581,58.49265778478619,63.175425889376946,64.83442588937694,L,3,HH,HH-L,homo-high
5,p16.rsml,13.293328934606638,14.589067520434956,17.37528582914024,20.885653820183073,23.660490544414245,28.19079320517881,32.818167265643574,38.06701402788876,42.6697014829286,49.147504163882566,54.60504240377613,59.86240004701646,65.53770646194934,71.76470531646373,77.08030760081643,79.18068321926533,R,3,HH,HH-R,homo-high
6,p17.rsml,21.423675091180613,22.9329679719695,25.035763373334074,27.896447076577054,30.00812756850759,33.458474203211566,36.94189321323341,40.78901050634006,44.51072062310626,49.06594728186282,53.42190279079635,58.487768166030875,62.29142184412216,67.65545363674075,71.96661546983331,73.24289952912419,L,1,LH,LH-L,hetero-low
7,p17.rsml,19.317434325503605,20.64171564002858,22.818871008610746,25.85156571122085,27.910484073336438,32.28011900090627,36.40926234486475,41.624017213155184,46.99342365840167,53.27593320772642,58.864294644178486,65.22529335873267,71.44000358856817,78.08444273534258,84.63215636746102,86.69222432750506,R,1,LH,LH-R,hetero-high
8,p18.rsml,17.391211631050894,19.190966067214877,21.84899556280226,24.977927999683683,28.31858332524128,32.56846277359726,37.066508404997535,41.87678631890759,46.92181977437128,52.88499986960575,58.37417604931455,63.82918182383028,69.47026871362277,75.43918304918344,80.92391693044857,81.51112664596765,L,3,HH,HH-L,homo-high
9,p18.rsml,17.701327417798854,19.00063126986734,22.56649219956735,26.277554458347872,30.17086597142952,34.90100556996785,39.616108376563794,45.139193568169894,51.073643379880714,57.87326750552178,62.934510880424824,68.79591530523804,74.64665384655581,80.52791506188967,85.20948793282349,85.35190720820432,R,3,HH,HH-R,homo-high
