,0,7,19,31,43,55,67,79,91,104,115,127,139,151,163,168,side,alpha,label,condition,condition-side,uniq-condition
p04.rsml,3.247660374999996,3.4973003749999947,9.655607124999984,24.978042249999987,42.810139500000105,69.72602910070006,85.97656817247508,102.509205125,114.41781324999988,132.32870312499995,159.74120344999994,184.5956739000001,230.4479888500001,272.10042285000026,310.8571888749999,333.8739968750002,L,10,3,HH,HH-L,homo-high
p04.rsml,3.935730624999985,8.206134874999995,13.785588875000007,20.710758499999947,33.273111375000006,47.987049000000056,63.31182450000004,95.51928512500004,113.09940199999998,142.34784849999986,163.95731100000012,202.79427387500004,277.8735038750002,316.97882975000016,345.7771441249999,367.1276051249999,R,10,3,HH,HH-R,homo-high
p05.rsml,11.977259124999968,18.989022624999947,19.836985422700007,28.6968650477,34.82288086370001,55.19693117269997,91.02963267269996,116.81744467269988,141.8508757977,171.2842119227,193.3087009227,227.68412892270004,248.5867981727,284.7338900477,310.5302834226997,362.4452617976998,L,10,0,LL,LL-L,homo-low
p05.rsml,7.259063124999981,10.38034324999998,12.235480499999976,20.653809374999977,34.01423012499998,47.26621349999998,64.62009412499997,84.77930425000007,108.66127087500008,132.002610875,157.9526888750002,175.7122345000002,192.93193362500023,208.61478650000024,222.76703412500012,234.48607187500025,R,10,0,LL,LL-R,homo-low
p06.rsml,1.0562892500000096,1.378480875000017,3.883462250000038,6.155186250000058,10.075314375000044,20.67877337500003,40.37224887500006,53.36055000000002,76.92422562500005,99.26154474999989,129.13253099999986,154.51779849999986,183.1546269999999,228.23336999999975,288.22888312500004,301.2842749999999,L,10,2,HL,HL-L,hetero-high
p06.rsml,2.9363905000000026,3.0393669999999995,3.523044499999989,6.047529000000013,10.402966874999994,15.5307285,29.608084124999948,40.99868924999991,49.172838999999925,57.05600212499999,80.99023712499992,94.90376649999996,109.2905743087499,129.16296117984996,138.15545674999993,146.7344913749999,R,10,2,HL,HL-R,hetero-low
p10.rsml,2.2436395000000418,8.795129250000034,18.131665250000008,25.518668875,40.95864075300006,67.56870450300002,88.01318153252495,112.9220524391499,148.59821,177.10943837499997,211.67911750000013,255.2888851250002,314.75469337500016,376.01634687860025,431.8842216450941,467.0819010830439,L,10,3,HH,HH-L,homo-high
p10.rsml,2.2779650000000267,4.980318000000066,9.442633000000052,18.872784000000085,24.516208250000098,40.52125275000008,56.936642999999954,70.53266149999995,94.88504318795006,117.79185356295,149.38847631295005,181.91933806875,217.9629064200999,271.41406856295004,309.1331123129498,332.7334538129499,R,10,3,HH,HH-R,homo-high
p11.rsml,3.7968683749999967,8.301310124999985,10.578495000000007,14.598217783124978,20.76224675000004,27.963580625000027,57.87123275000006,76.45927112499999,92.58601512500002,114.11976805399996,139.72740862500007,158.0149283396749,187.39123748320003,213.3172918458749,247.25359762499983,257.7532999999999,L,10,0,LL,LL-L,homo-low
p11.rsml,3.2382988750000283,5.762003250000001,8.02124524999999,12.299450749999975,22.494124249999963,34.87158749999995,58.07874600000005,74.80540612499993,87.96221425000007,113.2273425,167.240742134575,192.0347663152252,211.9490171902252,236.6532355652249,256.934145190225,272.25345981522497,R,10,0,LL,LL-R,homo-low
p17.rsml,3.217235500000027,4.536426875000012,7.233319000000037,10.299210249999982,18.860302,32.464121749999975,48.37578372724995,84.69349049999994,122.261970125,157.69914824999998,186.07619512500003,218.78605625,312.6936031250001,358.46431700000005,402.158338125,420.47411287499983,L,10,0,LL,LL-L,homo-low
p17.rsml,3.000360749999989,4.825853250000001,11.466277250000026,17.420191250000038,21.18975525000001,38.37434875,63.01693725000016,79.08751225000007,103.28230899999996,146.14081625,165.45359075000002,186.50058312499996,217.3599877499999,249.05412612500004,273.94089374999976,287.52130974999994,R,10,0,LL,LL-R,homo-low
p22.rsml,0.7918268750000006,6.895524875000008,14.657768625000053,29.030791625000035,42.71028350000005,58.936103375,91.661567,136.25039149999995,188.26678612499984,227.69898437500007,301.02917412499994,357.76064424999976,444.6143008750001,489.04710037500047,536.7704671249994,564.0249141250002,L,10,3,HH,HH-L,homo-high
p22.rsml,3.2890069999999936,5.50768249999997,15.652427999999968,30.31409724999991,46.48140774999998,85.48219687499983,122.283813625,168.6700461249999,212.08868312500007,268.0033623749997,329.9374953304748,393.175978875,479.3072397500001,541.1282453750005,609.8502367500004,682.4962568750011,R,10,3,HH,HH-R,homo-high
p23.rsml,0.0,1.243519249999995,2.043927499999992,3.4099263750000226,13.887785250000077,20.80671387500009,32.80893700000006,38.85256537500004,53.87621262500008,69.85785337500003,87.54874800000007,113.06741687500018,138.77565612499993,160.89454024999998,178.73287849999997,197.178154,L,10,0,LL,LL-L,homo-low
p23.rsml,1.6195394999999757,1.719395499999982,3.0502887499999773,6.485959249999956,12.827595374999996,28.751506874999997,45.66929762499993,61.034639625,78.19894987499993,91.04760862499988,104.55079224999992,118.41985449999984,136.55151974999987,152.87017449999993,166.58633224999994,179.22435725,R,10,0,LL,LL-R,homo-low
