,0,7,19,31,43,55,67,79,91,104,115,127,139,151,163,168,side,alpha,label,condition,condition-side,uniq-condition
p04.rsml,4.018423875000004,4.956134124999984,11.382803874999992,39.30425774999999,48.56590175000011,74.17818562500003,92.71239537500004,107.30853412500004,123.36038612499998,151.48857312499996,183.86407267499996,244.4192474750001,306.695378025,318.34514067500027,357.5905769999998,382.8307412500002,L,20,3,HH,HH-L,homo-high
p04.rsml,5.317331999999945,11.85321924999995,18.964838749999924,33.07261924999991,45.04831812499992,59.36595224999998,112.01892887499992,136.08032424999993,172.87960062499988,209.9667431249998,279.7863703750001,311.0982475000002,395.006152125,416.5539847500002,540.24748425,562.7447290000001,R,20,3,HH,HH-R,homo-high
p05.rsml,17.27508799999991,25.723061624999907,29.595602124999985,46.95416349999997,53.424751166999954,101.161149125,135.121550625,178.21409537499989,206.84858350000007,295.7492881249999,324.8440499999999,347.9178071249999,368.11446325,392.0892647499999,402.2753568749997,418.9723722499998,L,20,0,LL,LL-L,homo-low
p05.rsml,9.657947499999944,13.333116374999946,15.792070374999923,24.056714624999923,43.84068462499993,57.79322024999996,81.23987712499996,97.177830875,122.98826650000008,140.11903137499996,168.16998600000016,194.3884270000002,214.65373412500037,234.92996300000013,251.51308012500013,260.50714125000013,R,20,0,LL,LL-R,homo-low
p06.rsml,1.6725880000000115,1.9947796250000192,4.49976100000004,6.503902125000065,10.805511375000048,26.395529375000024,54.27407637500004,68.02533974999999,94.06825262499994,122.26040987499984,152.8787558749998,199.7822112499998,233.2386519999999,253.6365803749997,308.5589406250001,328.04646312500006,L,20,2,HL,HL-L,hetero-high
p06.rsml,3.295248,3.398224499999997,3.93807099999998,6.53744750000001,12.025626874999942,18.40314874999999,33.426015874999926,45.00541124999993,57.29237999999993,79.96281250000003,95.9982818749999,108.36716374999992,128.65457712109998,138.60975443045004,153.9327047499999,161.2370151249998,R,20,2,HL,HL-R,hetero-low
p10.rsml,3.810130500000069,12.078675375000053,22.756246249999997,34.37386774999997,52.59134675000008,108.57623724999996,136.87033202952497,161.84759181414998,182.16049436540004,206.1183865,247.33863125000016,291.0310921250003,343.44379025000035,400.94626602580047,489.58045145024414,540.8715844580437,L,20,3,HH,HH-L,homo-high
p10.rsml,3.6946720000000495,6.740280000000103,11.577055000000083,21.14450800000012,27.34962225000013,41.22024475000008,61.44264499999996,80.63684049999986,126.33968318794996,148.33140693794996,187.71445731294995,252.18320718795,271.8883845629498,334.44972881295,359.4355723129498,385.8428035629499,R,20,3,HH,HH-R,homo-high
p11.rsml,4.570752374999996,14.370682624999985,19.85964212499999,31.651231499999955,38.43675875000003,48.0073322500001,76.00055762500011,114.16505274999994,142.31274287500003,169.72321487499997,187.61148112500007,205.16975449999995,226.03497775000005,256.95367187499994,291.9368172499998,309.3819724999999,L,20,0,LL,LL-L,homo-low
p11.rsml,4.165087375000022,6.345536749999996,11.221317999999997,16.61354199999999,27.34572162499998,49.37489137499998,120.89285075000028,161.85019337500003,191.28430962500008,191.86082200000013,214.5559769733001,243.69076675000017,265.08257437500026,294.19839962499987,310.91023737499984,320.80300249999993,R,20,0,LL,LL-R,homo-low
