,0,7,19,31,43,55,67,79,91,104,115,127,139,151,163,168,side,alpha,label,condition,condition-side,uniq-condition
p62.rsml,6.881482625000028,12.538169000000002,17.40770925000002,25.78157100000004,37.46940374999991,52.137313999999854,67.889598,81.61355700000021,100.63768525000008,128.5053105,131.77871500000006,144.4931922500001,173.28760600000004,174.33999462500012,193.1238443750001,201.3182773750001,L,50,0,LL,LL-L,homo-low
p62.rsml,2.788946874999987,3.1602863749999828,4.396004374999974,4.909326624999991,9.515964749999991,15.112581499999973,28.993345624999915,46.57580287499992,59.686583625,79.88948075000012,111.82935849999993,136.54293837500003,161.08021,181.7878479999999,208.467342875,213.59198400000008,R,50,0,LL,LL-R,homo-low
p71.rsml,7.686571624999987,16.07369549999994,47.81464137499994,72.06872762500001,95.193192875,181.78238712500004,253.0351039999999,343.6692463750002,328.182985,348.98813862500003,379.10720462500007,403.543840125,454.3206161249998,487.1287729999999,544.5217891249999,571.6545366250002,L,50,3,HH,HH-L,homo-high
p71.rsml,15.895826999999972,49.887433499999865,104.95957775,143.70370574999987,199.20803925,263.01290274999985,275.9504957499999,288.506607625,297.437478625,306.30671974999984,347.33739412500006,449.20767687500006,504.8836378750004,579.9667685000003,563.8876121250005,582.7260706249998,R,50,3,HH,HH-R,homo-high
p72.rsml,24.23614337499996,39.276953375000026,55.63383424999998,111.17483362499996,169.76846212499987,199.00208624999996,213.5194323749999,301.32718187499995,383.88078949999993,459.35320250000007,477.21884512500014,435.7786051250001,459.7729097499998,408.63181537499975,451.9131503749996,443.5970178749999,L,50,1,LH,LH-L,hetero-low
p72.rsml,41.99568900000013,53.88947475000006,77.28698375000008,154.35787287499988,199.66441237499996,282.8889275,367.9404953749999,387.2922761249999,451.3584815,497.9046396249998,544.4437766249999,706.5248870000005,746.7551531250007,786.9877596249999,829.5435783749997,870.8160914999999,R,50,1,LH,LH-R,hetero-high
p76.rsml,23.253185875000003,22.70319774999994,23.324957374999972,44.56698099999998,56.84068762499996,58.12165287500004,69.14403899999984,83.5630893749998,113.27024937499992,127.92957825000016,157.42766475000008,175.52812500000005,189.93157287499977,212.07464087500017,243.22815262499992,263.0409872499997,L,50,1,LH,LH-L,hetero-low
p76.rsml,31.3212386249999,48.96766612499987,73.83337037500007,126.482446375,173.20257237500016,237.11431299999973,295.97864487499976,375.2877126249997,428.1443018750001,487.1435953750001,516.71267325,598.1663046249997,675.4834486316,715.7129377520996,754.7771797481997,793.4292529981998,R,50,1,LH,LH-R,hetero-high
p80.rsml,2.770223874999996,5.146484624999992,13.370562375000045,25.557790271450003,53.81848337500004,65.52971987500005,98.52276637499996,139.19848387500002,162.50861887500002,223.6017678749998,255.898942875,283.1955166250001,320.683227568375,362.38756562500015,413.981912625,454.326857125,L,50,1,LH,LH-L,hetero-low
p80.rsml,5.576333500000054,33.415874250000044,88.0480280000001,131.08206337500005,167.0770308749999,229.28201745754995,270.6386243191284,303.8095393191285,355.12616212499967,401.0411991250001,426.0130003750003,477.0544350294504,568.4256663407505,664.6373723168504,746.8329025668509,772.9920540668505,R,50,1,LH,LH-R,hetero-high
p87.rsml,8.605558875000032,28.70547950000004,43.88437162499995,55.68220199999992,71.21527087499996,108.273080675,126.45092932499992,205.07629552499995,303.265012375,373.546473625,414.25495637500006,462.4939857499999,510.7033703750005,542.88742725,606.811649875,636.4571800000001,L,50,1,LH,LH-L,hetero-low
p87.rsml,38.77065225000011,49.66587800000015,70.48429374999994,90.88534262500016,127.92567762499982,159.07294837499992,193.92425262499992,234.155298875,290.81031675,336.24089612500023,488.41909974999993,482.9558843749997,564.1419328749997,622.0888377499998,659.8359660000001,688.769242,R,50,1,LH,LH-R,hetero-high
p90.rsml,10.539488750000016,15.959017125000011,34.44095850000001,66.9971350000001,94.7243377500001,123.63264975000008,146.52463775000018,665.784419125,826.2842161249997,1007.8996565000002,1134.1972132500007,1234.7249008749998,1349.2956186249996,1481.046249125,1639.149502125,1691.6932612499993,L,50,6,MM,MM-L,homo-medium
p90.rsml,20.43381412500006,45.30263887500001,57.279898000000045,106.684434125,149.577266875,190.1422066250001,228.7357704999999,245.4678915000001,276.9100494999999,312.63197325000004,330.0833694999999,373.5254102500001,462.9761029999997,492.29866137500017,567.4309398749996,598.4494900000007,R,50,6,MM,MM-R,homo-medium
p91.rsml,7.651465999999971,24.210399249999924,55.83822699999994,126.00422974999996,142.70061291169986,206.97723172940024,249.16732148237512,280.4947238750001,326.3855770000001,394.1066680000001,434.98053724999977,488.1101702499999,528.6501460000002,582.5892778905999,622.926465035644,686.4865964580436,L,50,4,LM,LM-L,hetero-low(medium)
p91.rsml,5.629381999999978,8.188191999999972,12.932912249999909,52.4649664999999,90.2745047499998,156.92292387499998,240.33778949999984,359.2865687499997,454.1521091249998,589.2471354999997,612.3146516249996,622.1847931249997,657.6430346249998,700.1965130000002,720.3190572500002,733.0584985000007,R,50,4,LM,LM-R,hetero-medium
p94.rsml,3.535526499999991,6.28780750000001,11.85165900000004,38.826821249999966,51.291658499999976,70.98825449999998,108.0207882499999,133.8772512500001,144.778718,186.75412375000008,227.7730962500002,276.1829730000001,345.5938147499998,402.48052975,441.4446529999999,473.37204875,L,50,6,MM,MM-L,homo-medium
p94.rsml,6.595176750000008,26.031211000000003,55.20476549999994,98.123061061925,178.5690522499999,276.0987195000001,322.61835337499963,369.8525817500001,393.74625025000006,430.3489351249999,467.3471433750001,482.1008673750003,509.3662361250002,598.5360838750004,619.390385375,640.3180186250004,R,50,6,MM,MM-R,homo-medium
p95.rsml,18.507685500000036,39.65999474999998,64.93994537499992,115.82281837499988,123.01557087499997,153.29690287500006,170.01576175000008,246.02178024999984,306.025094625,344.1856891249999,396.2481111250001,413.320366625,458.7673286250002,567.9075962499999,629.2386833750006,656.8574487500008,L,50,4,LM,LM-L,hetero-low(medium)
p95.rsml,12.205835749999926,32.59206225000001,46.41587725000005,101.27192687500002,144.03603900000007,203.39887075000044,257.46075312500017,341.14710225,385.179697625,416.48533375000034,462.09534187500014,522.4224081249997,628.7152194999999,718.5981014999998,704.2367803749994,729.403612875,R,50,4,LM,LM-R,hetero-medium
p98.rsml,7.568772750000044,16.188373875000035,29.34596212499997,43.36714874999994,88.92176800000006,144.60162962500004,225.45378462500005,300.6164880000001,361.3726230000003,406.303922375,460.305735125,495.3095853295501,559.2567901249996,585.838844267,642.0116699999994,652.8000186249999,L,50,6,MM,MM-L,homo-medium
p98.rsml,8.302090249999997,16.813254,44.29393724999987,80.20075062499991,163.84965375000013,231.2462127500002,253.0850319999998,266.703674125,292.35652450000015,323.8610924999999,337.81025174400014,369.9082244256567,390.43539974999993,422.1451406250002,449.407388875,464.89677075000014,R,50,6,MM,MM-R,homo-medium
p102.rsml,4.786066874999978,20.461898625000003,58.53121850000001,111.58673962500004,205.38974975,229.80454174999997,350.1403832500002,399.9825695000002,471.94285975,554.8069571249998,620.01682575,868.3930232500002,897.9972067499998,930.43168375,922.9502850000003,949.9566522499998,L,50,6,MM,MM-L,homo-medium
p102.rsml,23.428714000000085,27.196717749999998,32.13334875000002,39.82538124999999,45.573342249999946,56.95692625000006,140.116691,194.90486975,232.82518574999972,342.6644453749999,383.5554773749999,392.60492737499976,400.4381624999996,415.99463512499983,401.02715687499983,420.63169812499984,R,50,6,MM,MM-R,homo-medium
p103.rsml,7.266084249999999,9.00264249999997,42.09164437500002,96.21749700000004,136.54137812499997,161.88295862499993,171.02836399999995,197.40751075000003,229.97148850000036,273.5898375000002,302.31404000000003,353.7055545000001,377.77709149999976,412.57222675000025,461.9143528750005,477.3226017500001,L,50,4,LM,LM-L,hetero-low(medium)
p103.rsml,9.177390500000024,14.978400000000018,59.48297100000004,80.72499462500002,148.16134,228.401096875,283.50210575000006,322.3741742499998,375.80883612500014,428.8698181249995,464.78911350000016,510.5278422499998,559.5360748750002,616.3915848749997,658.448123625,687.1738863749997,R,50,4,LM,LM-R,hetero-medium
p106.rsml,7.529766500000026,15.160169125000069,39.36978825000003,46.63821287499997,84.41810637500001,96.39458537499992,145.25615449999987,188.2254395000001,229.51199487500003,253.7723221250001,315.6658793749998,347.9310692499999,395.4633053749996,420.7073702499999,418.9107423749999,456.4589387499996,L,50,6,MM,MM-L,homo-medium
p106.rsml,6.674749500000014,33.11786650000007,39.48836725000003,42.06434000000003,110.35648250000004,169.77158262499992,259.73871812499993,309.6066484999997,426.4810753750001,478.384351875,425.92796675,520.6788287499999,719.84162075,771.8447532500005,806.2334433750002,827.0760430000005,R,50,6,MM,MM-R,homo-medium
p110.rsml,8.016564500000015,20.805933750000044,35.98404575000001,83.64110187500009,146.01287574999992,156.64363912500005,229.2998008750002,380.4193748749998,487.84492775,563.4519734743001,626.0066255000002,679.2259728750003,775.147022375,846.4364051249996,838.8434484999998,861.8352925000002,L,50,6,MM,MM-L,homo-medium
p110.rsml,34.18195699999998,37.79549599999996,48.77341500000004,68.21725050000005,150.22399050000004,217.4629642500002,292.55623649999967,307.06188075,250.456790875,278.18165324999995,270.216577,306.90039487500013,367.2001567499999,527.6211611250003,601.2345362500001,635.1816756250003,R,50,6,MM,MM-R,homo-medium
p111.rsml,8.979238750000002,16.012065624999984,49.71502587500007,59.18418312500004,87.468395125,105.99636387500004,132.280335375,178.14700462500002,230.246872625,278.82993712500013,395.4289798749999,420.3555338749997,476.7960173749999,549.3733864999998,588.663602,609.2667032499996,L,50,5,ML,ML-L,hetero-medium
p111.rsml,7.552390125000052,7.908127125000064,9.468377125000009,21.491663625,41.02989425000014,66.94876725000006,99.95429575,139.67748062500016,207.43133687499983,260.780965125,338.28638387500035,367.12760512499983,410.711628625,439.3601589999998,465.47094275000006,475.9355395,R,50,5,ML,ML-R,hetero-low(medium)
p114.rsml,4.775145125000062,5.361019000000081,8.287267875000051,13.53516874999998,21.810734749999988,43.59182475,76.43586737500003,118.85672449999996,171.8326728749999,264.88754312499987,340.44186925,349.66138649999994,374.306315375,385.2522492499999,405.912299625,412.36549362499954,L,50,6,MM,MM-L,homo-medium
p114.rsml,8.575133999999972,8.968316999999974,10.025386374999986,28.62434650000001,56.53253825000008,79.58835250000003,98.12568275000004,132.74685012500015,169.59995512500024,184.18517212500015,255.1352005000001,302.5426166250003,389.8791706250004,435.9120065000004,458.124505625,475.8388040000005,R,50,6,MM,MM-R,homo-medium
p115.rsml,8.348117625000022,21.48932325000011,27.602382749999915,29.389649124999945,33.14751125000004,35.026052250000006,45.552278875,60.09458900000001,95.81183200000012,109.05211350000008,120.05577662500016,146.40605874999997,164.05248625000013,180.95155399999985,219.056759625,234.85975175000007,L,50,4,LM,LM-L,hetero-low(medium)
p115.rsml,16.93417337499993,17.15884937499993,20.31679537499993,28.599382499999948,57.28847937499991,108.68467462499989,170.71085312499994,184.82097400000015,204.14467024999985,259.5382259999999,306.14055312499994,314.4574657500001,318.19270425000013,329.0809088750003,339.0392045000001,343.7948465000001,R,50,4,LM,LM-R,hetero-medium
p119.rsml,5.554489999999944,8.796689499999964,21.72414087499997,40.10856662500006,79.69678987500001,115.50998824999988,147.17292162500004,154.66822579107506,242.942626875,300.1608950000001,325.223970875,353.03854762499986,417.8700556250001,466.2775919999996,509.5253816249997,530.1776307500005,L,50,5,ML,ML-L,hetero-medium
p119.rsml,28.0876205,33.52041099999995,38.86972812500005,45.152074750000025,65.66936224999999,112.65941150000008,152.67982400000008,183.8653208749999,220.37361062500008,326.72259100000014,330.42506424999976,344.73957787499984,364.0640542499997,382.38528987499984,393.0051314999998,399.399816125,R,50,5,ML,ML-R,hetero-low(medium)
p125.rsml,4.376501250000001,11.172950249999996,22.491783875000028,49.75091162499992,68.58000862499993,124.72404462500006,137.95028387500005,160.36795587499998,215.2567707499999,245.31888762499983,348.7119743750002,452.77674875000014,520.5594696250001,618.3863644999994,678.9147030000001,705.6823520000002,L,50,6,MM,MM-L,homo-medium
p125.rsml,6.837015500000025,7.922949500000033,15.861501500000028,57.64967724999999,88.02540437500001,177.480777875,234.85351074999997,300.7912359999999,381.692538875,403.2029255000001,422.1872673749999,463.3255990000004,527.948813625,530.9803793750001,495.7663170000003,506.8331702500002,R,50,6,MM,MM-R,homo-medium
p126.rsml,4.399904999999979,12.631784,28.079819249999943,27.844221499999986,62.534820000000046,121.19241875000014,168.38061975000008,221.86208912500013,302.0113515000001,321.6548990000001,350.9517132500001,409.21144825,452.8734842500001,492.520216875,511.41796487500017,518.7324168750004,L,50,5,ML,ML-L,hetero-medium
p126.rsml,27.46040000000007,30.76813000000009,38.901713250000086,42.88347125000011,60.22330962500001,88.34447550000014,106.84592000000002,125.61260700000004,149.37209399999995,164.3536145,197.3685045000001,232.870433,253.68260775,260.7957875000001,295.2585894999999,302.7727535,R,50,5,ML,ML-R,hetero-low(medium)
p129.rsml,15.051731750000032,24.662091625000013,31.592722125000048,39.443119999999965,67.71875062499984,77.05450649999996,87.7180351249999,160.31724775000004,233.12007299999988,260.4182069999999,294.07826037499973,335.4280058749999,391.1562352500002,448.458756875,500.8839369999998,525.9805582500001,L,50,6,MM,MM-L,homo-medium
p129.rsml,3.3326939999999823,5.729238000000015,18.027128500000103,51.574063750000136,70.26273824999973,96.80649137500002,131.35198662499988,159.46457112499994,193.38206575,301.33342287500056,348.38276162500006,397.5712031250002,418.6314576249999,450.7445231250007,491.41555987500055,506.2785013749999,R,50,6,MM,MM-R,homo-medium
p130.rsml,9.79837000000003,34.78343337500003,78.09987399999994,95.76580462499996,144.34496850000014,180.6239015,233.69892574999997,257.34295424999993,315.09482787500014,362.9812407499999,398.513594125,480.9673457500002,628.7674878750001,662.0343582500004,679.8602145000007,698.3671198750003,L,50,5,ML,ML-L,hetero-medium
p130.rsml,3.304609500000039,10.625302499999991,21.155429750000007,37.61138649999998,67.69846737499986,119.53309287500012,122.8267806250001,138.46126575000017,198.65649087500003,223.41375774999983,233.30574275000043,212.4896673750002,237.72749125,271.55995225000004,294.0720193750003,313.30366087499993,R,50,5,ML,ML-R,hetero-low(medium)
