,hard_latency,mean_growth,A,Ti,kg,max_growth,appiration,depth,stage,side
0,0.0,0.05972166951659615,5.584224860827334,13.170851449015023,0.0554598442520061,0.11393235160801152,0.0,3.663936781676943,0,L
1,0.0,0.06491628355566934,6.186778531851736,14.54966321881671,0.04368440700221608,0.09942521359942796,0.0,4.626464293110107,0,L
2,0.0,0.07885030309426927,7.500484052833909,19.463589364502283,0.040535013017481684,0.1118472027204728,0.0,5.803093721133877,0,L
3,0.0,0.07308803605280188,6.7946246283658525,14.265121283889211,0.059031094615228465,0.14755428414845442,0.0,6.677591963556353,0,L
4,0.0,0.0741511885191881,7.18416207615254,26.363786903673315,0.043317277953988854,0.11448347344308264,0.0,7.202339047765897,0,L
5,0.0,0.057652638394434144,5.422698082530423,23.841764396666232,0.04906177536636345,0.09787329349714108,0.0,8.331612101414333,0,L
6,-1.7237,0.07369760738257686,6.442493697283305,32.30308461965348,0.04306078508931859,0.10205668655603332,7.7237,9.992103120742513,1,L
7,-13.721699999999998,0.04008520655245243,2.88245031291382,17.234946955742533,0.05896605002945927,0.06252725805663004,31.7217,10.903586483179806,1,L
8,-1.7237,0.05770350876978103,3.954818857352645,25.09219621567109,0.05976171418181776,0.08694711185556263,7.7237,11.539816384792546,1,L
9,-7.7272,0.04510905284395305,3.5815112828017535,25.189462318069694,0.05287491349633303,0.0696661020508075,19.7272,13.117242331209429,1,L
10,-31.727099999999993,0.03734673038164452,2.00588380003066,15.119462145172685,0.09875509846471911,0.07287369915322865,67.7271,13.83310983219757,1,L
11,-7.7272,0.024631926723013647,2.018827381793397,23.25930328815704,0.06504122602896677,0.04830514874431824,19.7272,15.078406455496616,1,L
12,-13.721699999999998,0.0592976123649173,4.6907860856807275,26.268037490641383,0.05049573072073903,0.08713764281954482,31.7217,17.477628443227772,1,L
13,-25.731099999999998,0.038872158073393406,2.3904703347411136,15.05188050201607,0.09667592192402645,0.08501727857046415,55.7311,19.24087900195003,1,L
14,-19.7228,0.039616544084212564,2.4728450330625584,20.683459885667038,0.07500994470018413,0.06823721044675414,43.7228,20.70643452554146,1,L
15,-31.727099999999993,0.014961470134392873,0.8260861636028455,9.919389498200633,0.16155684765490227,0.04909714477937855,67.7271,21.638034468006033,1,L
16,-55.718999999999994,0.05651356875602347,2.0027393968041394,16.647022333874027,0.1466610383284842,0.1080549619106879,115.719,24.607975793235525,1,L
17,-25.731099999999998,0.06209098492868073,4.174372868388408,26.237479119607222,0.06599694570451685,0.10134926285462191,55.7311,25.639289965406583,1,L
18,-31.727099999999993,0.12470775825054199,7.674787326262865,23.036121858158886,0.0648745904396487,0.1831666898148532,67.7271,28.32960645918584,2,L
19,-50.2595,0.10831907049477976,5.343870743620516,21.750182555776455,0.08568726792470391,0.1684526156815667,104.2595,30.51844751486126,2,L
20,-43.723,0.05119873446899744,2.470960858186502,19.579325643016837,0.09225591463932505,0.0838620747942074,91.723,30.772107399011624,2,L
21,-37.7204,0.10094942336793937,5.342520890880278,19.519346308034095,0.07821072948876946,0.15371564927894396,79.7204,32.44352333502569,2,L
22,-43.723,0.10107216482650838,5.26119157867511,23.892458795502066,0.09106910743987813,0.17626282018438044,91.723,34.8187642039636,2,L
23,-55.718999999999994,0.08726010449879885,3.012518693650395,14.724615169681845,0.13196733665213828,0.14625196859782166,115.719,35.845764203963604,2,L
24,-55.718999999999994,0.10474978301249652,3.594900103770252,15.312476866037033,0.14777651859660612,0.1954329446181448,115.719,36.4769742039636,2,L
25,-61.7239,0.06785547335603716,2.3688280003849824,14.54681167149652,0.10891996413592714,0.09491755348722468,127.7239,38.54806992191897,2,L
26,,,,,,,139.7332,40.85790586090984,2,L
27,,,,,,,151.7241,42.24077269095282,2,L
28,,,,,,,151.7241,45.132117515662074,2,L
29,0.0,0.24119278586722948,29.86003720554281,49.20969282039872,0.028065188490834034,0.3082931150637688,0.0,5.45133073237235,0,R
30,-19.7228,0.060692851152905125,4.079244167341908,18.597521359948267,0.06962543451134745,0.10448480531176801,43.7228,9.582794684772898,1,R
31,-7.7272,0.10596510412907668,9.21181970791823,31.928625961369903,0.04629294701915476,0.15687934827950062,19.7272,11.454883214497121,1,R
32,-19.7228,0.09369438599270834,6.796580148479236,27.69121661255902,0.05837462549948235,0.14595536661833264,43.7228,12.574918281128427,1,R
33,-7.7272,0.11533302476173728,9.667048379330575,31.862282136259708,0.0512981474789021,0.1824320305042472,19.7272,13.889910027616686,1,R
34,-13.721699999999998,0.2954969600965079,31.52180189611011,44.91538731648879,0.03589001443839662,0.416188606100861,31.7217,15.296676927570731,1,R
35,-19.7228,0.330565816868821,34.73820056122091,42.95674125161579,0.03453121026421501,0.4412905590661289,43.7228,17.825007719614206,1,R
36,-25.731099999999998,0.12076515728597537,8.105489967864429,23.002787428419385,0.055452233700151815,0.1653498615362672,55.7311,18.88186103401388,1,R
37,-19.7228,0.24603103050419375,22.184566625095737,37.796937557930676,0.04145026382639043,0.3382857987192731,43.7228,19.839074078482035,1,R
38,-31.727099999999993,0.12971524629905914,6.846600201310036,13.62464459641298,0.06743347945089018,0.16984628641145216,67.7271,21.36812855471525,1,R
39,-25.731099999999998,0.18245803101385358,13.719053720791527,30.432586668223912,0.05138457096156164,0.25933576204683423,55.7311,21.4665874055109,1,R
40,-31.727099999999993,0.26296994433083387,18.134691772787587,26.630449156905687,0.05937566916510364,0.39611766809424687,67.7271,23.40417133408286,2,R
41,-31.727099999999993,0.20268511072373488,13.596008126693405,27.4103970956325,0.05943509347219758,0.29727602392017954,67.7271,24.107347667017923,2,R
42,-31.727099999999993,0.2796631126040878,20.28669805863517,30.499352733561786,0.05528727238892841,0.4126121838056522,67.7271,25.18909468834756,2,R
43,-31.727099999999993,0.25416358817698076,21.834909056557308,37.62719672200902,0.04254492481890014,0.3417469647602247,67.7271,26.16469383277113,2,R
44,-37.7204,0.2296724947909804,21.488877103681737,38.91192652294124,0.03387856685854594,0.26782078004209686,79.7204,27.798147354980376,2,R
45,-43.723,0.27873083564219975,14.400401624545056,21.388006591775827,0.08130248705723157,0.43070900685901803,91.723,30.317044683537546,2,R
46,-50.2595,0.21072053742673758,7047.1006277100805,234.74240768227787,0.009815622248107963,25.446838139376844,104.2595,32.0753580836188,2,R
47,-50.2595,0.22841321267631307,23.278573435664175,36.89357012414937,0.043185534887943494,0.36982833594459136,104.2595,32.84344124604329,2,R
48,-43.723,0.14005222680899612,7.8855289730768305,24.660936851411716,0.08625400460844064,0.2502163113709711,91.723,34.548432713147996,2,R
49,-55.718999999999994,0.17234853528513613,6.043379275794162,12.746163559282891,0.10731559626731375,0.238587788676434,115.719,35.538173770192714,2,R
50,-50.2595,0.15910344307804875,7.124268320745905,20.586802427938228,0.10304660475263396,0.2700719454891045,104.2595,37.46458314015837,2,R
51,-61.7239,0.1024914733784577,2.7800695893181846,10.391395414140675,0.17233715446842984,0.1762544550131921,127.7239,38.919008191778346,2,R
52,-55.718999999999994,0.1708712236386553,6.073352480711381,16.697997768065914,0.13845842641300404,0.30935233378928567,115.719,40.21244445468335,2,R
53,-55.718999999999994,0.1542031507142373,5.456022159003814,16.77097396072748,0.13906452162715333,0.2791245203442102,115.719,41.684043044271526,2,R
54,-55.718999999999994,0.1413866656993226,4.910417799205843,17.51355596512001,0.1575120469156817,0.2845363386042156,115.719,43.58637978549425,2,R
55,-61.7239,0.12884652827816537,3.3542328413566516,13.023339088849637,0.23094639649833734,0.28497706882984786,127.7239,44.480933941630184,2,R
56,,,,,,,139.7332,47.27388604208736,2,R
57,,,,,,,139.7332,48.0641328785252,2,R
58,,,,,,,139.7332,49.42335743719827,2,R
59,,,,,,,151.7241,50.514458371496445,2,R
60,,,,,,,151.7241,51.55069597482359,2,R
61,,,,,,,139.7332,52.59586597482359,2,R
62,,,,,,,139.7332,53.91526438729506,2,R
63,,,,,,,151.7241,54.93428874190647,2,R
64,,,,,,,151.7241,56.36373105630883,2,R
65,,,,,,,151.7241,57.16005105630883,2,R
66,,,,,,,168.0991,59.50874749914073,2,R
67,,,,,,,168.0991,60.43250581904915,2,R
