,root_idx,0,8,20,32,44,56,68,80,92,104,116,128,140,152,164,168,side,label,condition,condition-side,uniq-condition
0,p24.rsml,17.3446349877153,18.516080730570252,21.115397106664762,24.311497621997674,27.769594440158272,32.07608540682404,37.11300905828747,43.20633014387471,49.20657876082871,56.18626794185749,62.55928183257218,70.23820692573838,76.24750400227131,83.6600315356234,86.53445955538703,86.53445955538703,L,3,HH,HH-L,homo-high
1,p24.rsml,12.24909908608679,13.586367370515568,15.782518261706667,18.84460535444871,22.022330641505476,25.71353351184663,29.676082375570378,35.14325865284542,40.93421070781515,47.792016242085666,54.457155519545125,61.556559223611764,68.5679829802303,76.19164457122461,81.3729204419298,83.08787561627109,R,3,HH,HH-R,homo-high
2,p25.rsml,15.282765295806024,17.654308431535267,19.741031302962742,23.440477045817694,26.785637229666815,30.826737654547596,35.95735764603759,42.34175454814744,48.6540136239111,55.29166131446183,62.05875223755431,69.30067743995136,75.9133468796761,83.66171498372042,88.885163009487,89.06181237970948,L,2,HL,HL-L,hetero-high
3,p25.rsml,12.36863025450245,13.770082372126321,14.73115885191344,16.23423636155823,18.136808305007413,20.05896126458165,22.386636951110912,25.656064970874542,28.288172834873375,31.260255432827833,34.173631481332386,37.50146493829462,40.27660349339416,43.51656676479092,46.203728278358724,47.470194622167355,R,2,HL,HL-R,hetero-low
4,p27.rsml,14.5804193601863,15.870059230492902,17.08778210192038,17.86442730161316,19.571265852374815,21.282556251760376,23.92687468990411,27.150503050060806,30.493610914059634,34.00185698828162,37.256235116280884,40.678342980279716,43.89556612727222,47.41412572293086,50.43477509315335,51.473857861752656,L,1,LH,LH-L,hetero-low
5,p27.rsml,18.213831524091436,20.060794404717875,22.503190405139943,26.301044730205792,29.713335342869186,34.64042287688204,39.45570453794601,45.452631662443444,51.02251408342146,57.51578923800309,63.066896038502286,69.29203262552173,74.59663314268862,81.11841613733412,86.42218559424154,87.20424569423386,R,1,LH,LH-R,hetero-high
6,p28.rsml,24.313829889522093,25.44176523146917,27.286726624683958,29.98098648940628,32.71300917252257,36.39907720411933,40.35906496116454,44.60920832450527,49.37340896476861,54.614450255629954,59.275960298053285,64.13095368040189,69.15141209607393,74.06080133038238,78.48628495408843,80.33055852381717,L,3,HH,HH-L,homo-high
7,p28.rsml,20.865253473263998,22.07372109798549,24.367011380825936,26.94460506066083,29.39487892290562,32.33352400605328,35.52833571724834,39.27653329335787,43.29001320485612,47.976998738291854,51.78842026006279,57.05620317358267,62.16945537821669,67.47266094719045,72.9536114158366,74.88405086771304,R,3,HH,HH-R,homo-high
8,p30.rsml,21.71203167949,23.140592311403967,25.219700175402803,28.3709755716601,31.37992816342027,35.1246667492486,39.60861461207743,44.82563854816276,49.473237998198485,55.731413014285614,60.87325387767293,67.08614590318419,72.54586899597928,79.56191879182235,84.14974848038675,84.22874848038674,L,3,HH,HH-L,homo-high
9,p30.rsml,20.552522609006004,21.567582375347897,23.286193842363293,25.685506826337466,28.209800985107396,31.173429045878912,34.962660813806494,39.574695441301316,44.004646614886454,49.3022797180966,53.29269176507094,59.27268505955143,63.74573483836709,69.05568267852212,73.73042258033956,75.54742258033957,R,3,HH,HH-R,homo-high
