,0,8,20,32,44,56,68,80,92,104,116,128,140,152,164,168,side,alpha,label,condition,condition-side,uniq-condition
p24.rsml,2.937950750000018,8.343436875000005,10.518425375000012,13.988421375000042,24.637127625000023,38.60058500000003,60.9714495000001,89.75962225000012,107.030809625,140.14789599999995,182.958815625,226.9664469999999,258.5318647499999,307.1235106249999,339.4862161249998,352.8474170000002,L,20,3,HH,HH-L,homo-high
p24.rsml,1.4759964999999915,2.8365344999999818,3.727437249999981,5.593496249999983,12.485120499999956,20.000064624999947,30.12296662499996,37.864927125000015,54.07904512500004,92.42686962500004,129.1769981250002,139.13139312500016,155.38510527720007,185.39172718020023,194.52933130520012,212.64305368019984,R,20,3,HH,HH-R,homo-high
p25.rsml,3.289007000000007,10.058151625000008,18.162090124999988,57.91960049999997,98.39872650000004,107.48172187500012,113.46059987499996,140.76965562499998,179.04726887500007,273.0507711249998,301.5112913749999,345.03602537499995,406.97248949999965,518.6411422500001,556.5911030000003,574.709506125,L,20,2,HL,HL-L,hetero-high
p25.rsml,3.526165000000001,5.055210000000002,9.586176000000002,15.621222999999985,23.45367799999999,38.58966325000002,54.48705050000005,55.47780925000008,89.56303074999992,93.41272825385008,97.92675177248702,103.05136543708716,106.77256168708708,112.60792325000016,89.81267074999994,102.93905400000006,R,20,2,HL,HL-R,hetero-low
p27.rsml,2.787386625000023,6.490640000000031,10.514524750000026,16.338938000000038,25.346261250000005,30.295374250000016,52.55390075000003,72.17092399999999,71.34087099999996,82.338293125,93.149265375,102.95309624999994,131.17021749999998,135.34856700000003,137.99241062500002,142.3852944999999,L,20,1,LH,LH-L,hetero-low
p27.rsml,12.336896750000053,18.957817625000065,22.33575887500005,29.49106537500005,39.98140624999999,54.21556700000015,72.19198737499997,111.05937512500005,129.32522187500004,139.782017375,155.247215375,187.510064875,227.4353021249999,278.4390944999999,320.7913006249998,336.86109550000015,R,20,1,LH,LH-R,hetero-high
p28.rsml,3.938071000000001,6.637303500000016,10.88196362500001,24.69797737500002,31.46322137500002,49.68694137499998,58.99071212500001,63.51231662500004,91.60617812499996,100.85456,113.18883646614994,120.41335378384991,134.73694899999987,154.8704149999998,181.79720949999995,192.69789612499997,L,20,3,HH,HH-L,homo-high
p28.rsml,1.944071500000024,4.434230500000024,5.108258500000022,8.019685000000022,14.238841500000046,28.976537970518823,41.36690825,49.93424100000004,67.48237275000007,83.9071245,103.86584249999994,115.99210549999997,138.5361577500001,156.35889350000008,191.91543075000024,199.9616400000001,R,20,3,HH,HH-R,homo-high
p30.rsml,3.935730625000024,10.097157874999995,13.92523124999996,26.409571624999977,41.67142130634994,63.29622199999992,88.65808575000001,111.03363100000011,124.70766200000006,145.59862937499992,173.02392375,194.96025862499997,222.978448,244.94676800000013,279.24418349999974,293.11012524999995,L,20,3,HH,HH-L,homo-high
p30.rsml,7.87302150000003,9.20079425,10.294798175049994,15.512275267224966,29.821058250000057,40.54184180900008,70.28614200000005,87.12592025000006,94.86320000000008,105.916011,113.40521100000008,127.70022149999988,139.53123215149984,159.57924949999995,175.90960612500015,187.4858809999998,R,20,3,HH,HH-R,homo-high
p31.rsml,11.252523000000028,13.620202375000002,15.883345000000032,30.575439125000024,37.34224337500004,46.99707037500001,62.03397975000003,76.32274924999996,82.79700662500005,79.25913975000002,85.04532687500001,99.10239925000002,103.05997337500006,100.76640587500006,105.66871137500004,112.51508837499998,L,20,1,LH,LH-L,hetero-low
p31.rsml,0.9018245,1.847335999999978,12.496042249999906,20.78409024999991,26.93303549999999,31.397883721899998,41.38426384689998,65.92153547190007,98.19608684690016,115.29954734690013,134.56239384690008,171.31876334690006,177.28671959690013,208.50186122189984,220.27472759689985,234.00024684689976,R,20,1,LH,LH-R,hetero-high
p32.rsml,6.080294250000027,12.257324000000022,22.372424750000043,29.18759675000006,35.02761250000006,50.91095750000002,90.01550325000024,101.00590424999996,109.56075500000009,136.40641650000006,153.23297537585026,183.63362375000025,213.4669572668752,258.22088180497497,283.9174191799748,305.8818385549752,L,20,3,HH,HH-L,homo-high
p32.rsml,2.072012000000022,2.276404750000026,5.220596500000028,7.826994125000031,16.484821375000042,74.2733608749999,84.99383862499988,116.92669525,129.219124875,149.10217075,170.70695250000006,205.8640657500001,234.5874881249998,278.59043875,312.9237399999997,331.7543972499997,R,20,3,HH,HH-R,homo-high
p33.rsml,4.255649277800008,6.312126180600024,10.382611385425031,14.52670762500003,21.758466375000012,26.326878375000017,32.301075625000045,38.46718362500007,43.11828887499999,47.367629750000056,57.64967725000005,63.709688250000085,73.11643550000002,81.089313,90.31195075000002,92.73033825,L,20,3,HH,HH-L,homo-high
p33.rsml,7.12332137499999,7.46033537499999,8.72725837500002,12.137964875000012,16.865522374999983,28.81859762500005,39.46886412500003,53.71238637499997,83.60989687500008,102.1698507499999,114.19079687499998,135.3087806249998,176.81718108239997,192.934274,221.019554125,233.29716137499983,R,20,3,HH,HH-R,homo-high
p57.rsml,4.662807124999981,6.932190749999978,8.394925124999988,18.7822895,19.700496625000028,39.397872749999976,38.56313900000001,58.34632887500008,54.9488845000001,73.50493775000004,80.20855187500004,92.96437575000004,112.30289437500008,146.14705725,167.71829362500006,172.1689067499999,L,20,3,HH,HH-L,homo-high
p57.rsml,1.7396787500000608,4.750961250000014,9.793689250000014,45.144273499999954,76.50139787499995,91.96425549999992,117.27619124999994,125.21380709999995,137.59376675,148.1894245,194.33381825000004,213.96176324999996,239.41568175000012,280.753725375,316.26189487499994,333.35131312500005,R,20,3,HH,HH-R,homo-high
p58.rsml,2.515123000000022,5.20811450000002,7.924509750000048,13.593678125000032,17.721319500000046,23.256306375000023,31.55527612500001,39.680278,47.70152324999998,58.645116750000014,64.80420362499994,70.33763024999992,75.20795062499994,85.56723049999997,92.28332662500004,97.72625874999989,L,20,1,LH,LH-L,hetero-low
p58.rsml,1.7295371250000358,3.043267625000029,3.464535125000028,3.60807812500002,8.823213749999997,18.81174249527501,33.88784987500003,68.68688575000002,113.36854512500008,132.15005450000004,156.51491850000002,175.78010537499995,212.1565540000002,249.6142568111502,262.12200000000007,272.86276100000015,R,20,1,LH,LH-R,hetero-high
p59.rsml,2.799868625000008,3.672828499999995,11.447554250000003,16.319434874999974,53.05396087500009,59.70764700000002,65.25979662500013,65.25121524999997,92.39566462500012,114.42795487499998,130.840224625,157.69056687499994,198.82453151627493,227.8760727500001,257.82351125000025,263.18921100000006,L,20,3,HH,HH-L,homo-high
p59.rsml,1.5540089999999829,6.382982750000002,15.629024250000032,25.51710862500002,44.66137612500004,62.34993037500011,142.98443050000012,173.59497525000018,203.31617749999984,247.94400824999985,262.6770308530001,292.0834807500001,322.10503112500004,369.1707525000001,380.2422865,394.0528393750002,R,20,3,HH,HH-R,homo-high
p60.rsml,2.780365500000024,5.489739625000009,9.917729125000022,29.522270375000005,85.31915075000006,97.06783325,102.51310574999992,114.80085462499994,128.146453,149.128695,165.57060949999996,212.81029874999996,258.334493125,298.7964563749998,321.2874601249998,346.5861337499997,L,20,2,HL,HL-L,hetero-high
