,0,8,20,32,44,56,68,80,92,104,116,128,140,152,164,168,side,alpha,label,condition,condition-side,uniq-condition
p24.rsml,10.278146875000015,18.14414725,22.60646225000001,33.787993875000055,44.4788268750001,64.14655825000003,74.83349062499998,155.5023162500001,177.10787812499987,201.54841425,202.803635375,265.29086774999985,300.4331586249998,338.31836899999985,391.8060793749999,416.30824537500007,L,50,3,HH,HH-L,homo-high
p24.rsml,1.872299999999972,4.459194499999942,6.136463249999951,10.42090974999999,17.13934624999994,24.97102112499993,33.97054312499996,64.62321462499997,100.780448125,127.081582375,161.79246412500038,201.05147462500025,221.28410949090016,255.12193837500035,269.180571,281.8271773749999,R,50,3,HH,HH-R,homo-high
p25.rsml,7.473597500000002,18.032589375000008,32.63340887499999,62.30390299999996,99.02750725000004,114.37178587500011,120.53087275000004,197.13290675,241.61563425000008,375.242465375,419.8141271249999,454.322176375,516.618278125,587.7095091250002,640.9920466250005,702.3465374999998,L,50,2,HL,HL-L,hetero-high
p25.rsml,5.463995499999976,8.303650499999968,11.524006499999976,19.6061015,29.011288500000003,43.34062449999997,61.2460535,74.417684,90.71449524999991,101.78659000385008,107.10024164748717,128.20730275000017,133.7539915000001,139.91931937500024,142.34706837499996,143.69512437500015,R,50,2,HL,HL-R,hetero-low
p27.rsml,4.923368875000042,9.448874000000032,17.64798775000005,23.910831250000022,36.03553400000002,45.52653475000002,67.65243999999998,88.17284799999993,102.91252975,124.30121687499994,135.63331262500003,151.45346749999993,157.3262485,166.82193000000004,169.60151537499996,175.49379949999994,L,50,1,LH,LH-L,hetero-low
p27.rsml,15.944194750000031,19.628725125000056,23.23446287500002,31.10436387500005,64.33222800000001,99.85600000000008,138.80530087499986,150.10619162499995,167.70581162499994,176.44009112499995,179.87732187500004,228.2076258749999,266.75438225000005,318.51723625,374.0067473749998,398.9325212499999,R,50,1,LH,LH-R,hetero-high
p28.rsml,5.439811625000012,9.633763625000013,16.31865475000005,43.40927550000006,69.92728449999996,75.77510149999999,83.74953925000003,94.70561475000012,128.85324624999998,149.42670274999998,159.41745687984982,171.60050221412496,206.3056164999997,220.2760949999997,273.42133049999984,280.1842341249999,L,50,3,HH,HH-L,homo-high
p28.rsml,2.8833420000000305,9.02448600000002,11.40230700000004,15.73044050000001,37.190119,57.5875758310962,82.5715505000001,99.25686400000006,112.58139900000006,125.99642850000002,136.90257599999993,137.26767449999994,169.18726900000013,192.2883305000002,217.8436652500003,241.4642900000001,R,50,3,HH,HH-R,homo-high
p30.rsml,4.683870500000009,10.750902624999997,16.46843874999996,59.67722212499998,88.8671592499999,117.24030549999983,145.25147375000003,160.92886575000009,173.47405587500015,201.516429125,221.99080975000007,227.78791862499992,278.584977875,339.74521762500024,364.5976597499997,379.756268625,L,50,3,HH,HH-L,homo-high
p30.rsml,24.726841999999944,27.05317474999988,29.263553620624982,47.94831251722488,71.52498050000003,93.13054237500003,118.29347424999996,89.11055825000011,113.38960850000016,127.63157049999997,138.06496225000012,147.10036999999986,155.68390501009978,175.57493249999985,195.553153625,219.5786632499996,R,50,3,HH,HH-R,homo-high
p31.rsml,14.942514250000029,18.41016987500001,21.40350950000002,31.61924637500001,39.01015062500003,57.35713037500006,86.79982800000009,100.83115624999984,125.262330875,134.00909237499988,149.25741562499985,154.11525399999994,158.86153449999995,161.77608149999998,138.52055525,144.78339874999995,L,50,1,LH,LH-L,hetero-low
