filename,condition,side,condition-side,P0_length,P1_length,P2_length,P01_length,P12_length,Ptotal_length,uniq-condition
p24.rsml,HH,L,HH-L,1.3005319243842666,16.044103063331033,0.0,17.3446349877153,16.044103063331033,17.3446349877153,homo-high
p24.rsml,HH,R,HH-R,0.0,12.24909908608679,0.0,12.24909908608679,12.24909908608679,12.24909908608679,homo-high
p25.rsml,HL,L,HL-L,2.9140344369002027,12.368730858905822,0.0,15.282765295806024,12.368730858905822,15.282765295806024,hetero-high
p25.rsml,HL,R,HL-R,0.0,12.36863025450245,0.0,12.36863025450245,12.36863025450245,12.36863025450245,hetero-low
p27.rsml,LH,L,LH-L,0.0,14.5804193601863,0.0,14.5804193601863,14.5804193601863,14.5804193601863,hetero-low
p27.rsml,LH,R,LH-R,1.1297424718906643,17.08408905220077,0.0,18.213831524091436,17.08408905220077,18.213831524091436,hetero-high
p28.rsml,HH,L,HH-L,6.267863205395869,18.045966684126224,0.0,24.313829889522093,18.045966684126224,24.313829889522093,homo-high
p28.rsml,HH,R,HH-R,0.0,20.865253473263998,0.0,20.865253473263998,20.865253473263998,20.865253473263998,homo-high
p30.rsml,HH,L,HH-L,5.310923002285556,16.401108677204444,0.0,21.71203167949,16.401108677204444,21.71203167949,homo-high
p30.rsml,HH,R,HH-R,4.961125837721168,15.591396771284836,0.0,20.552522609006004,15.591396771284836,20.552522609006004,homo-high
p31.rsml,LH,L,LH-L,6.768596820174088,13.777376692306554,0.0,20.545973512480643,13.777376692306554,20.545973512480643,hetero-low
p31.rsml,LH,R,LH-R,0.0,13.078006494876668,0.0,13.078006494876668,13.078006494876668,13.078006494876668,hetero-high
p32.rsml,HH,L,HH-L,17.41161947772937,7.189859855675298,0.0,24.60147933340467,7.189859855675298,24.60147933340467,homo-high
p32.rsml,HH,R,HH-R,0.0,16.121897726676053,0.0,16.121897726676053,16.121897726676053,16.121897726676053,homo-high
p33.rsml,HH,L,HH-L,4.241645092408126,12.299621006401596,0.0,16.54126609880972,12.299621006401596,16.54126609880972,homo-high
p33.rsml,HH,R,HH-R,0.0,20.733161166904278,0.0,20.733161166904278,20.733161166904278,20.733161166904278,homo-high
p57.rsml,HH,L,HH-L,0.23032259984638723,17.360039201350155,0.0,17.590361801196543,17.360039201350155,17.590361801196543,homo-high
p57.rsml,HH,R,HH-R,1.594016790990263,14.61008167274868,0.0,16.204098463738944,14.61008167274868,16.204098463738944,homo-high
p58.rsml,LH,L,LH-L,0.0,16.261179834636444,0.0,16.261179834636444,16.261179834636444,16.261179834636444,hetero-low
p58.rsml,LH,R,LH-R,0.0,15.327863541464843,0.0,15.327863541464843,15.327863541464843,15.327863541464843,hetero-high
p59.rsml,HH,L,HH-L,2.059716944762215,16.957250527529773,0.0,19.016967472291988,16.957250527529773,19.016967472291988,homo-high
p59.rsml,HH,R,HH-R,2.6522268846193318,17.42289861449551,0.0,20.07512549911484,17.42289861449551,20.07512549911484,homo-high
p60.rsml,HL,L,HL-L,2.9259307966908517,15.801868880786914,0.0,18.727799677477766,15.801868880786914,18.727799677477766,hetero-high
p60.rsml,HL,R,HL-R,0.0,19.160188387171452,0.0,19.160188387171452,19.160188387171452,19.160188387171452,hetero-low
p62.rsml,LH,L,LH-L,3.2992403471327094,15.871866025649577,0.0,19.171106372782287,15.871866025649577,19.171106372782287,hetero-low
p62.rsml,LH,R,LH-R,2.2552716124706658,14.92681734481824,0.0,17.182088957288904,14.92681734481824,17.182088957288904,hetero-high
