,0,8,20,32,44,56,68,80,92,104,116,128,140,152,164,168,label,condition,side,condition-side,uniq-condition
p24.rsml,0.0,0.05797459959788934,0.08453296764766634,0.16948856753250507,0.3375557451138137,0.6520552951639182,1.1714556588422633,1.9705866837103085,2.798659836560827,3.7988202958993544,4.691107499185841,5.60347145351787,6.277997237633564,6.951042849916952,7.543786701582198,7.8472419200498456,3,HH,L,HH-L,homo-high
p25.rsml,0.0,0.039421020450997483,0.0725201883676839,0.1505192865013623,0.31406514871687985,0.6862656360437774,1.3290178902242105,2.350389636189437,3.372413642606349,4.724553155177214,5.867879946323752,7.107514586016391,8.257203695114043,9.33614622478518,10.217226560634874,10.63168934088649,2,HL,L,HL-L,hetero-high
p27.rsml,0.0,0.0,0.009767844933851477,0.023313408687614175,0.04478975545644866,0.1626323857272658,0.4158906804717712,0.7632451047657659,1.1120939730184602,1.4253801708289568,1.6887551106791587,1.900666672001989,2.0644632493711716,2.1704037459178815,2.2518250632171215,2.2871322774864677,1,LH,L,LH-L,hetero-low
p28.rsml,0.0,0.03094089921650291,0.03973677533661588,0.09168086687622846,0.18868422611669766,0.3907367082572753,0.6416323006585214,0.9290238774466836,1.3064567609418822,1.644828195323086,1.9479624050772544,2.2214760792425206,2.472692303950895,2.652803446201002,2.7866318098446556,2.8390597827970927,3,HH,L,HH-L,homo-high
p30.rsml,0.0,0.1570637402158096,0.25138800184138027,0.4303506293000402,0.6884413902091572,1.0877120017120414,1.6365302450695876,2.3483893493919608,3.165745079883787,3.977842911397191,4.724784017472635,5.422477263100446,5.9599836263564825,6.543989442830554,7.126566828964772,7.386433111394272,3,HH,L,HH-L,homo-high
p31.rsml,0.0,0.056736561433621165,0.09818200965155942,0.16040435104285172,0.21162621628416395,0.29906924830501525,0.4583406844550085,0.6221218816245637,0.8428876972009627,1.0096657368699016,1.2082039410914598,1.3639814379038637,1.4593714393161303,1.5471718778494865,1.6105959826612621,1.6644382029544966,1,LH,L,LH-L,hetero-low
p32.rsml,0.005789053310604957,0.11457893271064058,0.19734991425138085,0.3344869763534525,0.5517880030518774,0.8245623972492605,1.2297385865070918,1.8341305945217183,2.4234732006934134,3.1194810336355574,3.7504622901895823,4.422849962291107,5.057205450492125,5.766808518416736,6.375447313244369,6.663807645201388,3,HH,L,HH-L,homo-high
p33.rsml,0.004484243836797589,0.07017700667915452,0.09055844305667965,0.16330041286691643,0.22814655492153313,0.4386803253282979,0.7192301556800388,1.0809093403782881,1.496163668561508,2.0152324991068964,2.412592945128564,2.8401162631663355,3.2298189139369113,3.686122403186798,3.975018262041373,4.135142775887914,3,HH,L,HH-L,homo-high
p57.rsml,0.0,0.06086396349213005,0.07840225324904264,0.17320776265769924,0.2657885646139186,0.4235662147416432,0.6599958493196542,0.9797745320360682,1.4415301472098387,1.9564943801227865,2.4641815689348405,3.0168984097439564,3.5432880129960087,4.264880179352726,4.84488059192128,5.120040350798629,3,HH,L,HH-L,homo-high
p58.rsml,0.0,0.0,0.0,0.0,0.019432784288315904,0.1297194457289538,0.34476460529612063,0.5732641307929855,0.819314649650007,1.0903225500138962,1.3310851535871793,1.513300858463206,1.681538436972983,1.835028615289331,1.9297548532885775,2.01764297022054,1,LH,L,LH-L,hetero-low
p59.rsml,0.0,0.1105326395575485,0.1376631491051164,0.19637245674455453,0.33172578371092604,0.5238736143980821,0.8231131929340448,1.1824216962694005,1.657081578224401,2.2138930017073766,2.8571472905797384,3.625091204309235,4.446997728622102,5.1767932104231305,5.890449344327567,6.225812475265792,3,HH,L,HH-L,homo-high
p60.rsml,0.0,0.09186404618716046,0.1482314722881054,0.2776565461594691,0.528253076465942,0.8754940429969746,1.284315520304784,1.8682476238716945,2.4160038440025002,3.0443314944268645,3.528348086377211,4.1038650937723675,4.5775429461317,5.14068766691432,5.5876453522268354,5.871185455723683,2,HL,L,HL-L,hetero-high
p62.rsml,0.0,0.04157112998389071,0.07290118368446431,0.11965809346064929,0.17162726133834996,0.2360427826024619,0.33344727565791876,0.41679250479523433,0.5092995833765697,0.6171182583881156,0.7243492994163888,0.826358934427876,0.8995348298716234,0.9668566895410828,1.0195301474629086,1.056225397896367,1,LH,L,LH-L,hetero-low
p63.rsml,0.0,0.017121827860259467,0.03218110479818154,0.04548525626888949,0.18636809789037437,0.4315709746192135,0.9537644907829649,1.7006600343459102,2.503111807932389,3.4288315210908955,4.138681232297819,4.8797061619483415,5.5493545289328745,6.241172337390221,7.0633503689323645,7.506586532453761,3,HH,L,HH-L,homo-high
p64.rsml,0.0,0.0,0.0,0.0,0.09160491076843326,0.3054423778309041,0.7790576279022327,1.564051954115466,2.420543540795302,3.5054233271194493,4.33331331623941,5.288350734841147,6.099576327169015,7.006182689120842,7.709838428298122,8.168097351260629,2,HL,L,HL-L,hetero-high
p90.rsml,0.0,0.0,0.005466419078426974,0.02959636031203636,0.15921602989415473,0.37613019023205446,0.7841905176628168,1.369611849889742,2.060640256892589,2.892922242246673,3.7216027030844,4.573870803647905,5.456495453802977,6.328806487960948,7.13124304768503,7.540433902666482,3,HH,L,HH-L,homo-high
p93.rsml,0.0,0.0,0.0,0.024111984908886535,0.10210759165368868,0.26057947958502453,0.5052568015798433,0.8974565906686696,1.250578849930935,1.6033007510802977,1.9134802064779712,2.1857409735385476,2.3947372749790916,2.5801172713333003,2.7420700034952654,2.8162134482772783,1,LH,L,LH-L,hetero-low
p94.rsml,0.0,0.0,0.0,0.04080555108270294,0.12005059437939551,0.4542891369367915,0.8869762476320752,1.5859303164737537,2.5161490822520074,3.608590151089767,4.600264943227179,5.576042834747961,6.656032812407261,7.730541745069387,8.580605824192975,8.978028289802838,3,HH,L,HH-L,homo-high
p95.rsml,0.0,0.0,0.0,0.0,0.05914826558540952,0.2782982714236106,1.0216831689232329,2.0320295256794374,3.1453805158503623,4.328830763285751,5.492452860497318,6.7415118207434945,7.875587088915223,8.947275600285392,10.068163040904231,10.70966804578469,2,HL,L,HL-L,hetero-high
p97.rsml,0.0,0.0,0.0,0.0,0.005903897371752211,0.13182254430011342,0.30347670582405556,0.6197323888391277,0.8935316735521877,1.160414505787466,1.3685868938939216,1.5366329532599794,1.7351219820909725,1.9078312595136144,2.044653490534926,2.137062107987826,1,LH,L,LH-L,hetero-low
p98.rsml,0.0,0.0,0.0,0.015718539772743706,0.05678246336043547,0.16543274126038413,0.3757187036298153,0.6406433903558187,1.0067666042085923,1.4808205284998275,2.0163763566101545,2.536645775498613,3.010422446317113,3.457343188731036,3.9071273200130756,4.0861444522087425,3,HH,L,HH-L,homo-high
p99.rsml,0.0,0.0,0.020377377534912942,0.07046090482607316,0.12199899690472053,0.28476303301084144,0.5776887115133577,1.0701372336347414,1.664807318667513,2.322452501162918,2.8052315445595415,3.405301819446914,3.938647578323633,4.546119613428076,5.0454883036953895,5.360919138913423,2,HL,L,HL-L,hetero-high
p24.rsml,0.0,0.0,0.0,0.0161236347760737,0.08142640318679634,0.16473787095149153,0.3047863220801067,0.6008849053902414,0.9041217007248117,1.2927526770371651,1.6028300673954117,2.0412867748440022,2.3667177980859013,2.690541454556361,2.9589906844534775,3.0828970590680584,3,HH,R,HH-R,homo-high
p25.rsml,0.0,0.0,0.0,0.0,0.0,0.0,0.02324948961279683,0.1079629674588143,0.242728771087392,0.4088449332216535,0.5839357283467428,0.744355231755322,0.9309860837733612,1.0958640101580543,1.22731300538631,1.2675345053449527,2,HL,R,HL-R,hetero-low
