,root_idx,0,6,12,21,24,30,45,46,53,69,70,77,83,93,100,118,147,148,153,159,165,172,side,label,condition,condition-side,uniq-condition
0,p04.rsml,21.225196528904885,22.660846294690398,24.225963702426952,25.628630893887564,26.93452263901807,29.202937173445143,34.335522482116794,34.335522482116794,38.07615066762926,43.9805355357606,44.60508537364386,47.63420287099478,50.5184054619096,54.920397134349194,58.8969787900438,67.87170097523601,84.36876617647202,84.36876617647202,87.83893389126122,91.04412029216635,94.11292834746183,94.4662270879068,L,3,HH,HH-L,homo-high
1,p04.rsml,24.407798308003827,25.467694529338726,26.78764264000618,28.20083760178604,30.098482721401403,32.28532190611796,37.58808567559548,37.58808567559548,40.87667325476035,47.78295593494614,48.18577847651997,51.49826225256691,54.59125475757002,58.98390666927543,62.607916902351505,71.43097412951666,87.47848195972941,87.47848195972941,90.9279164920351,94.14950656194999,94.26122943337747,94.26122943337747,R,3,HH,HH-R,homo-high
2,p05.rsml,19.66130059510547,21.008676021018328,22.245221612575712,23.108689353842323,24.24511737360595,25.430117373605945,29.30974687592633,29.30974687592633,31.126889410867527,35.42818068592356,35.75390603034735,38.47797449497889,40.51842023783384,42.96869410007862,44.65812211984225,49.536695481670804,55.88100925431603,55.88100925431603,57.34584448568879,58.463073199963524,59.66475030148685,61.552810401479164,L,0,LL,LL-L,homo-low
3,p05.rsml,15.169055018532134,16.356685432423593,17.085029444549736,17.56556768444329,18.27656768444329,19.149151204801083,20.2693980559135,20.2693980559135,20.3483980559135,21.487120927340975,22.016990798768447,22.54684379876845,24.12881756593401,26.34645324385768,27.373453243857682,28.324739215582273,29.993063900693514,29.993063900693514,30.081388585804756,30.47638858580476,30.879211127378586,31.762457978491003,R,0,LL,LL-R,homo-low
4,p06.rsml,20.181130173795196,20.877841594658396,22.21667160648603,23.25910935064628,24.53492419728802,25.635266871185568,28.433732381865767,28.433732381865767,31.169029422225638,35.75959498010313,36.220240179795915,39.39802924616469,41.934947829138466,45.86409629860307,49.13159000082791,57.58500001826499,74.76935631331523,74.76935631331523,76.77669055733163,79.80973742374223,82.5491966834892,86.92118545553953,L,2,HL,HL-L,hetero-high
5,p06.rsml,23.899211457760043,25.01644017203479,26.15973891247976,27.191657274595343,28.24429714490194,29.095153184429197,30.98791173033407,30.98791173033407,32.58653400735934,34.85272940991821,35.87588523316205,36.88875610527482,37.98120184812977,39.40539460193805,41.11910469973192,45.231066264583966,54.997341557087324,54.997341557087324,55.866341557087324,57.39298142739393,59.492071986548126,61.53123582921348,R,2,HL,HL-R,hetero-low
6,p07.rsml,24.553966839040225,25.671195553314973,27.202623573078597,28.150623573078597,29.81150346036726,31.320796341156147,34.39305649280186,34.39305649280186,36.54192407245053,40.711233605385765,41.12362571248774,43.21861574826356,44.79910942113922,48.28944350257039,50.3178367706523,55.71164529937424,65.65510567436989,65.65510567436989,68.28927134317692,69.69915023868533,71.44297570300222,73.61691159212131,L,1,LH,LH-L,hetero-low
7,p07.rsml,29.941010143270397,31.049827982232237,32.843499275179084,34.72078058970406,36.211200020742226,38.3388285243631,43.22574061102668,43.22574061102668,46.50250933023913,53.83999762077219,55.46698606747409,57.17331163841195,60.59115787614588,64.77575583552067,68.4698150067477,76.59401761117905,91.10696504926175,91.10696504926175,94.37070847461214,97.1160578142137,97.5505578142137,97.5505578142137,R,1,LH,LH-R,hetero-high
8,p08.rsml,19.62724692195472,20.812246921954717,22.587038601803894,23.930038601803894,25.826038601803894,28.257974734218347,33.56262975249793,33.56262975249793,37.06693676849018,43.691548909806095,44.01727425422988,47.852652421805374,50.826932162418586,55.408507227011555,58.85788543297057,68.66644928061069,85.63342129888095,85.63342129888095,89.53481349241783,92.85107882390494,96.29854778855807,96.58338633931973,L,3,HH,HH-L,homo-high
9,p08.rsml,25.891866553469796,27.401159434258684,29.068111776396286,30.366396070012897,31.86947357965769,33.921392583455805,38.60585959546137,38.60585959546137,41.96293683719384,48.09405699515427,49.47255405463848,50.83753896180316,54.340169393556714,58.01667272785152,61.18889775367897,69.170790745273,83.1069020113323,83.1069020113323,86.36449747564184,89.1679039190433,90.37664840234322,90.37664840234322,R,3,HH,HH-R,homo-high
