filename,condition,side,condition-side,P0_length,P1_length,P2_length,P01_length,P12_length,Ptotal_length,uniq-condition
p04.rsml,HH,L,HH-L,7.374581386888001,13.850615142016885,0.0,21.225196528904885,13.850615142016885,21.225196528904885,homo-high
p04.rsml,HH,R,HH-R,10.0426151364996,14.365183171504226,0.0,24.407798308003827,14.365183171504226,24.407798308003827,homo-high
p05.rsml,LL,L,LL-L,1.1740930278125807,18.487207567292888,0.0,19.66130059510547,18.487207567292888,19.66130059510547,homo-low
p05.rsml,LL,R,LL-R,0.0,15.169055018532134,0.0,15.169055018532134,15.169055018532134,15.169055018532134,homo-low
p06.rsml,HL,L,HL-L,8.289160734739795,11.891969439055401,0.0,20.181130173795196,11.891969439055401,20.181130173795196,hetero-high
p06.rsml,HL,R,HL-R,11.976778183708689,11.922433274051354,0.0,23.899211457760043,11.922433274051354,23.899211457760043,hetero-low
p07.rsml,LH,L,LH-L,0.0,24.553966839040225,0.0,24.553966839040225,24.553966839040225,24.553966839040225,hetero-low
p07.rsml,LH,R,LH-R,8.776203774757882,21.164806368512515,0.0,29.941010143270397,21.164806368512515,29.941010143270397,hetero-high
p08.rsml,HH,L,HH-L,0.0,19.62724692195472,0.0,19.62724692195472,19.62724692195472,19.62724692195472,homo-high
p08.rsml,HH,R,HH-R,7.789894811308984,18.101971742160814,0.0,25.891866553469796,18.101971742160814,25.891866553469796,homo-high
p09.rsml,LL,L,LL-L,7.095774917734205,18.27131164450344,0.0,25.367086562237645,18.27131164450344,25.367086562237645,homo-low
p09.rsml,LL,R,LL-R,3.2846249257059577,15.91095557487102,0.0,19.195580500576977,15.91095557487102,19.195580500576977,homo-low
p10.rsml,HL,L,HL-L,0.5058468147571968,17.657266734553644,0.0,18.163113549310843,17.657266734553644,18.163113549310843,hetero-high
p10.rsml,HL,R,HL-R,2.5284369377774305,17.397728412104694,0.0,19.926165349882126,17.397728412104694,19.926165349882126,hetero-low
p11.rsml,LH,L,LH-L,5.245896011417752,19.039953897744358,0.0,24.28584990916211,19.039953897744358,24.28584990916211,hetero-low
p11.rsml,LH,R,LH-R,3.3154992378228076,18.582910463952636,0.0,21.898409701775446,18.582910463952636,21.898409701775446,hetero-high
p12.rsml,HH,L,HH-L,0.0,18.514491538984487,0.0,18.514491538984487,18.514491538984487,18.514491538984487,homo-high
p12.rsml,HH,R,HH-R,4.0180307414897865,19.984898737871433,0.0,24.002929479361217,19.984898737871433,24.002929479361217,homo-high
p13.rsml,LL,L,LL-L,3.5901970551972933,17.838409456134265,0.0,21.42860651133156,17.838409456134265,21.42860651133156,homo-low
p13.rsml,LL,R,LL-R,3.806728963983767,16.633288345992874,0.0,20.44001730997664,16.633288345992874,20.44001730997664,homo-low
p14.rsml,HL,L,HL-L,6.010419239551714,17.359015488582003,0.0,23.36943472813372,17.359015488582003,23.36943472813372,hetero-high
p14.rsml,HL,R,HL-R,3.501263991255039,12.424725501080918,0.0,15.925989492335956,12.424725501080918,15.925989492335956,hetero-low
p15.rsml,LH,L,LH-L,8.98105725455103,12.227597240311018,0.0,21.20865449486205,12.227597240311018,21.20865449486205,hetero-low
p15.rsml,LH,R,LH-R,7.257647883001326,17.719026304174314,0.0,24.97667418717564,17.719026304174314,24.97667418717564,hetero-high
p16.rsml,HH,L,HH-L,0.0,13.074421551564171,0.0,13.074421551564171,13.074421551564171,13.074421551564171,homo-high
p16.rsml,HH,R,HH-R,2.1528323389984103,17.353118625600512,0.0,19.505950964598924,17.353118625600512,19.505950964598924,homo-high
p17.rsml,LL,L,LL-L,0.754646440394439,14.589835608519389,0.0,15.344482048913827,14.589835608519389,15.344482048913827,homo-low
p17.rsml,LL,R,LL-R,5.140450357472675,16.672591656111592,0.0,21.81304201358427,16.672591656111592,21.81304201358427,homo-low
